event_id	loci	Proximal_Site	TCGA-77-8008-01A-21R-2187-07	TCGA-51-4081-01A-01R-1100-07	TCGA-90-6837-01A-11R-1949-07	TCGA-56-8201-01A-11R-2247-07	TCGA-77-7138-01A-41R-2045-07	TCGA-22-5482-01A-01R-1635-07	TCGA-51-4079-01A-01R-1100-07	TCGA-56-8083-01A-11R-2247-07	TCGA-77-7338-01A-11R-2045-07	TCGA-56-7731-01A-11R-2125-07	TCGA-77-7335-01A-11R-2045-07	TCGA-33-6737-01A-11R-1820-07	TCGA-58-8386-01A-11R-2296-07	TCGA-56-8623-01A-11R-A28V-07	TCGA-85-7710-01A-11R-2125-07	TCGA-22-4609-01A-21R-2125-07	TCGA-43-6647-01A-11R-1820-07	TCGA-22-5472-01A-01R-1635-07	TCGA-77-7337-01A-21R-2045-07	TCGA-43-7657-01A-31R-2125-07	TCGA-22-5481-01A-31R-1949-07	TCGA-22-5478-01A-01R-1635-07	TCGA-22-5483-01A-01R-1820-07	TCGA-22-5489-01A-01R-1635-07	TCGA-77-7142-01A-11R-2045-07	TCGA-43-7658-01A-11R-2125-07	TCGA-56-7582-01A-11R-2045-07	TCGA-43-6143-01A-11R-1820-07	TCGA-39-5040-01A-21R-2125-07	TCGA-43-3394-01A-01R-0980-07	TCGA-56-8309-01A-11R-2296-07	TCGA-22-5491-01A-01R-1635-07	TCGA-90-7767-01A-11R-2125-07	TCGA-92-7340-01A-21R-2045-07	TCGA-43-6773-01A-41R-1949-07	TCGA-56-7730-01A-11R-2125-07	TCGA-34-8454-01A-11R-2326-07	TCGA-33-4587-01A-11R-2125-07	TCGA-43-6771-01A-11R-1820-07	TCGA-60-2709-01A-21R-1820-07	TCGA-56-7580-01A-11R-2045-07	TCGA-77-8007-01A-11R-2187-07	TCGA-56-7823-01B-11R-2247-07	TCGA-51-4080-01A-01R-1100-07	TCGA-43-5670-01A-21R-2125-07	TCGA-22-4593-01A-21R-1820-07	TCGA-56-7579-01A-11R-2045-07	TCGA-22-5471-01A-01R-1635-07	TCGA-34-7107-01A-11R-1949-07	TCGA-56-8082-01A-11R-2247-07	TCGA-56-7222-01A-11R-2045-07
NM_005311|GRB10|chr7|-	chr7:50657768-50660795	50660423	0.47	0.77	0.46	NA	0.53	0.45	0.60	0.39	0.65	0.43	0.45	0.39	NA	0.80	0.43	0.57	NA	0.59	0.39	0.43	0.50	NA	0.53	0.52	0.67	0.84	0.70	0.41	0.64	0.37	0.54	0.45	0.43	0.40	0.46	0.38	0.58	0.65	0.37	0.47	0.56	0.45	0.47	0.75	0.25	0.56	0.61	0.33	0.46	0.37	0.46
NM_016094|COMMD2|chr3|-	chr3:149456257-149459505	149458710	0.34	0.36	0.39	0.40	0.25	0.37	0.31	0.32	0.45	0.40	0.32	0.23	0.47	0.53	0.36	0.42	0.49	0.43	0.20	0.30	0.30	0.28	0.33	0.39	0.31	0.46	0.46	0.22	0.31	0.25	0.41	0.29	0.40	0.28	0.53	0.36	0.42	0.37	0.35	0.57	0.58	0.37	0.30	0.41	0.37	0.40	0.31	0.27	0.42	0.37	0.30
NM_001114118|C17orf85|chr17|-	chr17:3710050-3716573	3715610	0.26	0.38	0.39	0.40	0.28	0.35	0.33	0.25	0.44	0.37	NA	0.33	0.52	0.50	0.22	0.40	0.38	0.38	NA	0.46	0.24	0.31	0.38	0.39	0.48	0.34	0.53	0.29	0.39	0.32	0.34	NA	0.25	0.37	0.47	0.40	0.36	0.25	0.23	0.36	0.45	0.36	0.34	NA	0.31	0.30	0.31	0.29	0.43	0.29	0.42
NM_032582|USP32|chr17|-	chr17:58254574-58256789	58256522	0.34	0.46	0.28	0.52	0.30	0.40	0.42	0.35	0.49	0.30	0.36	0.28	0.49	0.60	0.31	0.39	0.26	0.53	0.20	0.39	0.21	0.28	0.37	0.31	0.45	0.48	0.50	0.24	0.35	0.41	0.44	0.37	0.26	0.28	0.42	0.35	0.51	0.36	0.24	0.47	0.45	0.43	0.40	0.51	0.30	0.42	0.43	0.32	0.42	0.54	0.54
NM_152388|TMEM237|chr2|-	chr2:202484950-202489045	202488571	0.20	0.23	0.29	0.12	0.05	0.30	0.10	0.15	0.30	0.10	0.06	0.08	0.27	0.49	0.12	0.22	0.22	0.22	0.06	0.22	0.29	0.21	0.09	0.23	0.08	0.29	0.19	0.12	0.15	0.13	0.14	0.12	0.10	0.09	NA	0.16	0.24	0.16	0.13	NA	0.14	0.19	0.12	0.14	0.06	0.21	0.06	0.15	0.17	0.13	0.06
NM_007114|TMF1|chr3|-	chr3:69068976-69072471	69072296	0.35	0.37	0.30	0.50	0.28	NA	0.35	0.38	0.42	0.41	0.48	0.28	0.39	0.50	0.29	0.32	0.40	0.41	0.35	0.39	0.31	0.31	0.33	0.39	0.35	0.45	0.42	0.25	0.28	0.45	0.37	NA	0.31	0.43	0.42	0.40	0.32	0.33	0.26	0.55	0.51	0.31	0.35	NA	0.32	0.37	0.38	0.45	0.25	0.40	0.36
NR_003930|LOC387647|chr10|+	chr10:29709419-29716571	29711169	0.30	0.38	0.28	NA	0.23	0.27	0.31	NA	0.41	NA	0.41	0.25	0.26	NA	0.21	0.31	0.42	NA	0.27	0.40	0.25	0.28	0.28	0.37	0.30	0.38	NA	NA	0.33	0.18	0.45	NA	0.21	0.31	0.41	NA	0.27	0.34	0.23	NA	NA	NA	0.19	NA	NA	NA	0.23	0.23	0.26	0.22	0.31
NM_170692|RASAL2|chr1|+	chr1:178442209-178448098	178443136	0.64	0.55	0.65	0.60	NA	0.65	NA	0.40	NA	NA	0.39	NA	0.64	0.83	0.62	0.61	0.71	0.71	0.59	NA	NA	0.33	0.57	NA	0.52	NA	0.62	0.43	0.66	0.52	NA	0.34	0.62	0.54	0.59	NA	0.61	0.62	0.46	0.65	0.55	0.75	0.48	0.46	0.28	NA	0.40	0.29	0.50	NA	0.72
NM_005008|NHP2L1|chr22|-	chr22:42069962-42071199	42070897	0.27	0.43	0.26	0.34	0.38	0.33	0.37	0.18	0.42	0.27	0.27	0.16	0.34	0.52	0.33	0.39	0.37	0.45	0.38	0.39	0.42	0.34	0.52	0.34	0.41	0.53	0.43	0.21	0.29	0.34	0.44	0.36	0.33	0.25	0.46	0.27	0.38	0.37	0.30	0.43	0.33	0.27	0.27	0.44	0.27	0.45	0.38	0.36	0.38	0.26	0.45
NM_017896|C20orf11|chr20|+	chr20:61576090-61579804	61576850	0.29	0.29	0.24	0.18	0.19	0.23	0.25	0.31	0.41	0.27	0.15	0.16	0.28	0.33	0.28	0.29	0.27	0.32	0.18	0.26	0.25	0.30	0.27	0.27	0.33	0.45	0.28	0.22	0.29	0.27	0.34	0.18	0.23	0.22	0.24	0.13	0.32	0.38	0.19	0.24	0.31	0.18	0.22	0.19	0.20	0.28	0.23	0.14	0.27	0.28	0.26
NR_026698|KPNA1|chr3|-	chr3:122140851-122146019	122144566	0.25	0.29	0.33	0.30	0.20	0.24	0.33	0.21	0.31	0.23	0.38	0.23	0.27	0.47	0.24	0.24	0.21	0.27	0.17	0.30	0.23	0.20	0.33	0.22	0.26	0.45	0.32	0.18	0.25	0.33	0.32	0.25	0.18	0.25	0.35	0.33	0.24	0.34	0.21	0.31	0.36	0.22	0.26	0.27	0.22	0.25	0.29	0.31	0.25	0.25	0.28
NM_018353|MIS18BP1|chr14|-	chr14:45672413-45673415	45673221	NA	0.50	NA	0.80	0.84	0.41	0.53	0.67	0.56	NA	0.55	0.35	0.52	0.55	0.54	NA	NA	0.66	0.60	0.63	0.56	0.36	0.70	NA	0.55	0.57	0.62	0.38	0.46	0.61	0.75	0.47	0.52	0.43	NA	0.42	0.64	0.54	0.58	NA	0.85	0.46	0.46	0.45	0.79	0.52	0.48	0.44	0.56	0.62	0.70
NM_005333|HCCS|chrX|+	chrX:11139731-11141183	11139942	0.59	0.53	0.44	0.47	0.45	0.47	0.69	0.39	0.55	0.49	0.75	0.28	0.38	0.61	0.52	0.62	0.47	0.71	0.62	0.54	0.47	0.53	0.48	0.45	0.51	0.68	0.70	0.34	0.66	0.59	0.66	0.54	0.55	0.52	0.63	0.61	0.47	0.55	0.31	0.62	0.44	0.55	0.50	0.55	0.48	0.57	0.38	0.54	0.50	0.53	0.60
NM_005843|STAM2|chr2|-	chr2:152973330-152977316	152975539	NA	0.34	0.14	0.51	0.46	0.13	0.43	0.25	0.44	0.33	0.70	0.18	0.26	0.45	0.27	0.29	NA	0.26	0.33	0.40	NA	0.14	0.28	0.15	0.41	0.36	0.47	0.14	NA	0.32	0.35	0.18	0.29	0.44	NA	0.31	0.23	0.24	0.17	NA	0.65	0.22	0.39	0.31	0.30	0.17	0.38	NA	0.22	0.30	0.63
NM_172037|RDH10|chr8|+	chr8:74235147-74237513	74236756	0.26	0.41	0.64	0.74	NA	0.48	0.42	0.31	0.55	0.75	NA	0.81	0.34	0.76	0.47	0.45	0.41	0.66	0.34	0.58	NA	0.56	0.50	0.51	0.49	0.60	0.41	0.42	NA	0.40	0.44	0.47	0.39	0.63	0.69	0.83	0.45	0.58	0.45	0.51	0.86	0.33	0.42	0.69	0.85	0.46	0.41	0.83	0.45	0.39	0.57
NM_001122964|SMEK2|chr2|-	chr2:55774445-55777142	55775610	0.30	0.26	0.30	0.45	0.30	0.28	0.30	0.23	0.39	0.34	0.52	0.29	0.29	0.54	0.21	0.28	0.31	0.38	0.23	0.38	0.24	0.25	0.23	0.25	0.21	0.25	0.35	0.19	0.21	0.24	0.36	0.22	0.21	0.35	0.38	0.38	0.34	0.27	0.22	0.34	0.45	0.29	0.23	0.25	0.41	0.27	0.29	0.37	0.29	0.23	0.26
NM_000430|PAFAH1B1|chr17|+	chr17:2585022-2588914	2585172	0.43	0.60	0.38	0.45	0.23	0.41	0.55	0.30	0.64	0.44	0.33	0.21	0.53	0.63	0.53	0.60	0.37	0.65	0.37	0.52	0.37	0.36	0.44	0.42	0.48	0.62	0.57	0.21	0.42	0.44	0.47	0.40	0.38	0.38	0.48	0.40	0.52	0.52	0.29	0.51	0.48	0.43	0.33	0.56	0.19	0.54	0.38	0.23	0.44	0.62	0.52
NM_006854|KDELR2|chr7|-	chr7:6500715-6502806	6502588	0.55	0.46	0.27	0.62	0.44	0.33	0.37	0.50	0.55	0.38	0.72	0.57	0.47	0.65	0.36	0.33	0.41	0.55	0.51	0.68	0.43	0.44	0.47	0.54	0.47	0.60	0.61	0.39	0.35	0.48	0.63	0.40	0.53	0.38	0.50	0.57	0.56	0.48	0.33	0.60	0.64	0.42	0.50	0.41	0.55	0.49	0.43	0.51	0.43	0.52	0.49
NM_145322|OSBPL3|chr7|-	chr7:24836149-24839898	24839732	0.35	0.45	0.42	0.47	0.51	0.44	0.60	0.34	0.57	0.53	0.46	0.37	0.45	0.73	0.51	0.53	0.43	0.66	0.52	0.63	0.45	0.47	0.66	NA	0.50	0.60	0.50	0.37	0.50	0.49	0.42	0.46	0.47	0.37	0.60	0.51	0.48	0.46	0.47	0.54	0.53	0.53	0.42	0.62	0.32	NA	0.30	0.39	NA	NA	0.69
NM_001174127|SLC11A2|chr12|-	chr12:51373558-51375586	51375392	0.54	0.45	0.35	0.67	0.44	0.40	NA	0.42	0.57	0.46	0.53	0.31	0.45	0.75	0.32	0.46	0.44	0.58	0.37	0.49	0.56	0.33	0.36	0.42	0.45	0.53	0.48	0.30	0.40	0.55	0.58	0.36	0.45	0.46	0.45	0.56	0.56	0.63	NA	0.48	0.55	0.49	0.52	0.41	0.51	0.49	0.53	0.36	0.36	0.41	0.52
NM_018066|GPN2|chr1|-	chr1:27202628-27206240	27205912	0.26	0.19	0.21	0.21	0.16	0.23	0.12	0.27	0.31	0.15	0.08	0.13	0.26	0.32	0.24	0.26	0.18	0.27	0.16	0.14	0.15	0.15	0.22	0.13	0.28	0.32	0.21	0.17	0.18	0.14	0.31	0.09	0.13	0.13	0.15	0.10	0.34	0.30	0.11	0.17	0.18	0.24	0.13	0.09	0.12	0.21	0.17	0.06	0.15	0.16	0.14
NM_003901|SGPL1|chr10|+	chr10:72636951-72640946	72639828	0.68	0.62	0.96	0.75	0.99	0.83	0.73	0.55	0.88	0.83	1.00	0.86	0.64	NA	0.62	0.77	0.49	0.90	0.49	0.98	0.85	0.55	0.58	0.74	0.48	0.81	0.67	0.50	0.52	0.52	0.91	0.46	0.57	0.72	0.90	1.00	0.78	0.83	0.62	0.91	0.93	0.71	0.58	0.65	0.50	0.83	0.93	1.00	0.63	0.47	0.68
NM_016649|ESF1|chr20|-	chr20:13693124-13695814	13695108	0.08	0.09	NA	0.07	0.03	0.07	0.03	0.22	0.16	0.05	0.06	0.04	0.08	0.04	0.06	0.12	0.06	0.06	0.05	NA	0.08	0.07	0.04	0.17	0.09	0.12	0.10	0.08	0.05	0.07	0.05	NA	0.09	0.07	0.06	0.03	0.05	0.06	NA	0.07	0.13	0.05	0.05	0.08	0.04	0.18	0.04	0.07	0.06	0.07	0.05
NM_001160305|SETD6|chr16|+	chr16:58552627-58553199	58552885	0.47	0.62	NA	0.52	0.40	0.47	0.63	0.51	0.48	0.56	NA	0.38	0.54	0.38	0.44	0.56	0.36	0.52	0.50	0.49	0.49	0.31	NA	0.41	0.70	0.76	0.51	0.42	0.48	0.51	NA	0.35	0.61	0.49	0.28	0.45	0.57	0.53	0.40	0.61	0.56	0.50	0.45	NA	0.55	0.48	0.44	0.41	0.53	0.44	0.68
NM_007238|PXMP4|chr20|-	chr20:32290594-32295775	32295398	0.36	0.41	0.29	0.39	0.28	NA	0.32	0.50	0.49	0.50	0.20	0.24	0.42	0.63	0.34	0.45	0.47	0.56	0.35	0.40	0.28	NA	0.35	0.36	0.58	NA	0.46	NA	0.53	0.40	0.53	0.32	0.27	0.29	0.31	0.32	0.45	0.52	0.31	0.45	0.51	0.36	0.34	0.32	0.35	0.42	0.33	0.19	0.36	0.37	NA
NM_015387|MOB4|chr2|+	chr2:198415238-198417417	198415540	0.36	0.43	0.47	0.56	0.30	0.44	0.49	0.36	0.44	0.47	0.25	0.32	0.55	0.55	0.44	0.44	0.41	0.52	0.39	0.46	0.42	0.37	0.44	0.44	0.36	0.47	0.50	0.31	0.43	0.46	0.38	0.46	0.41	0.42	0.46	0.46	0.33	0.36	0.41	0.51	0.43	0.36	0.32	0.56	0.33	0.42	0.29	0.36	0.39	0.61	0.34
NM_020782|KLHDC5|chr12|+	chr12:27950647-27955969	27950967	0.62	0.76	NA	0.43	0.57	0.59	0.61	0.48	0.86	0.57	0.41	0.32	0.39	0.73	0.69	0.68	0.64	NA	0.60	0.48	0.47	0.49	0.57	0.57	0.78	0.82	0.88	0.45	0.58	0.63	0.59	0.64	0.58	0.45	0.61	0.38	0.57	0.74	NA	0.60	0.58	0.50	0.51	0.79	0.37	0.56	0.59	0.36	0.58	0.59	0.64
NM_017763|RNF43|chr17|-	chr17:56429876-56432347	56431084	NA	0.09	NA	0.16	0.09	0.13	0.06	0.14	0.19	0.13	0.43	0.05	0.08	0.41	0.08	0.14	0.12	0.08	0.10	0.16	NA	0.07	0.09	0.14	0.06	0.42	0.11	0.12	NA	0.09	0.21	0.06	0.34	0.11	NA	0.05	0.18	0.14	0.03	0.17	0.10	0.09	0.05	0.04	0.06	0.04	0.02	0.09	0.10	0.02	0.03
NM_001184889|NIPA2|chr15|-	chr15:23004245-23006855	23005475	0.27	0.24	0.27	0.22	0.20	0.26	0.23	0.19	0.25	0.35	0.60	0.27	0.26	0.32	0.15	0.22	0.18	0.30	0.13	0.24	0.29	0.29	0.17	0.21	0.18	0.25	0.20	0.17	0.24	0.21	0.24	0.19	0.17	0.27	0.28	0.32	0.22	0.24	0.29	0.27	0.39	0.18	0.18	0.18	0.25	0.22	0.22	0.35	0.20	0.21	0.19
NM_032012|TMEM245|chr9|-	chr9:111777421-111782785	111782461	0.64	0.74	0.55	0.59	0.65	0.65	0.61	0.40	0.73	0.66	0.40	0.47	0.67	0.85	0.55	0.65	0.54	0.74	0.43	0.61	0.64	0.46	0.57	0.60	0.63	0.69	0.72	0.49	0.77	0.59	0.74	0.58	0.58	0.51	0.71	0.49	0.61	0.69	0.47	0.73	0.55	0.76	0.33	0.65	0.16	0.55	0.42	0.30	0.54	0.37	0.53
NM_012412|H2AFV|chr7|-	chr7:44866417-44874161	44873887	0.09	0.17	0.11	0.09	0.03	0.11	0.10	0.09	0.17	0.10	0.03	0.06	0.19	0.19	0.13	0.14	0.18	0.19	0.14	0.10	0.04	0.07	0.12	0.12	0.15	0.09	0.21	0.06	0.12	0.11	0.13	0.09	0.06	0.05	0.13	0.06	0.13	0.08	0.06	0.17	0.07	0.12	0.09	0.11	0.06	0.14	0.05	0.04	0.14	0.13	0.12
NM_001199981|NDUFS1|chr2|-	chr2:206981493-206989000	206988846	0.10	0.13	0.09	0.14	0.07	0.11	0.10	0.09	0.16	0.11	0.11	0.06	0.17	0.11	0.10	0.17	0.14	0.14	0.09	0.11	0.10	0.12	0.14	0.13	0.16	0.13	0.20	0.08	0.09	0.09	0.13	0.12	0.08	0.08	0.13	0.07	0.18	0.08	0.08	0.15	0.11	0.08	0.12	0.10	0.10	0.10	0.07	0.08	0.21	0.11	0.11
NR_045790|NSUN4|chr1|+	chr1:46827241-46831851	46827822	0.42	0.33	0.24	0.41	0.41	0.41	0.43	0.52	0.54	0.33	0.33	0.22	0.49	0.44	0.40	0.34	0.38	0.46	0.30	0.31	0.30	0.28	0.37	0.40	0.39	0.62	0.43	0.23	0.34	0.29	0.49	0.29	0.40	0.32	0.35	0.29	0.46	0.45	0.37	0.34	0.34	0.40	0.32	0.23	0.38	0.39	0.30	0.22	0.33	0.29	0.43
NM_014900|COBLL1|chr2|-	chr2:165537849-165542542	165541391	0.11	0.12	NA	0.10	0.07	0.14	0.07	0.04	0.15	0.12	0.10	0.10	0.19	0.20	0.11	0.15	0.07	0.11	0.05	0.16	NA	NA	0.06	NA	0.05	NA	0.08	0.06	0.10	0.10	0.09	0.08	0.08	0.07	0.15	0.13	0.16	NA	0.12	0.14	0.10	0.18	0.06	0.10	0.05	NA	0.08	NA	0.10	0.07	0.09
NM_002154|HSPA4|chr5|+	chr5:132439924-132442107	132440096	0.22	0.16	0.15	0.17	0.14	0.14	0.18	0.18	0.33	0.14	0.10	0.08	0.24	0.33	0.20	0.20	0.17	0.26	0.12	0.20	0.26	0.11	0.17	0.18	0.14	0.36	0.13	0.10	0.18	0.15	0.22	0.12	0.15	0.11	0.19	0.07	0.20	0.21	0.17	0.18	0.23	0.16	0.14	0.15	0.16	0.31	0.13	0.12	0.18	0.19	0.21
NM_018179|ATF7IP|chr12|+	chr12:14650587-14655883	14651093	0.38	0.51	0.38	0.46	0.42	0.44	0.43	0.39	0.66	0.30	0.20	0.29	0.38	0.46	0.46	0.53	0.34	0.53	0.31	0.53	0.18	0.29	0.34	0.39	0.38	0.56	0.62	0.30	0.40	0.44	0.48	0.35	0.52	0.28	0.40	0.40	0.45	0.53	0.26	0.47	0.52	0.40	0.31	0.70	0.11	0.42	0.27	0.25	0.38	0.46	0.41
NM_005591|MRE11A|chr11|-	chr11:94148721-94153347	94153110	0.20	0.34	0.36	0.28	0.12	0.18	NA	0.20	0.33	0.16	0.12	0.08	NA	NA	0.37	0.48	0.20	0.34	0.12	NA	0.39	NA	0.25	0.20	0.17	0.37	0.34	0.16	0.30	0.33	0.26	0.20	0.28	0.13	0.31	0.30	0.31	0.26	NA	0.36	0.31	0.21	0.23	0.29	0.12	0.22	0.20	0.18	0.30	0.27	0.28
NM_173825|RABL3|chr3|-	chr3:120405528-120408735	120408344	0.57	0.57	0.54	0.77	0.63	0.67	0.67	0.64	0.69	0.50	0.67	0.40	0.63	0.77	0.57	0.53	0.56	0.72	0.50	0.62	0.58	0.45	0.52	0.64	0.45	0.74	0.62	0.39	0.52	0.52	0.82	0.46	0.61	0.61	0.65	0.64	0.74	0.58	0.55	0.63	0.55	0.55	0.45	0.51	0.57	0.65	0.43	0.57	0.48	0.51	0.68
NM_006454|MXD4|chr4|-	chr4:2249176-2252428	2251994	0.80	0.78	0.75	0.44	0.85	0.53	0.77	0.78	1.00	0.52	0.69	0.40	0.72	0.96	0.87	0.76	0.68	0.87	0.64	0.83	0.59	0.39	0.59	0.71	0.93	0.86	0.77	0.74	0.92	0.79	0.93	0.41	0.53	0.75	0.50	0.50	0.95	0.97	0.61	0.49	0.86	0.62	0.43	0.48	0.56	0.76	0.84	0.36	0.73	0.26	0.84
NM_005342|HMGB3|chrX|+	chrX:150156249-150159236	150157048	0.21	0.34	0.27	0.24	0.29	0.25	0.40	0.44	0.36	0.21	0.21	0.17	0.25	0.47	0.34	0.40	0.23	0.28	0.12	0.21	0.39	0.43	0.44	0.30	0.29	0.53	0.26	0.42	0.35	0.20	0.26	0.30	0.26	0.21	0.45	0.18	0.22	0.26	0.11	0.27	0.22	0.29	0.22	0.44	0.10	0.22	0.23	0.40	0.21	0.11	0.20
NM_013325|ATG4B|chr2|+	chr2:242611605-242613253	242612000	0.37	0.31	0.40	0.28	0.38	0.26	0.24	0.33	0.57	0.32	0.19	0.24	0.41	0.46	0.32	0.41	0.21	0.43	0.17	0.47	0.31	0.26	0.27	0.31	0.24	0.39	0.24	0.20	0.31	0.30	0.43	0.16	0.33	0.17	0.32	0.24	0.35	0.64	0.33	0.24	0.37	0.38	0.20	0.14	0.35	0.39	0.28	0.14	0.27	0.24	0.52
NM_017525|CDC42BPG|chr11|-	chr11:64590564-64592001	64591416	0.37	0.28	0.31	0.49	0.37	0.32	0.39	0.39	0.53	0.52	NA	0.33	0.45	0.68	0.52	0.45	0.39	0.42	NA	NA	0.30	0.36	NA	0.34	0.22	0.52	0.15	0.25	0.43	0.38	0.51	0.34	0.45	0.20	0.28	0.49	0.45	0.52	0.32	0.45	0.30	0.45	0.26	0.29	0.50	0.35	0.28	0.28	0.30	0.42	0.46
NM_001695|ATP6V1C1|chr8|+	chr8:104080879-104085292	104081114	0.20	0.30	0.32	0.38	0.19	0.24	0.26	0.27	0.33	0.29	0.22	0.20	0.44	0.39	0.18	0.28	0.39	0.44	0.21	0.29	0.20	0.27	0.25	0.33	0.28	0.29	0.33	0.22	0.24	0.24	0.31	0.20	0.20	0.24	0.33	0.33	0.39	0.29	0.19	0.46	0.31	0.28	0.26	0.30	0.17	0.43	0.20	0.24	0.30	0.26	0.32
NR_033721|DNAJC19|chr3|-	chr3:180701531-180702498	180702348	0.32	0.34	0.38	0.33	0.24	0.38	0.42	0.23	0.37	0.35	0.25	0.20	0.50	0.44	0.37	0.57	0.38	0.55	0.26	0.29	0.48	0.42	0.39	0.39	0.37	0.38	0.31	0.24	0.34	0.30	0.51	0.45	0.36	0.32	0.43	0.34	0.40	0.33	0.31	0.44	0.32	0.42	0.21	0.50	0.38	0.41	0.23	0.23	0.41	0.40	0.19
NM_001256702|USP3|chr15|+	chr15:63882859-63886934	63883592	0.14	0.21	0.25	0.18	0.08	0.20	0.11	0.19	0.23	0.24	0.23	0.12	0.21	0.26	0.15	0.23	0.22	0.22	0.09	0.22	0.18	0.21	0.12	0.21	0.17	0.24	0.15	0.09	0.18	0.10	0.26	0.16	0.13	0.14	0.20	0.14	0.18	0.17	0.10	0.22	0.23	0.09	0.14	0.21	0.17	0.18	0.15	0.18	0.16	0.16	0.14
NM_006542|SPHAR|chr1|+	chr1:229440128-229441252	229440596	0.49	0.46	0.22	0.43	0.57	0.29	0.52	0.43	0.57	0.52	0.82	0.31	0.48	0.66	0.51	0.47	0.45	0.50	0.53	0.55	0.18	0.27	0.43	0.43	0.52	NA	0.48	0.47	0.62	0.54	0.49	0.36	0.55	0.58	0.68	0.42	0.41	0.40	NA	0.55	0.62	NA	0.48	0.46	0.59	0.38	NA	0.26	0.44	0.49	0.59
NM_001135652|EIF2AK2|chr2|-	chr2:37333575-37334538	37334388	0.64	0.76	0.71	0.77	0.68	0.62	0.68	0.76	0.49	0.76	0.83	0.71	0.73	0.67	0.56	0.59	0.74	0.70	0.60	0.65	0.77	0.72	0.64	0.71	0.67	0.59	0.58	0.64	0.65	0.59	0.79	0.67	0.52	0.65	0.79	0.69	0.71	0.60	0.70	0.71	0.83	0.58	0.80	0.58	0.73	0.61	0.64	0.76	0.64	0.75	0.48
NM_014616|ATP11B|chr3|+	chr3:182635810-182640778	182639291	0.13	0.13	0.15	0.18	0.14	0.10	0.10	0.09	0.15	0.15	0.20	0.13	0.09	0.23	0.10	0.09	0.07	0.11	0.05	0.23	0.15	0.14	0.08	0.10	0.08	0.14	0.14	0.07	0.06	0.11	0.14	0.06	0.09	0.10	0.15	0.18	0.14	0.15	0.08	0.10	0.24	0.10	0.10	0.10	0.08	0.16	0.12	0.25	0.08	0.09	0.12
NM_014704|CEP104|chr1|-	chr1:3728727-3732081	3731479	0.26	0.34	0.22	0.33	0.38	0.39	NA	0.26	NA	0.27	0.31	0.24	0.35	0.57	0.30	0.52	0.26	0.43	0.24	0.40	0.28	0.18	0.30	0.30	0.69	0.42	0.45	0.25	0.23	0.50	0.38	NA	0.20	0.20	0.35	0.30	0.33	0.24	0.26	0.47	0.25	0.42	0.31	0.38	0.19	0.33	0.22	0.20	0.39	0.35	0.45
NM_015251|ATMIN|chr16|+	chr16:81076765-81080954	81078673	0.45	0.62	0.44	0.51	0.35	0.41	0.47	0.37	0.55	0.59	0.70	0.34	0.26	0.52	0.26	0.47	0.39	0.49	0.24	0.32	0.55	0.59	0.53	0.50	0.56	0.80	0.64	0.30	0.41	0.35	0.60	0.44	0.53	0.46	0.43	0.42	0.45	0.53	0.31	0.49	0.65	0.24	0.64	0.41	0.53	0.35	0.40	0.62	0.44	0.50	0.37
NM_015906|TRIM33|chr1|-	chr1:114935413-114940482	114938637	0.36	0.44	0.48	0.56	0.50	0.45	0.51	0.47	0.66	0.41	0.21	0.41	0.54	0.70	NA	0.60	0.38	0.57	0.53	0.57	NA	0.44	0.46	NA	0.41	0.57	0.62	0.32	0.50	0.45	0.50	0.29	0.53	0.41	0.56	0.65	0.53	0.59	0.40	0.39	0.43	0.49	0.48	0.43	0.28	0.51	0.51	NA	0.42	0.47	0.77
NM_014426|SNX5|chr20|-	chr20:17922249-17923051	17922901	0.85	0.53	0.84	0.78	0.69	0.84	0.62	0.56	0.60	0.68	0.77	0.57	0.62	0.89	0.79	0.74	0.67	0.95	0.50	0.48	0.73	0.76	0.67	0.56	0.64	0.74	0.55	0.33	0.78	0.59	0.88	0.65	0.54	0.73	0.85	0.69	0.82	0.74	0.77	0.70	0.66	0.69	0.45	0.66	0.55	0.74	0.72	0.64	0.49	0.72	0.57
NM_004457|ACSL3|chr2|+	chr2:223806214-223809296	223806771	0.16	0.25	0.16	0.14	0.15	0.16	0.20	0.10	0.22	0.13	0.15	0.10	0.22	0.28	0.11	0.17	0.12	0.19	0.17	0.17	0.18	0.08	0.23	0.17	0.19	0.19	0.27	0.09	0.14	0.17	0.19	0.12	0.16	0.16	0.26	0.20	0.13	0.16	0.08	0.15	0.24	0.16	0.13	0.21	0.05	0.13	0.12	0.12	0.14	0.21	0.22
NM_017839|LPCAT2|chr16|+	chr16:55616825-55620579	55618994	0.46	0.52	0.51	0.61	NA	0.55	0.49	NA	0.53	NA	0.92	NA	0.33	0.59	0.50	0.61	0.34	0.67	0.33	0.69	NA	0.75	0.45	0.59	0.42	NA	0.73	0.37	NA	0.50	NA	NA	NA	0.59	0.54	NA	0.41	NA	NA	0.63	NA	0.45	0.28	0.60	0.32	0.38	0.49	NA	NA	0.61	0.79
