event_id	loci	Proximal_Site	TCGA-38-4627-01A-01R-1206-07	TCGA-49-4512-01A-21R-1858-07	TCGA-55-6983-01A-11R-1949-07	TCGA-55-6978-01A-11R-1949-07	TCGA-73-4676-01A-01R-1755-07	TCGA-91-6828-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6984-01A-11R-1949-07	TCGA-91-6829-01A-21R-1858-07	TCGA-44-2668-01A-01R-A278-07	TCGA-44-2668-01B-02R-A277-07	TCGA-44-2668-01A-01R-0946-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6831-01A-11R-1858-07	TCGA-50-5932-01A-11R-1755-07	TCGA-49-6744-01A-11R-1858-07	TCGA-50-5931-01A-11R-1755-07	TCGA-44-2662-01B-02R-A277-07	TCGA-44-2662-01A-01R-A278-07	TCGA-44-2662-01A-01R-0946-07	TCGA-44-6778-01A-11R-1858-07	TCGA-38-4632-01A-01R-1755-07	TCGA-44-6146-01A-11R-1755-07	TCGA-44-6146-01A-11R-A278-07	TCGA-44-6146-01B-04R-A277-07	TCGA-44-3396-01A-01R-1206-07	TCGA-50-6595-01A-12R-1858-07	TCGA-55-6979-01A-11R-1949-07	TCGA-55-6975-01A-11R-1949-07	TCGA-44-2661-01A-01R-1107-07	TCGA-50-5935-01A-11R-1755-07	TCGA-55-6986-01A-11R-1949-07	TCGA-38-4625-01A-01R-1206-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-5645-01B-04R-A277-07	TCGA-44-5645-01A-01R-A278-07	TCGA-44-5645-01A-01R-1628-07	TCGA-44-6148-01A-11R-1755-07	TCGA-91-6849-01A-11R-1949-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-2665-01B-06R-A277-07	TCGA-44-2665-01A-01R-A278-07	TCGA-50-5939-01A-11R-1628-07	TCGA-55-6969-01A-11R-1949-07	TCGA-55-6980-01A-11R-1949-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6761-01A-31R-1949-07	TCGA-55-6981-01A-11R-1949-07	TCGA-44-6145-01A-11R-1755-07	TCGA-55-6971-01A-11R-1949-07	TCGA-44-6776-01A-11R-1858-07	TCGA-50-5930-01A-11R-1755-07	TCGA-91-6847-01A-11R-1949-07	TCGA-49-4490-01A-21R-1858-07	TCGA-44-6147-01A-11R-1755-07	TCGA-44-6147-01B-06R-A277-07	TCGA-44-6147-01A-11R-A278-07	TCGA-55-6985-01A-11R-1949-07	TCGA-55-6982-01A-11R-1949-07	TCGA-55-6968-01A-11R-1949-07	TCGA-91-6835-01A-11R-1858-07	TCGA-55-6970-01A-11R-1949-07	TCGA-55-6972-01A-11R-1949-07	TCGA-50-5936-01A-11R-1628-07	TCGA-91-6836-01A-21R-1858-07	TCGA-38-4626-01A-01R-1206-07
NM_014220|TM4SF1|chr3|-	chr3:149086810-149087667	149087517	0.93	0.95	0.98	0.92	0.85	0.81	0.90	0.91	0.83	0.89	0.89	0.91	1.00	0.89	0.84	0.93	0.88	0.90	0.87	0.98	0.92	0.92	0.91	0.75	0.93	0.90	0.99	0.98	0.95	0.93	0.88	0.94	0.97	0.92	0.91	1.00	0.99	0.88	0.98	0.97	0.89	0.96	0.95	0.96	0.82	0.89	0.96	0.94	0.88	0.98	0.89	0.94	0.85	0.92	0.80	0.99	0.92	0.90	0.94	0.84	0.89	0.90	0.78	0.84	0.89	0.96	0.84	0.81	0.96
NM_017644|KLHL24|chr3|+	chr3:183396873-183402343	183398701	0.71	NA	0.72	0.78	NA	0.67	NA	0.78	NA	NA	0.76	NA	NA	NA	0.65	0.75	0.60	0.74	0.72	NA	0.54	NA	0.75	NA	0.73	0.64	NA	NA	NA	0.79	0.69	0.82	0.74	0.76	NA	0.78	NA	0.59	NA	0.75	0.68	0.63	0.68	NA	0.55	0.74	0.74	NA	0.74	NA	NA	0.76	0.75	NA	0.73	NA	NA	0.74	NA	0.56	0.80	NA	0.83	0.71	0.57	NA	0.60	0.49	0.73
NM_021105|PLSCR1|chr3|-	chr3:146231451-146233888	146233734	0.05	0.17	0.15	0.13	0.11	0.11	0.05	0.10	0.09	0.13	0.10	0.11	0.10	0.05	0.11	0.11	0.09	0.08	0.11	0.38	0.11	0.03	0.12	0.12	0.13	0.13	0.36	0.04	0.08	0.13	0.12	0.13	0.16	0.15	0.07	0.13	NA	0.15	0.15	0.12	0.16	0.10	0.04	0.14	0.21	0.13	0.12	0.13	0.08	0.12	0.14	0.11	0.12	0.17	0.09	0.11	0.18	0.12	0.12	0.12	0.14	0.17	0.14	0.08	0.14	0.20	0.06	0.07	0.07
NM_022497|MRPS25|chr3|-	chr3:15082733-15094140	15093767	0.17	0.17	0.13	0.27	0.12	0.22	0.12	0.18	0.23	0.23	0.35	0.28	NA	0.18	0.25	0.23	0.15	0.12	0.36	NA	0.24	0.15	0.47	0.07	0.38	0.43	NA	0.13	0.14	0.14	0.19	0.15	0.14	0.12	0.12	0.16	NA	0.50	0.39	0.35	0.17	0.29	0.24	NA	NA	0.25	0.24	0.14	0.13	0.15	0.18	0.33	0.33	0.15	0.17	0.34	0.09	0.23	NA	0.39	0.19	0.15	0.27	0.32	0.17	0.12	0.18	0.24	0.17
NM_001112736|FAM208A|chr3|-	chr3:56653718-56657871	56657055	0.52	0.53	0.42	0.40	0.24	0.42	0.49	0.50	0.39	0.35	0.46	0.33	NA	0.34	0.39	0.38	0.30	0.57	0.25	NA	0.35	0.30	0.41	0.52	0.29	0.36	NA	0.29	0.60	0.48	0.43	0.48	0.56	0.64	0.22	0.25	NA	0.42	0.44	0.53	0.34	0.16	0.51	NA	0.56	0.44	0.41	0.41	0.46	0.55	0.26	0.50	0.30	0.44	0.32	0.75	0.47	0.41	NA	0.42	0.36	0.45	0.29	0.51	0.45	0.39	0.36	0.25	0.52
NM_174907|PPP4R2|chr3|+	chr3:73114547-73118342	73116295	0.39	0.44	0.40	0.28	0.26	0.37	0.36	0.38	0.19	0.43	0.27	0.20	NA	0.19	0.37	0.33	0.31	0.32	0.33	0.48	0.31	0.25	0.25	0.23	0.35	0.40	NA	0.25	0.24	0.19	0.20	0.38	0.45	0.46	0.22	0.35	NA	0.44	0.45	0.49	0.33	0.22	0.45	NA	0.50	0.34	0.33	0.45	0.35	0.51	0.25	0.40	0.25	0.35	0.26	0.39	0.37	0.30	NA	0.31	0.31	0.44	0.24	0.24	0.29	0.40	0.27	0.13	0.35
NR_003249|HNRPDL|chr4|-	chr4:83344342-83346036	83345872	0.33	0.20	0.24	0.19	0.12	0.22	0.26	0.25	0.16	0.28	0.27	0.15	0.20	0.14	0.30	0.18	0.42	0.26	0.15	0.23	0.30	0.33	0.18	0.15	0.35	0.41	0.31	0.16	0.17	0.14	0.14	0.19	0.44	0.26	0.24	0.19	0.38	0.35	0.32	0.39	0.11	0.15	0.36	0.51	0.29	0.23	0.12	0.24	0.35	0.27	0.17	0.26	0.19	0.35	0.15	0.19	0.22	0.20	0.28	0.26	0.19	0.26	0.14	0.26	0.27	0.20	0.25	0.09	0.19
NM_006315|PCGF3|chr4|+	chr4:759819-764687	760193	0.69	0.81	0.64	0.82	0.60	0.68	NA	0.78	0.62	0.79	0.65	0.44	NA	0.50	0.63	0.78	0.64	0.75	0.67	NA	0.59	0.59	0.81	0.43	0.68	NA	NA	0.74	0.80	0.65	0.80	0.63	0.85	0.67	0.44	0.87	NA	0.77	0.89	0.88	0.75	0.47	0.78	NA	0.70	0.70	0.68	0.81	0.76	0.65	0.71	0.71	0.75	0.82	NA	0.81	0.78	0.77	NA	0.70	0.84	0.70	0.82	0.62	0.53	0.73	0.73	0.40	0.71
NM_015196|KIAA0922|chr4|+	chr4:154557452-154558704	154557756	0.15	0.17	0.19	0.16	0.09	0.16	0.24	0.18	0.10	NA	NA	NA	NA	0.09	0.08	0.12	NA	0.14	0.10	NA	NA	0.12	0.19	NA	NA	NA	NA	0.13	0.08	0.13	0.12	0.20	0.21	0.24	0.11	NA	NA	NA	0.18	0.28	0.10	NA	0.16	NA	NA	NA	0.17	0.15	0.21	0.15	0.15	0.17	0.13	NA	NA	0.21	0.12	0.18	NA	NA	0.15	0.13	0.17	0.17	NA	NA	NA	0.07	0.16
NM_017423|GALNT7|chr4|+	chr4:174242730-174245155	174243000	0.87	0.93	0.95	0.93	0.87	0.88	0.89	0.94	0.91	0.95	0.82	0.65	NA	0.91	0.84	0.90	0.87	0.90	0.91	0.88	0.76	0.75	0.90	0.93	0.85	0.73	0.93	0.88	0.91	0.94	0.90	0.94	0.93	0.97	0.91	0.94	NA	0.72	0.88	0.94	0.97	0.83	0.78	NA	0.81	0.91	0.95	0.95	0.87	0.97	0.92	0.89	0.83	0.94	NA	0.97	0.94	0.92	NA	0.75	0.92	0.95	0.96	0.80	0.89	0.97	0.89	0.86	0.91
NM_145290|GPR125|chr4|-	chr4:22388760-22390570	22389322	NA	NA	1.00	NA	NA	0.90	NA	0.91	0.91	1.00	0.89	NA	NA	0.91	0.80	0.93	0.99	0.97	0.99	NA	NA	NA	0.86	NA	NA	NA	NA	0.95	0.99	NA	0.99	NA	NA	0.99	NA	0.99	NA	0.78	0.94	0.97	NA	NA	NA	NA	0.62	0.92	0.98	0.99	0.84	1.00	0.95	NA	0.77	0.89	NA	1.00	1.00	0.98	NA	NA	1.00	1.00	0.99	0.80	0.92	1.00	0.92	0.97	0.93
NM_015312|KIAA1109|chr4|+	chr4:123283185-123283904	123283394	0.58	0.84	0.81	0.82	0.88	0.76	0.46	0.83	0.54	0.89	0.60	NA	NA	0.45	NA	0.71	0.55	0.55	0.79	NA	0.46	0.30	0.77	0.70	0.56	0.49	NA	0.54	0.78	0.95	0.69	0.84	0.84	0.78	0.61	0.73	NA	0.46	0.71	0.66	0.84	NA	0.31	NA	0.64	0.80	0.76	0.78	0.71	0.78	0.89	0.77	0.69	0.71	NA	0.82	0.85	0.69	NA	0.46	0.90	0.85	0.64	0.56	0.73	0.93	0.72	0.60	0.58
NM_000584|IL8|chr4|+	chr4:74608165-74609406	74608786	0.53	NA	0.77	0.64	0.60	0.53	0.57	0.58	0.66	0.70	0.56	0.42	0.58	0.51	0.45	0.55	NA	0.62	NA	0.99	0.40	0.53	0.49	0.59	NA	NA	NA	0.48	0.60	0.75	0.72	0.58	NA	0.61	0.53	NA	NA	0.40	0.55	NA	0.75	0.54	0.57	NA	0.74	0.66	0.73	0.71	0.59	0.78	0.67	0.62	0.55	NA	NA	0.69	0.85	0.56	NA	NA	0.71	0.71	0.71	0.51	0.54	NA	0.51	0.52	0.53
NM_015187|SEL1L3|chr4|-	chr4:25749040-25750186	25749961	0.66	0.76	0.69	0.76	0.74	0.74	0.66	0.56	0.78	0.74	0.64	0.49	NA	0.65	0.61	0.65	0.72	0.69	0.68	NA	0.69	0.69	0.68	0.58	0.75	0.61	NA	0.63	0.59	0.67	0.54	0.60	0.74	0.79	0.70	0.68	NA	0.69	0.76	0.71	0.59	0.56	0.70	NA	0.72	0.68	0.72	0.71	0.70	0.79	0.59	0.71	0.57	0.63	0.61	0.83	0.77	0.59	NA	0.58	0.62	0.68	0.66	0.61	0.69	0.74	0.63	0.59	0.70
NM_001130716|PLAC8|chr4|-	chr4:84007925-84012124	84011918	0.07	0.14	0.13	0.11	0.08	0.21	0.12	0.12	NA	0.19	NA	NA	NA	NA	0.10	NA	NA	0.13	0.15	NA	NA	NA	0.28	0.04	0.28	0.19	0.42	NA	0.09	0.16	0.10	0.08	NA	0.27	0.08	0.22	0.38	0.12	0.17	0.30	NA	0.16	0.11	NA	0.05	NA	NA	0.18	0.23	0.09	0.14	0.24	0.22	NA	0.14	NA	0.17	0.28	NA	0.11	0.23	0.21	NA	0.28	NA	NA	0.13	NA	0.20
NM_020961|METTL14|chr4|+	chr4:119631152-119633507	119632466	0.06	NA	0.10	0.08	0.06	0.07	0.05	0.05	0.10	0.08	0.09	NA	NA	0.05	0.10	0.18	0.15	0.13	0.04	NA	NA	0.05	0.09	NA	0.11	NA	NA	0.06	0.10	0.09	0.08	0.12	0.09	0.08	0.08	0.08	NA	0.12	0.10	0.13	0.13	NA	0.07	NA	NA	0.09	0.10	0.04	0.10	0.13	0.07	0.15	0.10	0.09	NA	0.08	NA	0.08	NA	NA	0.10	0.11	0.10	0.11	0.18	0.07	NA	0.05	0.08
NM_020773|TBC1D14|chr4|+	chr4:7032053-7034845	7032259	0.90	0.91	0.91	0.88	NA	0.92	0.96	0.96	0.93	0.92	0.93	0.80	0.77	0.94	0.88	0.86	0.87	0.94	0.95	NA	0.73	0.91	0.89	0.86	0.89	NA	NA	0.95	0.85	0.92	0.87	0.91	0.97	0.94	0.90	0.98	NA	0.79	0.90	0.94	0.89	0.85	0.96	NA	0.65	0.92	0.96	1.00	0.86	0.94	0.95	0.80	0.88	0.91	0.94	0.93	0.93	0.85	NA	0.63	0.96	0.94	0.98	0.94	0.91	0.96	0.89	0.86	0.95
NM_152540|SCFD2|chr4|-	chr4:53738823-53740228	53740005	0.27	0.28	0.26	0.30	0.23	0.29	0.25	0.24	0.22	0.25	0.32	NA	NA	0.21	0.21	0.22	0.31	0.26	0.29	NA	NA	0.29	0.31	0.21	0.32	NA	NA	0.23	0.20	0.24	0.27	0.33	NA	0.29	0.23	0.29	NA	NA	0.38	0.42	0.28	NA	0.29	NA	NA	0.24	0.27	0.30	0.36	0.32	0.23	0.26	NA	0.32	NA	0.34	0.21	0.29	NA	NA	0.25	0.31	0.30	0.20	0.31	0.32	0.29	0.15	0.26
NM_003864|SAP30|chr4|+	chr4:174298355-174299589	174298506	0.06	0.10	0.08	0.08	0.06	0.08	NA	0.07	0.07	0.08	0.11	NA	NA	0.05	0.06	0.10	NA	0.05	0.09	NA	0.13	0.06	0.07	0.07	0.08	NA	NA	0.05	0.06	0.06	0.06	0.06	0.10	NA	0.05	0.09	NA	NA	0.06	0.07	NA	0.06	0.05	NA	0.10	NA	0.09	0.09	0.11	0.08	0.06	0.06	0.08	NA	NA	0.07	NA	0.09	NA	0.11	0.08	0.06	0.08	0.06	0.09	NA	NA	0.07	0.08
NM_012297|G3BP2|chr4|-	chr4:76567545-76570886	76570631	0.72	0.90	0.90	0.84	0.81	0.59	0.76	0.83	0.81	0.81	0.66	0.60	NA	0.63	0.71	0.62	0.70	0.79	0.77	NA	0.66	0.62	0.64	0.80	0.60	0.59	NA	0.74	0.85	0.89	0.86	0.83	0.86	0.81	0.66	0.84	NA	0.59	0.77	0.66	0.84	0.59	0.75	NA	0.89	0.67	0.88	0.88	0.73	0.90	0.80	0.78	0.69	0.79	0.75	0.91	0.93	0.71	NA	0.67	0.84	0.80	0.86	0.64	0.73	0.90	0.75	0.75	0.64
NM_025205|MED28|chr4|+	chr4:17625223-17632596	17627070	0.08	0.12	0.13	0.11	0.09	0.16	0.11	0.15	0.10	0.18	0.14	0.14	NA	0.10	0.13	0.18	0.20	0.11	0.12	NA	0.21	0.16	0.25	0.04	0.22	NA	NA	0.15	0.08	0.14	0.11	0.09	0.16	0.22	0.08	0.09	NA	0.33	0.26	0.28	0.16	NA	0.14	NA	0.12	0.12	0.10	0.14	0.12	0.10	0.16	0.19	0.25	0.19	0.10	0.11	0.09	0.24	NA	0.32	0.14	0.12	0.12	0.21	0.18	0.11	0.10	0.07	0.19
NM_018115|SDAD1|chr4|-	chr4:76870971-76871950	76871713	0.71	0.99	0.76	0.70	0.62	0.62	0.65	0.66	0.51	0.81	0.62	0.70	NA	0.61	0.69	0.64	0.63	0.71	0.82	NA	0.57	0.62	0.65	0.66	0.60	0.60	NA	0.70	0.75	0.77	0.64	0.67	0.73	0.82	0.62	0.78	NA	0.53	0.68	0.75	0.66	0.54	0.77	NA	0.77	0.75	0.80	0.88	0.58	0.84	0.73	0.64	0.72	0.69	0.69	0.66	0.90	0.68	NA	0.58	0.64	0.82	0.75	0.73	0.66	0.90	0.82	0.67	0.66
NM_018126|TMEM33|chr4|+	chr4:41956086-41963166	41956460	0.31	0.36	0.32	0.49	0.25	0.44	0.25	0.36	0.34	0.39	0.46	0.36	0.49	0.35	0.40	0.53	0.38	0.39	0.51	0.60	0.32	0.32	0.48	0.25	0.39	0.36	0.53	0.28	0.31	0.24	0.41	0.30	0.37	0.45	0.43	0.33	0.55	0.43	0.48	0.47	0.28	0.28	0.37	0.56	0.39	0.40	0.47	0.40	0.43	0.52	0.34	0.44	0.37	0.35	0.31	0.47	0.32	0.43	0.48	0.43	0.41	0.45	0.46	0.35	0.39	0.38	0.40	0.45	0.38
NM_001040060|SPP1|chr4|+	chr4:88903643-88904563	88904036	0.52	0.87	0.85	0.77	0.59	0.52	0.74	0.52	0.59	0.88	0.51	0.38	0.77	0.51	0.55	0.60	0.65	0.73	0.68	0.99	0.38	0.34	0.56	0.58	NA	NA	NA	0.52	0.82	0.84	0.85	0.65	0.75	0.82	0.60	0.94	1.00	0.41	0.59	0.46	0.68	0.62	0.38	1.00	0.48	0.66	0.83	0.71	0.50	0.85	0.74	0.66	0.55	0.51	0.55	0.91	0.98	0.67	1.00	0.40	0.82	0.75	0.74	0.46	0.68	0.95	0.46	0.65	0.58
NM_001154|ANXA5|chr4|-	chr4:122589149-122589682	122589456	0.65	0.83	0.80	0.76	0.71	0.63	0.65	0.69	0.68	0.70	0.65	0.58	0.91	0.64	0.62	0.68	0.66	0.69	0.69	1.00	0.57	0.53	0.61	0.68	0.66	0.61	1.00	0.63	0.69	0.82	0.76	0.75	0.78	0.73	0.63	0.78	1.00	0.55	0.72	0.68	0.77	0.64	0.54	0.95	0.66	0.72	0.79	0.74	0.61	0.78	0.70	0.69	0.69	0.66	0.66	0.77	0.85	0.70	1.00	0.54	0.76	0.70	0.76	0.62	0.74	0.81	0.62	0.71	0.66
NM_007080|LSM6|chr4|+	chr4:147110773-147111482	147110938	0.16	0.19	0.27	0.23	0.16	0.13	0.12	0.23	0.16	0.23	0.19	0.30	NA	0.16	0.18	0.16	0.17	0.19	0.20	NA	0.27	0.08	0.16	0.18	0.23	0.20	NA	0.15	0.20	0.26	0.21	0.24	0.19	0.24	0.19	0.22	NA	0.27	0.26	0.17	0.20	0.19	0.11	NA	NA	0.23	0.24	0.27	0.17	0.20	0.28	0.18	0.17	0.20	0.24	0.23	0.35	0.25	NA	NA	0.22	0.20	0.20	0.16	0.16	0.25	0.13	0.18	0.16
NM_020859|SHROOM3|chr4|+	chr4:77699961-77704689	77700794	0.31	0.16	0.25	0.25	0.37	0.32	0.30	0.28	0.24	0.37	0.34	NA	NA	0.31	0.36	0.41	0.39	0.33	0.23	NA	0.36	0.29	0.33	0.37	0.35	0.37	NA	0.25	0.29	0.14	0.20	0.43	0.24	0.42	0.32	0.27	NA	0.48	0.40	0.36	0.17	0.42	NA	NA	NA	0.28	0.19	0.23	0.53	0.42	0.22	0.27	0.40	0.30	0.20	0.27	0.14	0.36	NA	0.40	0.26	0.34	0.26	0.29	0.41	0.28	0.52	0.30	0.46
NM_018243|SEPT11|chr4|+	chr4:77955649-77961633	77959741	0.03	0.20	0.04	0.08	0.06	0.06	0.06	0.05	0.06	0.08	0.05	0.02	0.05	0.04	0.03	0.08	0.05	0.05	0.06	0.11	0.04	0.06	0.06	0.05	0.04	0.03	0.13	0.09	0.05	0.09	0.04	0.02	0.11	0.06	0.03	0.12	NA	0.05	0.05	0.06	NA	0.03	0.03	0.08	0.03	0.05	0.08	0.06	0.08	0.07	0.13	0.04	0.04	0.03	NA	0.08	0.19	0.04	0.06	0.02	0.07	0.07	0.04	0.04	0.04	NA	0.07	0.02	0.05
NM_174921|C4orf34|chr4|-	chr4:39548376-39553778	39553131	0.50	0.42	0.53	0.56	0.43	0.56	0.55	0.56	0.40	0.62	0.58	0.38	0.33	0.38	0.56	0.67	0.47	0.58	0.69	NA	0.40	0.56	0.64	0.30	0.72	0.58	0.48	0.50	0.52	0.37	0.37	0.45	0.59	0.66	0.35	0.55	0.49	0.59	0.72	0.79	0.56	0.51	0.58	0.51	0.51	0.55	0.53	0.60	0.62	0.45	0.55	0.66	0.59	0.66	0.53	0.46	0.57	0.51	0.47	0.50	0.54	0.59	0.47	0.51	0.48	0.60	0.56	0.22	0.65
NM_021927|GUF1|chr4|+	chr4:44700560-44702807	44700743	NA	NA	0.93	0.81	0.83	0.89	0.93	0.86	0.82	0.94	0.83	NA	NA	0.66	0.87	0.61	0.73	0.86	0.93	NA	0.43	0.74	0.79	0.70	0.84	NA	NA	0.90	0.86	0.85	0.87	NA	NA	0.90	0.85	0.96	NA	0.63	0.80	0.86	0.76	NA	0.79	NA	NA	0.83	0.81	NA	0.83	0.92	NA	0.98	NA	0.96	NA	0.91	0.79	0.91	NA	NA	0.83	0.96	0.79	0.82	0.87	NA	0.92	0.58	0.84
NM_138385|TMEM129|chr4|-	chr4:1714031-1719155	1717772	0.01	0.05	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.01	0.01	0.02	NA	0.02	0.02	0.02	0.01	0.02	0.05	NA	0.02	0.02	0.05	0.01	0.01	NA	NA	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.01	0.02	NA	0.02	0.02	0.01	0.03	0.01	0.03	NA	NA	0.01	0.03	0.01	0.01	0.03	0.01	0.02	0.03	0.01	NA	0.03	0.04	0.02	NA	NA	0.02	0.02	0.03	0.02	0.01	0.02	0.01	0.03	0.02
NM_002138|HNRNPD|chr4|-	chr4:83274374-83275307	83275044	0.08	0.07	0.06	0.08	0.05	0.06	0.06	0.08	0.05	0.09	0.09	0.04	0.07	0.05	0.08	0.06	0.10	0.06	0.05	0.10	0.07	0.06	0.07	0.07	0.07	0.07	0.17	0.05	0.07	0.06	0.05	0.08	0.09	0.07	0.11	0.07	0.21	0.11	0.11	0.10	0.05	0.06	0.08	0.10	0.12	0.08	0.07	0.08	0.08	0.11	0.08	0.06	0.07	0.09	0.03	0.06	0.06	0.08	0.15	0.08	0.07	0.09	0.06	0.07	0.09	0.07	0.08	0.03	0.08
NM_006947|SRP72|chr4|+	chr4:57367849-57369851	57368538	0.63	0.95	0.76	0.59	0.62	0.53	0.59	0.67	0.58	0.63	0.51	0.50	NA	0.49	0.56	0.51	0.55	0.58	0.62	NA	0.54	0.48	0.55	0.61	0.46	0.53	NA	0.58	0.60	0.77	0.72	0.68	0.69	0.70	0.58	0.69	NA	0.60	0.53	0.59	0.73	0.55	0.54	0.80	0.85	0.52	0.70	0.72	0.53	0.72	0.60	0.61	0.53	0.66	0.70	0.72	0.83	0.68	NA	0.63	0.71	0.64	0.69	0.56	0.51	0.58	0.58	0.55	0.57
NM_021204|ENOPH1|chr4|+	chr4:83381133-83382401	83381318	0.81	0.97	0.98	0.91	0.89	0.80	0.84	0.77	0.88	0.92	0.81	0.74	NA	0.79	0.77	0.82	0.75	0.90	0.85	NA	0.69	0.70	0.78	0.90	0.71	0.75	NA	0.77	0.72	1.00	0.94	0.92	0.91	0.95	0.70	0.92	NA	0.71	0.86	0.80	1.00	0.68	0.74	NA	0.97	0.87	0.99	0.93	0.75	1.00	0.84	0.87	0.71	0.87	0.80	0.93	0.98	0.89	NA	0.71	0.89	0.90	0.89	0.74	0.83	1.00	0.89	0.86	0.81
NM_002416|CXCL9|chr4|-	chr4:76922619-76924852	76924702	NA	NA	0.93	0.86	NA	0.73	NA	0.90	0.89	NA	NA	0.72	0.65	0.84	0.90	0.86	NA	0.85	NA	NA	NA	0.87	0.85	0.86	NA	NA	NA	0.90	0.86	0.92	NA	0.87	0.94	NA	0.82	NA	NA	NA	0.84	NA	0.92	0.91	NA	NA	NA	0.84	0.84	0.92	0.89	0.89	NA	0.90	0.89	NA	0.89	0.85	NA	0.91	0.77	0.58	0.90	0.84	0.91	0.91	0.83	NA	0.79	0.80	NA
NM_006835|CCNI|chr4|-	chr4:77968110-77969815	77969391	0.76	0.98	0.97	0.92	0.89	0.80	0.78	0.80	0.86	0.89	0.76	0.62	0.98	0.69	0.79	0.82	0.75	0.86	0.86	1.00	0.65	0.62	0.79	0.78	0.71	0.69	1.00	0.75	0.89	0.96	0.96	0.83	0.90	0.95	0.70	0.96	1.00	0.68	0.85	0.80	0.98	0.69	0.67	1.00	0.81	0.81	0.98	0.95	0.77	0.98	0.89	0.89	0.77	0.94	0.88	0.98	0.98	0.85	1.00	0.62	0.95	0.90	0.94	0.67	0.80	0.97	0.71	0.83	0.75
NM_016129|COPS4|chr4|+	chr4:83996449-83996968	83996664	0.71	0.73	0.77	0.75	0.65	0.63	0.68	0.66	0.67	0.72	0.69	0.62	NA	0.68	0.71	0.72	0.69	0.66	0.71	NA	0.58	0.61	0.71	0.70	0.68	0.58	NA	0.69	0.73	0.78	0.71	0.77	0.75	0.79	0.69	0.70	NA	0.58	0.75	0.68	0.81	0.72	0.59	NA	0.51	0.70	0.79	0.69	0.58	0.77	0.73	0.60	0.67	0.68	0.67	0.74	0.89	0.73	NA	0.58	0.70	0.76	0.69	0.67	0.71	0.81	0.72	0.66	0.73
NM_024574|NDNF|chr4|-	chr4:121950469-121958812	121954539	0.24	0.58	0.58	0.17	0.34	0.22	0.78	0.25	NA	NA	0.24	NA	NA	NA	0.30	NA	0.17	0.37	NA	NA	NA	0.16	0.34	NA	0.42	0.37	0.71	0.18	NA	0.38	NA	0.30	0.38	0.41	NA	0.58	NA	0.29	0.35	0.27	0.38	0.25	0.21	NA	0.16	0.36	NA	0.36	0.35	NA	0.23	0.27	0.30	0.52	NA	NA	0.42	0.21	NA	0.19	0.25	0.20	0.32	0.21	0.27	0.54	0.25	0.24	0.37
NM_001358|DHX15|chr4|-	chr4:24528334-24529664	24529320	0.11	0.16	0.12	0.12	0.10	0.10	0.10	0.11	0.09	0.12	0.10	0.12	0.18	0.10	0.10	0.10	0.10	0.09	0.10	0.28	0.11	0.07	0.08	0.10	0.11	0.11	0.29	0.11	0.09	0.14	0.12	0.14	0.11	0.13	0.10	0.12	0.31	0.12	0.11	0.11	0.14	0.11	0.07	NA	0.09	0.09	0.14	0.14	0.07	0.13	0.13	0.10	0.12	0.10	0.13	0.13	0.17	0.11	0.41	0.14	0.14	0.14	0.13	0.10	0.12	0.19	0.09	0.11	0.12
NM_001168254|OCIAD1|chr4|+	chr4:48862741-48863292	48862900	0.61	0.77	0.74	0.69	0.64	0.58	0.63	0.64	0.67	0.69	0.55	0.62	0.82	0.59	0.61	0.68	0.64	0.67	0.68	0.98	0.54	0.55	0.53	0.66	0.59	0.61	0.96	0.61	0.69	0.79	0.81	0.70	0.72	0.71	0.59	0.58	0.92	0.63	0.64	0.67	0.79	0.64	0.64	1.00	0.76	0.66	0.73	0.71	0.61	0.77	0.69	0.58	0.65	0.60	0.59	0.76	0.90	0.64	1.00	0.55	0.76	0.66	0.72	0.59	0.63	0.81	0.63	0.62	0.57
NM_001037442|RUFY3|chr4|+	chr4:71672232-71674465	71672414	0.30	0.52	0.67	0.76	0.48	0.56	0.60	0.53	0.57	0.71	0.57	NA	NA	0.53	0.56	0.62	0.52	0.56	0.57	NA	0.46	0.45	0.57	0.56	0.61	NA	NA	0.62	0.48	0.65	0.48	0.50	0.75	NA	0.57	0.67	NA	0.61	0.70	0.54	0.55	NA	0.58	NA	0.59	0.51	0.63	0.60	0.50	0.75	0.51	0.44	0.67	0.51	NA	0.51	0.51	0.52	NA	0.50	0.51	0.53	0.76	0.52	0.72	0.87	0.58	0.56	0.54
