event_id	loci	Proximal_Site	TCGA-E9-A1RC-01A-11R-A157-07	TCGA-BH-A18N-01A-11R-A12D-07	TCGA-E9-A1R7-01A-11R-A14M-07	TCGA-GI-A2C9-01A-11R-A21T-07	TCGA-BH-A0AZ-01A-21R-A12P-07	TCGA-BH-A0DH-01A-11R-A084-07	TCGA-BH-A0B8-01A-21R-A056-07	TCGA-BH-A1EV-01A-11R-A137-07	TCGA-E9-A1RH-01A-21R-A169-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-BH-A0BM-01A-11R-A056-07	TCGA-E2-A1L7-01A-11R-A144-07	TCGA-BH-A0BV-01A-11R-A00Z-07	TCGA-BH-A18S-01A-11R-A12D-07	TCGA-BH-A0DP-01A-21R-A056-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-BH-A0H9-01A-11R-A056-07	TCGA-BH-A18P-01A-11R-A12D-07	TCGA-BH-A18U-01A-21R-A12D-07	TCGA-BH-A0BT-01A-11R-A12P-07	TCGA-BH-A0E1-01A-11R-A056-07	TCGA-AC-A23H-01A-11R-A157-07	TCGA-BH-A209-01A-11R-A157-07	TCGA-BH-A0DK-01A-21R-A056-07	TCGA-E9-A1RF-01A-11R-A157-07	TCGA-BH-A203-01A-12R-A169-07	TCGA-BH-A18L-01A-32R-A12D-07	TCGA-A7-A0DC-01A-11R-A00Z-07	TCGA-A7-A0DC-01B-04R-A22O-07	TCGA-AC-A2FF-01A-11R-A17B-07	TCGA-BH-A0AY-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-E2-A153-01A-12R-A12D-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-BH-A0E0-01A-11R-A056-07	TCGA-BH-A0DT-01A-21R-A12D-07	TCGA-BH-A18R-01A-11R-A12D-07	TCGA-E9-A1N9-01A-11R-A14D-07	TCGA-E2-A15I-01A-21R-A137-07	TCGA-AC-A2FB-01A-11R-A17B-07	TCGA-BH-A0BQ-01A-21R-A115-07	TCGA-BH-A0B7-01A-12R-A115-07	TCGA-BH-A0C3-01A-21R-A12P-07	TCGA-BH-A18Q-01A-12R-A12D-07	TCGA-E9-A1N6-01A-11R-A144-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-E2-A1LB-01A-11R-A144-07	TCGA-A7-A0DB-01A-11R-A277-07	TCGA-A7-A0DB-01A-11R-A00Z-07	TCGA-A7-A0DB-01C-02R-A277-07	TCGA-BH-A1F2-01A-31R-A13Q-07	TCGA-A7-A13G-01B-04R-A22O-07	TCGA-A7-A13G-01A-11R-A13Q-07	TCGA-BH-A0B5-01A-11R-A12P-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-BH-A1EN-01A-11R-A13Q-07	TCGA-BH-A18M-01A-11R-A12D-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-BH-A0HA-01A-11R-A12P-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-BH-A204-01A-11R-A157-07	TCGA-BH-A1FU-01A-11R-A14D-07	TCGA-A7-A0CE-01A-11R-A00Z-07	TCGA-E2-A15M-01A-11R-A12D-07	TCGA-E9-A1RD-01A-11R-A157-07	TCGA-BH-A0BJ-01A-11R-A056-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-BH-A0C0-01A-21R-A056-07	TCGA-BH-A18K-01A-11R-A12D-07	TCGA-E9-A1ND-01A-11R-A144-07	TCGA-BH-A0BC-01A-22R-A084-07	TCGA-BH-A1EU-01A-11R-A137-07	TCGA-A7-A0CH-01A-21R-A00Z-07	TCGA-E9-A1RB-01A-11R-A157-07	TCGA-BH-A208-01A-11R-A157-07	TCGA-BH-A0H5-01A-21R-A115-07	TCGA-BH-A0HK-01A-11R-A056-07	TCGA-E2-A1LS-01A-12R-A157-07	TCGA-E2-A1BC-01A-11R-A12P-07	TCGA-A7-A0D9-01A-31R-A056-07	TCGA-BH-A0DO-01B-11R-A12D-07	TCGA-BH-A0H7-01A-13R-A056-07	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13E-01A-11R-A277-07	TCGA-A7-A13E-01B-06R-A277-07	TCGA-A7-A13E-01A-11R-A12P-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E9-A1RI-01A-11R-A169-07	TCGA-E2-A15K-01A-11R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-E9-A1NF-01A-11R-A14D-07	TCGA-E2-A1IG-01A-11R-A144-07	TCGA-E2-A158-01A-11R-A12D-07	TCGA-BH-A0AU-01A-11R-A12P-07	TCGA-BH-A1FN-01A-11R-A13Q-07	TCGA-BH-A0DQ-01A-11R-A084-07	TCGA-BH-A0DV-01A-21R-A12P-07	TCGA-E9-A1N5-01A-11R-A14D-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-E9-A1NG-01A-21R-A14M-07	TCGA-BH-A1EO-01A-11R-A137-07	TCGA-E9-A1N4-01A-11R-A14M-07	TCGA-BH-A1FB-01A-11R-A13Q-07	TCGA-GI-A2C8-01A-11R-A16F-07
NM_198595|AFAP1|chr4|-	chr4:7759591-7765518	7765092	0.91	NA	0.90	0.92	0.96	0.88	0.88	0.87	0.64	0.83	NA	0.88	0.85	NA	0.95	0.92	0.94	0.89	0.91	0.84	0.91	0.89	NA	0.92	0.90	NA	0.77	NA	NA	0.91	0.92	0.85	0.98	0.92	0.89	0.91	NA	0.91	0.95	0.93	0.92	0.94	0.80	0.95	0.88	0.91	0.90	0.73	0.94	NA	0.89	NA	NA	0.91	0.76	0.89	0.89	0.92	NA	0.86	0.91	0.92	0.90	0.86	0.92	0.95	0.87	0.74	0.90	0.90	0.95	0.88	0.91	0.92	0.90	0.93	0.90	NA	0.85	0.89	0.87	0.93	0.94	0.66	NA	0.84	0.84	0.95	0.95	0.96	0.91	0.93	0.91	0.90	0.96	0.93	0.93	0.87	0.87	0.85	0.88	0.93	0.89	0.94	0.90
NM_001873|CPE|chr4|+	chr4:166418663-166419468	166418813	0.53	0.69	0.69	0.78	0.61	0.64	0.33	0.69	0.77	0.64	0.76	0.74	0.43	0.69	0.85	0.69	0.97	0.62	0.79	0.77	0.44	0.62	0.56	0.42	0.72	0.75	0.62	0.56	NA	0.71	0.54	0.69	0.77	0.74	0.73	0.72	0.67	0.60	0.82	0.76	0.70	0.70	0.64	0.61	0.67	0.81	0.66	0.69	0.98	NA	0.91	NA	0.65	0.66	0.69	0.71	0.72	0.64	0.70	0.81	0.53	0.59	0.51	0.70	0.63	0.63	0.69	0.99	0.76	0.68	0.86	0.82	0.79	0.63	0.59	0.69	0.64	0.69	0.77	0.44	0.80	0.64	0.67	0.67	NA	0.69	0.93	0.81	0.74	0.60	0.67	0.59	0.74	0.63	0.76	0.67	0.67	0.64	0.64	0.95	0.67	0.86	0.70	0.68	0.70
NM_001166055|EDNRA|chr4|+	chr4:148463629-148466139	148463941	0.64	0.70	0.75	NA	0.56	NA	0.45	0.71	0.72	0.72	0.88	0.82	0.48	NA	0.90	0.76	0.80	0.76	0.70	0.92	0.60	0.61	0.65	0.45	0.73	0.73	NA	NA	NA	0.72	0.60	NA	0.76	0.78	0.67	0.74	0.76	0.73	0.84	0.64	0.70	0.64	0.59	0.64	0.75	0.79	0.78	0.83	0.91	0.91	0.86	0.24	0.63	0.60	0.63	0.71	0.66	0.68	0.89	NA	0.62	0.71	0.71	0.81	0.66	0.68	NA	0.79	0.83	0.76	0.87	0.78	0.91	0.77	0.60	NA	0.50	0.65	0.87	0.53	0.74	0.65	0.72	NA	NA	0.63	0.85	0.83	0.77	0.60	0.76	0.67	NA	0.67	0.86	0.84	0.64	0.58	0.69	NA	0.71	0.81	0.69	0.69	0.65
NM_001328|CTBP1|chr4|-	chr4:1204407-1206211	1205242	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	NA	0.01	NA	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.01	NA	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.00
NM_020139|BDH2|chr4|-	chr4:103999404-104000912	104000741	0.12	0.22	0.24	0.18	0.16	0.09	0.29	0.14	NA	0.08	0.19	0.13	0.21	0.16	0.16	0.13	0.28	0.19	0.18	0.08	0.24	0.10	0.10	0.23	0.10	0.11	0.24	0.28	NA	0.18	0.10	0.13	0.14	0.22	0.07	0.19	0.21	0.16	0.16	0.15	0.16	0.18	0.15	0.25	0.15	0.10	0.12	0.21	0.12	NA	0.19	NA	0.19	0.18	0.10	NA	0.14	0.18	0.09	0.09	0.21	0.14	0.19	0.16	0.12	0.19	0.21	0.18	0.09	0.07	0.13	0.22	0.16	0.11	0.16	0.18	0.39	0.19	0.16	NA	0.16	0.16	0.19	0.08	NA	0.07	0.13	0.16	0.17	0.10	0.09	0.17	0.18	0.25	0.10	0.19	0.15	0.17	0.19	0.11	0.13	0.20	0.17	0.19	0.15
NM_024511|HAUS3|chr4|-	chr4:2230959-2233887	2233701	0.28	0.29	0.19	0.19	NA	0.16	NA	0.24	0.17	0.19	0.15	0.20	0.25	0.18	0.18	0.21	0.24	0.21	0.14	0.14	NA	0.22	0.17	NA	0.22	NA	0.25	0.26	NA	NA	NA	0.15	0.22	0.21	0.19	0.24	0.17	0.18	0.22	0.28	NA	NA	0.23	NA	0.14	0.19	NA	NA	0.16	NA	0.20	NA	NA	0.29	0.17	NA	0.18	0.21	0.17	0.12	0.36	0.19	0.18	0.15	0.24	0.19	0.19	0.15	0.10	0.12	0.18	0.29	0.20	0.19	0.24	0.22	0.19	NA	0.21	0.33	0.22	NA	0.15	NA	NA	0.18	0.10	0.19	0.25	0.17	0.16	0.19	0.21	0.29	0.14	0.22	NA	0.27	0.27	0.15	NA	0.30	0.18	0.30	NA
NM_145290|GPR125|chr4|-	chr4:22388920-22390570	22390407	1.00	1.00	NA	1.00	1.00	1.00	0.98	1.00	NA	1.00	NA	1.00	0.98	1.00	0.99	NA	1.00	0.95	0.99	1.00	1.00	0.97	1.00	0.96	0.99	NA	NA	1.00	NA	0.99	0.97	1.00	NA	NA	0.99	0.98	0.99	1.00	0.99	NA	1.00	0.98	0.98	1.00	1.00	0.99	NA	NA	1.00	NA	0.96	NA	NA	1.00	1.00	0.98	1.00	1.00	NA	1.00	1.00	0.97	1.00	0.99	1.00	1.00	0.98	NA	1.00	0.99	NA	1.00	1.00	1.00	0.97	NA	0.99	1.00	0.99	0.99	0.99	1.00	NA	1.00	NA	1.00	0.98	1.00	NA	1.00	NA	0.99	1.00	0.98	1.00	NA	0.98	1.00	0.93	1.00	0.99	1.00	NA	1.00	NA
NM_001130679|EIF4E|chr4|-	chr4:99799921-99802293	99801415	0.28	0.37	0.40	0.43	0.47	0.43	0.39	0.33	0.32	0.30	0.62	0.45	0.38	0.34	0.35	0.41	0.44	0.30	0.34	0.66	0.36	0.21	0.29	0.50	0.42	0.35	0.36	0.60	NA	0.33	0.35	0.42	0.50	0.46	0.38	0.37	0.38	0.38	0.47	0.34	0.32	0.27	0.31	0.39	0.39	0.39	0.23	0.31	0.49	NA	0.41	NA	0.28	0.42	0.26	0.33	0.35	0.27	0.81	0.34	0.34	0.19	0.32	0.40	0.31	0.28	0.21	0.38	0.61	0.40	0.41	0.41	0.41	0.27	0.37	0.34	0.46	0.77	0.42	0.36	0.39	0.37	0.32	0.24	NA	0.30	0.45	0.51	0.52	0.29	0.53	0.44	0.44	0.25	0.26	0.47	0.34	0.28	0.41	0.94	0.35	0.39	0.31	0.36	0.36
NM_001008388|CISD2|chr4|+	chr4:103808497-103810103	103809582	0.55	0.57	0.46	0.32	0.70	0.47	0.66	0.51	0.24	0.45	0.75	0.54	0.68	0.64	0.49	0.63	0.40	0.45	0.39	0.68	0.70	0.49	0.46	0.82	0.67	0.39	0.47	0.90	NA	0.40	0.76	0.47	0.64	0.37	0.99	0.61	0.47	0.60	0.35	0.46	0.87	0.55	0.31	0.52	0.42	0.57	0.61	0.57	0.60	NA	0.41	NA	0.49	0.61	0.36	0.53	0.45	0.38	0.76	0.62	0.48	0.43	0.91	0.56	0.71	0.63	0.38	0.47	0.54	0.45	0.47	0.41	0.58	0.53	0.81	0.52	0.51	0.81	0.47	0.71	0.55	0.62	0.48	0.51	0.35	0.43	0.55	0.45	0.60	0.52	0.73	0.68	0.70	0.57	0.26	0.61	0.79	0.67	0.43	0.65	0.60	0.36	0.35	0.38	0.36
NM_005429|VEGFC|chr4|-	chr4:177604605-177605194	177604923	NA	0.62	NA	0.75	0.59	NA	0.52	0.58	0.56	0.54	0.69	0.63	NA	0.67	0.73	0.55	NA	0.54	0.47	0.71	NA	0.61	NA	0.63	0.64	0.59	NA	NA	NA	0.63	0.84	NA	0.66	0.66	0.53	0.68	NA	0.54	0.71	0.52	0.65	0.48	0.58	NA	0.65	0.64	0.63	NA	0.78	NA	0.81	NA	NA	0.65	NA	0.58	0.58	NA	0.60	NA	0.50	0.65	NA	0.71	0.55	0.56	NA	0.58	0.69	NA	0.53	0.78	NA	0.70	0.63	0.55	0.89	NA	0.62	NA	0.63	0.63	0.64	NA	NA	NA	0.95	0.61	NA	0.56	0.64	0.60	NA	0.61	0.60	0.60	0.65	0.45	0.58	0.91	0.67	0.72	0.71	0.57	0.69
NM_199327|SPRY1|chr4|+	chr4:124322691-124325530	124324632	0.20	0.24	0.25	NA	0.29	0.54	0.14	0.34	NA	NA	0.77	0.46	0.28	0.35	0.41	0.40	0.59	0.28	0.46	0.76	0.26	0.22	0.33	0.24	0.37	0.49	0.30	0.37	NA	0.28	0.30	NA	0.47	0.39	0.53	0.48	0.35	0.22	0.50	0.32	0.43	0.28	0.35	0.40	0.43	0.57	0.33	0.51	0.75	NA	0.68	NA	NA	0.27	0.32	0.29	0.28	0.27	0.50	0.40	0.26	0.19	0.26	0.30	0.25	0.27	0.36	0.77	0.69	0.69	0.68	0.41	0.71	0.37	0.31	0.37	0.35	NA	0.50	0.22	0.42	0.32	0.54	NA	NA	0.39	0.85	0.58	0.52	0.34	0.29	0.30	0.36	0.33	NA	0.43	0.35	0.21	0.43	NA	0.35	0.42	0.26	0.31	0.26
NM_153365|TAPT1|chr4|-	chr4:16162909-16165160	16164382	0.42	0.51	0.44	0.60	0.41	0.56	0.45	0.56	0.58	NA	0.56	0.57	0.45	0.41	0.53	0.60	0.61	0.46	0.40	0.64	0.29	0.49	0.47	0.49	0.51	0.53	0.59	0.66	NA	0.54	0.57	0.45	0.57	0.57	0.61	0.44	0.53	0.62	0.60	0.49	0.49	0.59	0.44	0.59	0.64	0.53	0.51	0.31	0.50	NA	0.52	NA	0.40	0.43	NA	0.52	0.46	0.49	0.53	0.61	0.44	0.59	0.48	0.49	0.39	0.55	0.49	0.56	0.55	0.58	0.49	0.51	0.70	0.43	0.51	0.60	0.43	0.34	0.62	0.38	0.45	0.44	0.52	NA	NA	0.42	1.00	0.62	0.56	0.35	0.55	0.55	0.62	0.51	0.38	0.67	0.49	0.57	0.56	0.47	0.56	0.47	0.53	0.61	0.41
NM_020840|FNIP2|chr4|+	chr4:159825617-159829214	159826445	0.69	NA	0.79	0.92	0.86	0.96	0.71	0.94	0.86	0.82	NA	NA	NA	NA	0.93	NA	0.96	0.82	0.87	NA	NA	0.81	NA	NA	NA	NA	0.83	0.81	NA	0.87	NA	NA	0.96	0.90	NA	0.94	NA	0.86	0.90	0.86	0.94	0.91	0.88	0.91	NA	NA	0.93	0.57	0.90	NA	1.00	NA	NA	0.82	0.84	NA	NA	NA	NA	NA	0.76	0.86	NA	0.91	NA	NA	0.81	0.99	NA	NA	NA	0.86	NA	NA	0.87	NA	0.97	NA	NA	0.88	0.91	0.88	NA	0.61	NA	0.89	NA	NA	NA	0.80	0.93	NA	NA	NA	0.99	0.97	0.84	NA	0.87	NA	0.88	0.98	0.80	0.78	0.89
NM_001243372|CLCN3|chr4|+	chr4:170641057-170644357	170642077	0.53	0.73	0.70	0.72	0.74	0.67	0.53	0.64	0.60	0.58	0.90	0.71	0.52	0.77	0.62	0.74	0.69	0.65	0.64	0.62	0.57	0.74	0.61	0.67	0.80	0.72	0.64	0.80	NA	0.71	0.58	0.61	0.70	0.66	0.46	0.66	0.64	0.69	0.74	0.67	0.61	0.62	0.51	0.59	0.58	0.57	0.72	0.69	0.62	NA	0.89	NA	0.58	0.63	0.44	0.67	0.57	0.69	0.84	0.56	0.79	0.53	0.47	0.64	0.76	0.64	0.58	0.61	0.69	0.46	0.79	0.66	0.66	0.49	0.64	0.76	0.81	0.88	0.73	0.78	0.76	0.78	0.69	0.64	NA	0.51	0.83	0.76	0.67	0.58	0.70	0.81	0.70	0.62	0.53	0.68	0.65	0.55	0.60	0.70	0.60	0.80	0.62	0.68	0.76
NM_017918|CCDC109B|chr4|+	chr4:110608670-110609618	110608820	0.28	0.32	NA	0.14	0.32	0.18	0.42	0.27	0.22	0.25	0.17	0.18	0.23	0.28	0.23	0.22	0.24	0.30	0.26	0.22	0.20	0.27	0.32	0.37	0.15	0.25	0.29	0.33	NA	0.31	0.21	0.33	0.16	0.37	0.21	0.19	0.43	0.17	0.29	0.22	0.20	0.27	0.28	0.22	0.21	0.29	0.26	0.34	0.19	NA	0.30	NA	0.28	0.28	0.15	0.30	0.31	0.24	0.16	0.12	NA	0.23	0.30	0.24	0.32	0.20	0.21	0.17	0.16	0.16	0.30	0.25	0.19	0.23	0.24	0.21	0.44	0.15	0.30	0.32	0.25	0.17	0.17	0.15	0.39	0.16	0.22	0.28	0.21	0.29	0.30	0.17	0.35	0.20	0.16	0.23	0.21	0.31	0.38	0.09	0.23	0.32	0.24	0.28	0.23
NM_001253912|TBC1D1|chr4|+	chr4:38138755-38140783	38139184	0.14	0.20	NA	0.14	0.24	0.14	0.22	0.23	0.14	0.17	0.23	0.15	0.18	0.19	0.19	0.21	0.20	0.26	0.24	0.13	0.19	0.21	0.21	0.15	0.17	0.20	0.23	0.18	NA	0.37	0.15	0.09	0.22	0.22	0.09	0.28	0.19	0.29	0.26	0.25	0.10	0.17	0.32	0.31	0.18	0.15	0.12	0.18	0.14	NA	0.52	NA	0.15	0.24	0.18	0.26	0.25	0.32	0.20	0.09	0.47	0.20	0.19	0.28	0.21	0.20	0.15	0.20	0.19	0.10	0.09	0.32	0.19	0.21	0.31	0.19	0.26	0.44	0.23	0.30	0.21	0.14	0.20	0.11	NA	0.10	0.38	0.32	0.15	0.20	0.16	0.25	0.19	0.34	0.20	0.22	0.28	0.18	0.22	0.08	0.18	0.30	0.25	0.35	0.21
NM_003704|FAM193A|chr4|+	chr4:2733501-2734311	2733651	0.92	0.93	NA	0.86	1.00	0.86	0.80	1.00	NA	0.99	0.88	0.95	0.94	0.86	0.94	0.97	0.91	0.95	0.93	0.99	0.71	0.94	0.75	0.94	0.95	0.92	0.94	0.82	NA	0.95	0.84	1.00	0.96	1.00	1.00	0.97	0.92	0.95	0.89	0.92	0.97	0.86	0.93	0.93	1.00	0.89	1.00	NA	0.94	NA	0.85	NA	0.96	0.96	0.95	0.93	1.00	0.92	0.99	0.88	0.81	1.00	0.93	0.71	0.89	0.88	0.89	1.00	0.97	1.00	0.92	0.79	0.93	0.83	0.94	1.00	1.00	0.86	0.68	0.87	0.93	0.99	1.00	NA	NA	0.94	0.93	0.89	0.98	1.00	0.90	1.00	0.99	1.00	0.98	1.00	0.86	0.91	0.93	1.00	0.90	0.93	0.94	0.88	0.93
NM_019050|USP53|chr4|+	chr4:120213492-120216623	120215394	0.27	0.42	0.42	0.74	0.52	0.71	NA	0.43	0.56	0.34	0.91	NA	0.37	0.63	0.79	0.69	0.81	0.49	0.64	NA	0.44	0.35	0.38	NA	NA	0.84	0.52	0.35	NA	0.57	0.68	NA	0.48	0.77	NA	0.66	0.61	0.36	0.75	0.68	0.63	0.56	0.65	0.43	0.74	NA	0.49	NA	0.99	NA	0.77	NA	0.56	0.38	NA	0.52	0.51	0.44	NA	0.58	NA	0.41	0.24	0.42	0.42	0.50	0.48	0.94	0.87	NA	NA	0.74	0.71	0.36	0.47	0.62	0.96	0.61	0.68	0.46	0.73	0.51	0.68	0.51	NA	0.48	1.00	0.85	0.73	0.52	0.68	0.45	0.62	NA	0.68	0.80	0.46	0.35	0.60	0.93	0.42	0.62	0.59	0.57	0.68
NM_012297|G3BP2|chr4|-	chr4:76567911-76570886	76570640	0.69	0.77	0.83	0.82	0.90	0.77	0.53	0.79	0.77	0.73	0.89	0.83	0.60	0.81	0.82	0.79	0.84	0.75	0.81	0.93	0.72	0.72	0.77	0.67	0.89	0.87	0.72	0.81	NA	0.82	0.61	0.84	0.84	0.75	0.85	0.87	0.82	0.80	0.87	0.70	0.81	0.77	0.70	0.77	0.80	0.83	0.81	0.66	0.82	NA	1.00	NA	0.70	0.74	0.66	0.75	0.79	0.84	0.88	0.81	0.94	0.72	0.76	0.90	0.92	0.79	0.72	0.83	0.91	0.81	0.77	0.88	0.81	0.88	0.86	0.78	0.84	0.98	0.83	0.71	0.86	0.77	0.84	0.67	NA	0.66	0.74	0.94	0.80	0.84	0.85	0.75	0.85	0.74	0.96	0.78	0.80	0.70	0.72	0.90	0.81	0.94	0.77	0.82	0.73
NM_025205|MED28|chr4|+	chr4:17625223-17633427	17627195	0.15	0.18	0.21	0.10	0.13	0.15	0.15	0.11	0.08	0.14	0.16	0.19	0.14	0.08	0.12	0.16	0.11	0.15	0.10	0.07	0.12	0.11	0.23	0.10	0.13	0.13	0.09	0.21	NA	0.19	0.12	0.11	0.12	0.18	0.09	0.16	0.18	0.20	0.20	0.21	0.10	0.13	0.15	0.24	0.13	0.16	0.12	0.16	0.12	NA	0.08	NA	0.19	0.22	0.13	0.23	0.21	0.09	0.08	0.12	0.22	0.13	0.20	0.15	0.15	0.14	0.11	0.11	0.13	0.08	0.08	0.22	0.18	0.12	0.16	0.16	0.15	0.13	0.12	0.26	0.21	0.13	0.11	0.23	0.30	0.20	0.06	0.13	0.14	0.13	0.09	0.14	0.18	0.18	0.10	0.18	0.14	0.23	0.20	0.21	0.08	0.20	0.16	0.25	0.21
NR_033290|FAM114A1|chr4|+	chr4:38945076-38947364	38945311	0.75	0.77	0.83	0.88	0.82	0.88	0.70	0.84	0.75	0.71	0.87	0.86	0.78	0.81	0.86	0.80	0.92	0.79	0.84	0.91	0.81	0.80	0.85	0.81	0.83	0.89	0.73	0.69	NA	0.79	0.85	0.79	0.88	0.84	0.86	0.85	0.81	0.75	0.87	0.83	0.79	0.84	0.73	0.82	0.84	0.82	0.75	0.57	0.93	NA	0.84	0.51	0.78	0.73	0.77	0.77	0.83	0.77	0.87	0.79	0.73	0.75	0.74	0.82	0.78	0.74	0.76	0.94	0.85	0.89	0.94	0.78	0.85	0.84	0.80	0.82	0.72	0.88	0.82	0.75	0.82	0.80	0.88	0.63	NA	0.83	0.92	0.89	0.87	0.75	0.80	0.80	0.77	0.84	0.86	0.84	0.82	0.69	0.79	0.87	0.80	0.86	0.85	0.80	0.82
NM_018290|PGM2|chr4|+	chr4:37863130-37864582	37863493	0.24	0.26	0.36	0.32	0.22	0.28	0.24	0.31	0.35	0.22	0.78	0.33	0.18	0.24	0.30	0.31	0.45	0.33	0.35	0.26	0.21	0.26	0.19	0.22	0.27	0.38	0.29	0.27	NA	0.31	0.24	0.29	0.25	0.40	0.24	0.29	0.33	0.29	0.31	0.27	0.18	0.25	0.23	0.36	0.39	0.22	0.29	0.24	0.40	NA	0.34	NA	0.25	0.22	0.28	0.25	0.23	0.29	0.39	0.29	0.33	0.28	0.22	0.29	0.27	0.26	0.35	0.28	0.34	0.35	0.27	0.34	0.41	0.22	0.26	0.27	0.29	0.45	0.38	0.28	0.30	0.22	0.33	0.24	NA	0.26	0.40	0.48	0.28	0.23	0.35	0.27	0.33	0.37	0.24	0.38	0.25	0.22	0.30	0.34	0.28	0.32	0.33	0.33	0.32
NM_207352|CYP4V2|chr4|+	chr4:187131622-187134624	187131791	0.76	0.81	0.69	0.83	0.91	0.70	0.66	NA	NA	NA	0.77	0.74	0.78	0.80	0.77	NA	0.78	0.92	0.79	NA	0.68	NA	0.91	0.73	NA	0.77	0.75	0.73	NA	0.80	NA	NA	0.85	0.65	NA	0.83	0.72	0.78	0.81	0.82	0.81	NA	0.73	0.83	0.71	NA	0.82	NA	NA	NA	NA	NA	0.70	0.79	NA	0.75	0.76	0.78	NA	NA	0.77	NA	0.74	0.74	0.86	0.79	0.69	NA	NA	0.79	0.77	0.70	0.71	NA	NA	0.76	0.88	0.88	0.79	0.68	0.79	0.77	0.83	0.61	NA	0.79	NA	0.89	0.82	0.72	0.74	0.89	0.74	0.82	0.82	0.79	NA	0.59	0.74	NA	0.82	0.75	0.67	0.73	NA
NM_014447|ARFIP1|chr4|+	chr4:153831215-153833118	153831448	0.79	0.86	0.86	0.93	0.82	0.92	0.48	0.87	0.90	0.85	0.94	0.95	0.78	0.93	0.93	0.92	0.94	0.89	0.92	0.95	0.72	0.86	0.85	0.61	0.90	0.91	0.87	0.84	NA	0.84	0.69	0.93	0.87	0.91	0.87	0.88	0.88	0.90	0.92	0.87	0.83	0.82	0.92	0.89	0.94	0.85	0.87	0.81	0.93	NA	0.97	NA	0.85	0.77	0.90	0.87	0.82	0.89	0.92	0.90	0.84	0.84	0.85	0.89	0.87	0.88	0.83	0.91	0.96	0.92	0.93	0.84	0.90	0.89	0.81	0.88	0.76	0.88	0.96	0.63	0.90	0.85	0.93	0.73	NA	0.90	0.87	0.95	0.95	0.86	0.91	0.88	0.91	0.87	0.93	0.88	0.78	0.81	0.81	0.97	0.89	0.94	0.88	0.89	0.90
NM_001114107|PDLIM3|chr4|-	chr4:186422394-186423637	186422944	0.02	NA	NA	0.05	0.02	0.08	0.03	0.05	NA	0.03	0.08	0.05	0.02	0.07	0.09	0.05	0.12	0.05	0.07	0.08	0.03	0.05	0.04	0.02	0.03	0.10	NA	NA	NA	0.06	0.01	0.04	0.05	0.09	NA	0.06	0.05	0.04	0.12	0.10	0.04	0.07	0.06	0.07	0.06	0.06	0.04	0.12	0.10	NA	0.20	0.03	0.08	0.04	0.04	0.08	0.06	NA	0.09	0.06	0.06	0.04	0.01	0.10	0.07	0.03	0.06	NA	0.09	NA	0.08	0.13	0.07	0.04	0.04	0.05	0.04	0.09	0.11	0.03	0.06	0.02	NA	0.06	NA	0.06	0.05	0.06	0.06	0.02	0.05	0.05	0.10	0.03	0.07	0.08	0.02	0.03	NA	0.08	0.05	0.09	0.08	0.09	0.05
