event_id	loci	Proximal_Site	TCGA-CV-7235-01A-11R-2016-07	TCGA-CV-6962-01A-11R-1915-07	TCGA-HD-A6I0-01A-11R-A31N-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CV-6935-01A-11R-1915-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-CV-7250-01A-11R-2016-07	TCGA-CV-6936-01A-11R-1915-07	TCGA-CV-6938-01A-11R-1915-07	TCGA-CV-7440-01A-11R-2132-07	TCGA-CV-7425-01A-11R-2081-07	TCGA-CV-7177-01A-11R-2016-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-6955-01A-11R-2016-07	TCGA-CV-7091-01A-11R-2016-07	TCGA-CV-6960-01A-41R-2016-07	TCGA-CV-7261-01A-11R-2016-07	TCGA-CV-7432-01A-11R-2132-07	TCGA-CV-7252-01A-11R-2016-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-CV-7434-01A-11R-2132-07	TCGA-CV-7183-01A-11R-2016-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-CV-7097-01A-11R-2016-07	TCGA-CV-7101-01A-11R-2016-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-CV-7437-01A-21R-2132-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-7424-01A-11R-2081-07	TCGA-CV-7242-01A-11R-2016-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-WA-A7GZ-01A-11R-A34R-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-CV-7178-01A-21R-2016-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-CV-7423-01A-11R-2081-07	TCGA-CV-7245-01A-11R-2016-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-7416-01A-11R-2081-07	TCGA-CV-6961-01A-21R-1915-07
NM_016201|AMOTL2|chr3|-	chr3:134074667-134076605	134076329	0.91	0.90	NA	0.87	0.89	0.93	0.94	0.93	1.00	0.89	0.98	0.93	0.89	0.90	0.91	0.94	0.90	0.89	0.94	0.92	0.88	0.91	0.90	0.98	0.92	0.92	0.91	0.85	0.83	NA	0.93	0.95	0.95	0.88	0.96	0.96	0.88	0.91	0.91	0.92	0.88	0.91	0.90
NM_024996|GFM1|chr3|+	chr3:158409124-158410347	158409333	0.42	0.42	0.54	0.42	0.51	0.52	0.60	0.49	0.56	0.37	0.57	0.43	0.49	0.42	0.46	0.57	0.37	0.44	0.43	0.56	0.30	0.39	0.49	0.45	0.32	0.51	0.49	0.44	0.35	0.32	0.53	0.58	0.49	0.47	0.36	0.48	0.38	0.55	0.39	0.42	0.38	0.37	0.37
NM_001080415|U2SURP|chr3|+	chr3:142775153-142779305	142775625	0.13	0.14	0.06	0.16	0.26	0.35	0.22	0.34	0.19	0.20	0.25	0.20	0.13	0.25	0.19	0.10	0.12	0.17	0.13	0.29	0.24	0.23	0.25	0.29	0.27	0.15	0.30	0.23	0.16	0.13	0.22	0.13	0.22	0.19	0.11	0.21	0.18	0.18	0.15	0.22	0.24	0.24	0.13
NM_001164674|SUMF1|chr3|-	chr3:4402822-4403938	4403654	0.82	NA	NA	0.77	0.84	0.89	0.83	0.84	0.89	0.78	0.83	0.89	0.85	0.90	0.79	0.82	0.95	0.76	0.80	0.84	0.89	0.82	NA	0.93	0.89	0.85	0.90	0.81	0.72	0.90	0.84	0.89	0.87	0.82	0.82	0.91	0.89	0.84	0.84	0.82	0.74	0.73	0.75
NM_013336|SEC61A1|chr3|+	chr3:127788318-127790534	127788476	0.93	0.92	0.97	0.91	0.89	0.95	0.93	0.93	0.95	0.93	0.97	0.91	0.93	0.92	0.95	0.93	0.92	0.94	0.93	0.95	0.94	0.94	0.93	0.96	0.93	0.93	0.93	0.90	0.91	0.95	0.96	0.97	0.93	0.93	0.95	0.96	0.93	0.93	0.94	0.93	0.94	0.93	0.93
NM_022149|MAGEF1|chr3|-	chr3:184425870-184429836	184428182	0.01	0.01	NA	0.01	0.01	0.01	0.01	0.02	NA	NA	0.02	0.02	0.01	0.01	0.01	0.01	0.01	NA	0.01	0.01	0.01	0.02	NA	0.04	0.01	0.01	0.01	0.01	0.01	0.01	0.03	0.02	0.01	0.01	0.01	0.02	0.02	0.01	0.02	0.01	0.00	0.01	0.01
NM_032242|PLXNA1|chr3|+	chr3:126752764-126756246	126754399	1.00	0.94	NA	1.00	1.00	1.00	0.96	1.00	1.00	0.90	1.00	1.00	1.00	NA	0.91	0.56	1.00	0.96	0.98	1.00	1.00	1.00	0.96	1.00	1.00	0.98	1.00	0.97	0.93	0.99	0.98	1.00	0.91	1.00	0.95	1.00	1.00	1.00	0.98	0.86	1.00	1.00	0.95
NM_005862|STAG1|chr3|-	chr3:136054764-136057119	136056790	0.74	0.74	NA	0.76	0.83	0.84	0.85	0.81	0.79	0.74	0.84	0.80	0.83	NA	0.85	0.75	0.59	0.79	0.82	0.95	0.83	0.72	0.96	0.82	0.86	0.89	0.75	0.72	0.76	NA	0.95	0.85	0.88	0.87	0.77	0.86	0.81	0.97	0.76	0.72	0.79	0.85	0.65
NM_014820|TOMM70A|chr3|-	chr3:100082300-100084561	100084210	0.51	0.57	0.12	0.50	0.60	0.74	0.71	0.69	0.49	0.52	0.68	0.62	0.69	0.67	0.69	0.65	0.70	0.45	0.46	0.61	0.47	0.60	0.55	0.60	0.65	0.67	0.65	0.58	0.50	0.46	0.52	0.75	0.66	0.71	0.55	0.57	0.51	0.54	0.53	0.60	0.57	0.64	0.58
NM_015466|PTPN23|chr3|+	chr3:47454195-47454927	47454354	0.95	0.96	1.00	0.96	0.94	1.00	0.98	0.93	1.00	1.00	0.94	0.97	0.99	0.94	1.00	0.99	0.89	0.99	0.99	1.00	0.96	0.92	0.93	0.99	0.98	0.98	0.92	0.97	0.98	0.96	1.00	1.00	0.93	1.00	1.00	0.98	0.95	1.00	0.93	0.92	0.96	0.95	0.97
NM_022899|ACTR8|chr3|-	chr3:53897968-53902889	53902706	0.12	NA	0.03	0.13	NA	0.23	0.12	0.09	0.14	0.10	0.16	0.16	0.11	0.16	0.16	0.11	0.21	0.13	0.10	0.19	0.11	0.13	0.15	0.16	0.25	0.12	0.14	0.17	0.21	NA	0.24	NA	0.18	0.23	0.14	0.13	0.11	0.09	NA	NA	0.13	0.10	NA
NM_004423|DVL3|chr3|+	chr3:183888106-183891408	183888256	0.69	0.67	0.15	0.63	0.78	0.68	0.74	0.60	0.60	0.58	0.61	0.59	0.68	0.75	0.79	0.69	0.69	0.68	0.70	0.62	0.77	0.59	0.57	0.65	0.68	0.74	0.63	0.80	0.82	0.62	0.66	0.69	0.79	0.82	0.73	0.62	0.71	0.75	0.58	0.69	0.82	0.78	0.76
NM_173546|KLHDC8B|chr3|+	chr3:49213037-49213920	49213244	0.99	1.00	NA	1.00	0.97	NA	1.00	0.99	1.00	NA	0.98	NA	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	NA	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	NA	1.00	1.00	NA
NM_032839|DIRC2|chr3|+	chr3:122598109-122600141	122598714	0.10	0.07	0.08	0.13	0.18	0.15	0.09	0.15	0.11	0.07	0.10	0.15	0.11	0.08	0.07	0.07	0.05	0.13	0.08	0.15	0.09	0.08	0.13	0.10	0.16	0.06	0.14	0.09	0.11	0.05	0.15	0.09	0.08	0.11	0.09	0.09	0.08	0.07	0.06	0.10	0.14	0.11	0.09
NM_018004|TMEM45A|chr3|+	chr3:100295768-100296291	100295972	0.70	NA	1.00	0.70	0.79	0.76	NA	0.71	0.87	NA	0.68	0.69	0.79	0.80	0.76	0.89	0.67	0.80	0.84	0.92	0.68	0.78	0.98	0.77	0.89	0.79	0.79	0.74	0.65	0.87	0.72	0.95	0.79	0.79	0.76	0.89	0.70	0.94	0.81	0.84	0.77	0.77	0.70
NM_003418|CNBP|chr3|-	chr3:128888327-128889413	128889263	0.89	0.86	1.00	0.84	0.80	0.88	0.88	0.85	0.95	0.83	0.84	0.85	0.87	0.91	0.88	0.89	0.87	0.86	0.86	0.87	0.83	0.88	0.91	0.97	0.89	0.91	0.87	0.83	0.77	0.88	0.82	0.95	0.89	0.85	0.90	0.93	0.88	0.93	0.81	0.86	0.78	0.81	0.79
NM_001204834|ANO10|chr3|-	chr3:43407830-43408466	43408157	1.00	0.99	1.00	1.00	0.98	0.97	1.00	0.93	1.00	0.89	0.94	0.96	1.00	1.00	1.00	1.00	0.96	0.74	1.00	0.99	0.95	0.97	1.00	1.00	1.00	1.00	1.00	0.93	1.00	1.00	0.85	0.96	1.00	0.92	0.99	1.00	1.00	1.00	0.94	0.96	0.99	0.93	1.00
NM_025222|WDR82|chr3|-	chr3:52288429-52291535	52291036	0.92	0.91	NA	0.90	0.94	0.92	0.90	0.92	0.94	0.84	0.92	0.90	0.93	0.91	0.92	0.93	0.90	0.89	0.94	0.92	0.89	0.95	0.97	0.95	0.93	0.91	0.89	0.90	0.89	0.89	0.90	0.97	0.94	0.90	0.94	0.95	0.93	0.95	0.90	0.93	0.91	0.87	0.91
NM_001114981|TP63|chr3|+	chr3:189611994-189615075	189612372	0.76	0.73	NA	0.73	0.65	0.86	0.84	0.79	0.96	0.71	0.89	0.71	0.81	0.81	0.82	0.86	0.78	0.79	0.82	0.86	0.69	0.83	0.88	0.95	0.73	0.86	0.79	0.73	0.61	0.74	0.79	0.91	0.84	0.71	0.83	0.90	0.76	0.88	0.78	0.80	0.67	0.67	0.71
NM_001190707|ALS2CL|chr3|-	chr3:46710566-46712554	46711933	0.46	NA	0.35	0.46	NA	0.59	0.28	0.46	0.69	0.35	0.52	NA	NA	0.32	0.36	0.25	NA	0.38	0.49	NA	0.81	0.41	0.34	0.51	0.48	NA	0.48	0.45	0.30	NA	0.48	NA	0.46	NA	0.34	0.62	0.45	0.49	0.49	NA	0.48	0.39	0.39
NM_174907|PPP4R2|chr3|+	chr3:73114547-73118343	73116294	0.18	0.14	NA	0.29	0.51	0.38	0.19	0.30	0.31	0.22	0.26	0.23	0.18	0.22	0.18	0.21	0.15	0.23	0.28	0.37	0.22	0.27	0.43	0.33	0.34	0.24	0.37	0.18	0.21	0.17	0.34	0.27	0.29	0.15	0.21	0.28	0.23	0.27	0.23	0.22	0.25	0.27	0.19
NM_206831|DPH3|chr3|-	chr3:16299474-16302336	16302074	0.27	0.33	0.07	0.23	0.40	0.54	0.14	0.38	0.29	0.24	0.27	0.51	0.27	0.25	0.23	0.27	0.22	0.22	0.24	0.57	0.38	0.29	0.30	0.47	0.48	0.35	0.25	0.26	0.24	0.23	0.36	0.32	0.38	0.33	0.24	0.23	0.39	0.33	0.25	0.28	0.40	0.38	0.29
NM_016141|DYNC1LI1|chr3|-	chr3:32567478-32568400	32568250	0.47	0.48	0.25	0.62	0.56	0.66	0.49	0.39	0.58	0.55	0.61	0.53	0.46	0.52	0.54	0.43	0.65	0.54	0.43	0.55	0.47	0.51	0.49	0.51	0.49	0.59	0.67	0.53	0.56	0.46	0.61	0.49	0.56	0.53	0.64	0.53	0.46	0.55	0.57	0.39	0.51	0.53	0.45
NM_001690|ATP6V1A|chr3|+	chr3:113528181-113530922	113528398	0.82	0.78	NA	0.74	0.76	0.80	0.86	0.76	0.86	0.73	0.88	0.71	0.88	0.80	0.81	0.89	0.78	0.79	0.82	0.85	0.79	0.82	0.90	0.82	0.79	0.85	0.78	0.75	0.68	0.84	0.82	0.92	0.83	0.78	0.81	0.83	0.80	0.90	0.75	0.79	0.73	0.71	0.72
NM_001135095|FNDC3B|chr3|+	chr3:172114953-172118494	172115160	0.68	0.65	NA	0.59	0.66	0.73	0.75	0.67	0.78	0.55	0.69	0.62	0.70	NA	0.70	0.73	0.67	0.67	0.60	0.73	0.62	0.67	0.74	0.77	0.61	0.73	0.71	0.54	0.52	0.51	0.68	0.73	0.71	0.66	0.61	0.74	0.69	0.73	0.61	0.71	0.63	0.59	0.57
NM_014296|CAPN7|chr3|+	chr3:15292622-15294262	15293693	0.16	0.20	NA	0.18	0.15	0.20	0.27	0.13	0.21	0.19	0.18	0.29	0.18	0.17	0.15	0.19	0.16	0.17	NA	0.23	NA	0.24	0.21	0.28	0.16	0.24	0.13	0.14	0.17	0.16	0.24	0.32	0.35	0.23	0.18	0.29	0.19	NA	NA	NA	0.15	0.15	0.18
NR_024265|POGLUT1|chr3|+	chr3:119211128-119213559	119211886	NA	NA	NA	0.76	NA	0.88	NA	0.76	0.94	NA	0.83	NA	0.83	NA	0.84	0.89	0.79	NA	NA	0.82	0.90	NA	0.85	0.91	NA	NA	0.75	0.77	0.71	NA	NA	0.86	NA	NA	0.68	NA	0.74	0.90	0.73	0.83	0.78	0.83	0.75
NM_014382|ATP2C1|chr3|+	chr3:130720063-130721929	130720499	0.23	0.25	0.33	0.24	0.26	0.29	0.25	0.24	0.26	0.23	0.27	0.22	0.26	0.31	0.25	0.24	0.31	0.20	0.21	0.25	0.24	0.24	0.19	0.29	0.27	0.25	0.27	0.28	0.23	0.22	0.25	0.24	0.26	0.29	0.22	0.31	0.21	0.28	0.20	0.29	0.22	0.20	0.19
NM_002447|MST1R|chr3|-	chr3:49924436-49924995	49924748	NA	NA	1.00	0.85	NA	0.83	0.83	0.86	0.93	0.93	0.85	NA	NA	NA	0.83	0.77	NA	NA	0.78	NA	0.84	0.87	0.88	0.94	0.88	NA	0.83	NA	0.76	0.94	0.81	NA	0.90	NA	0.86	0.80	NA	0.93	0.86	0.75	0.75	0.86	0.68
NM_016094|COMMD2|chr3|-	chr3:149456259-149459505	149458713	0.27	0.20	NA	0.34	0.62	0.71	0.28	0.41	0.48	0.29	0.38	0.39	0.28	0.44	0.22	0.22	0.24	0.42	0.37	0.61	0.44	0.39	0.53	0.32	0.58	0.33	0.38	0.24	0.33	0.23	0.33	0.28	0.36	0.42	0.28	0.35	0.44	0.30	0.27	0.31	0.46	0.40	0.24
NM_001042533|MINA|chr3|-	chr3:97660685-97664186	97662069	0.15	NA	NA	0.22	0.35	0.23	0.09	0.32	0.22	0.25	0.15	0.18	0.15	0.17	0.18	0.16	NA	0.14	0.14	0.22	0.17	0.17	0.21	0.19	0.28	0.14	0.27	0.14	0.15	NA	0.15	0.17	0.20	0.19	0.18	0.17	0.22	0.17	0.12	0.15	0.20	0.27	0.22
NM_005808|CTDSPL|chr3|+	chr3:38022232-38025979	38022385	0.50	0.50	0.31	0.57	0.61	0.73	0.62	0.59	0.67	0.65	0.72	0.64	0.58	0.60	0.64	0.58	0.55	0.58	0.60	0.72	0.59	0.60	0.64	0.65	0.63	0.55	0.67	0.54	0.55	0.64	0.63	0.55	0.65	0.66	0.55	0.70	0.59	0.60	0.55	0.50	0.59	0.66	0.51
NM_000158|GBE1|chr3|-	chr3:81538851-81539614	81539379	0.57	NA	1.00	0.57	0.49	0.56	0.48	0.65	0.67	0.42	0.71	0.66	0.61	0.63	0.58	0.58	0.70	0.36	0.52	0.58	0.28	0.51	0.61	0.70	0.26	0.66	0.63	0.49	0.46	0.25	0.62	0.57	0.64	0.45	0.41	0.63	0.60	0.57	0.50	0.55	0.45	0.44	0.48
NM_022736|MFSD1|chr3|+	chr3:158546767-158547550	158547193	0.98	0.87	1.00	0.91	0.91	0.86	0.96	0.94	0.88	0.88	0.73	0.91	0.98	0.98	0.93	0.97	0.90	0.92	0.97	0.90	1.00	1.00	1.00	0.94	0.99	1.00	0.84	0.86	0.92	0.98	0.87	0.99	0.97	0.92	0.96	0.98	0.98	1.00	0.96	0.97	1.00	0.91	0.85
NM_001870|CPA3|chr3|+	chr3:148614306-148614889	148614502	1.00	NA	NA	NA	0.93	0.93	NA	0.82	NA	NA	0.90	0.83	NA	0.80	0.94	NA	0.80	0.97	NA	0.73	NA	NA	NA	0.95	NA	0.96	NA	0.93	0.81	NA	0.56	0.98	0.85	0.94	0.96	0.97	0.87	NA	NA	1.00	0.91	NA	NA
NM_017554|PARP14|chr3|+	chr3:122447154-122449692	122447386	0.93	NA	0.89	0.88	0.92	0.87	0.92	0.93	0.93	0.82	0.91	0.87	0.91	0.92	0.89	0.95	0.86	0.92	0.92	0.93	0.88	0.88	0.90	0.93	0.86	0.95	0.91	0.89	0.77	0.82	0.92	0.93	0.92	0.87	0.91	0.96	0.88	0.92	0.89	0.87	0.82	0.81	0.80
NM_018394|ABHD10|chr3|+	chr3:111710223-111712222	111710658	NA	0.46	NA	0.47	0.46	0.53	0.55	0.51	0.57	0.39	0.63	0.53	0.48	0.54	0.55	0.53	0.56	0.41	0.59	0.49	0.45	NA	0.57	0.68	0.43	0.58	0.62	0.49	0.34	0.35	0.47	0.54	0.63	0.51	0.49	NA	0.50	0.60	0.53	0.47	0.48	0.39	0.36
NM_033158|HYAL2|chr3|-	chr3:50355246-50355970	50355675	0.84	0.81	1.00	0.80	0.91	0.74	0.89	0.83	0.91	0.77	0.85	0.80	0.86	0.81	0.82	0.88	0.71	0.70	0.85	0.73	0.83	0.79	0.87	0.85	0.75	0.90	0.73	0.78	0.70	0.90	0.90	0.95	0.83	0.79	0.97	0.95	0.74	0.88	0.80	0.76	0.87	0.72	0.77
NM_001128148|TFRC|chr3|-	chr3:195776132-195779055	195778838	0.93	0.91	NA	0.91	0.86	0.93	0.94	0.90	0.98	0.90	0.93	0.95	0.93	0.95	0.92	0.93	0.93	0.91	0.93	0.88	0.91	0.90	0.97	0.96	0.88	0.92	0.95	0.87	0.81	0.90	0.90	0.96	0.91	0.87	0.95	0.95	0.91	0.95	0.89	0.95	0.84	0.84	0.85
NM_004634|BRPF1|chr3|+	chr3:9788849-9789683	9789311	0.73	0.91	1.00	0.71	NA	0.76	0.91	0.66	0.96	0.76	0.77	NA	0.79	0.82	0.92	0.89	NA	0.87	0.75	0.92	0.78	NA	0.70	0.91	1.00	0.89	0.72	0.80	0.74	NA	0.87	0.95	0.94	0.86	0.94	0.91	0.84	0.96	0.83	0.86	0.72	0.83	NA
NM_198244|EIF4G1|chr3|+	chr3:184052514-184053140	184052810	0.50	0.47	0.85	0.47	0.45	0.47	0.51	0.46	0.50	0.44	0.52	0.49	0.48	0.45	0.52	0.52	0.48	0.47	0.50	0.60	0.54	0.50	0.51	0.48	0.54	0.52	0.50	0.49	0.42	0.55	0.52	0.59	0.55	0.50	0.48	0.49	0.49	0.52	0.51	0.46	0.45	0.46	0.41
NM_001005474|NFKBIZ|chr3|+	chr3:101578161-101579871	101579329	0.92	NA	NA	0.82	NA	0.83	0.93	0.86	NA	NA	0.91	NA	0.89	0.84	NA	NA	0.82	NA	NA	0.88	0.77	NA	1.00	0.90	0.86	NA	NA	0.87	0.81	NA	0.95	NA	0.98	NA	0.85	1.00	0.86	0.94	0.94	0.89	0.85	0.83	NA
NM_001134381|TBC1D5|chr3|-	chr3:17198639-17202748	17200010	0.82	0.78	NA	0.83	0.77	0.86	0.91	0.92	NA	0.81	1.00	0.79	NA	0.89	NA	0.91	0.85	NA	NA	0.80	NA	0.89	NA	NA	0.71	0.89	0.93	0.91	0.71	NA	0.80	NA	NA	0.79	0.88	NA	0.89	NA	0.73	0.91	0.85	0.72	0.80
NM_001134439|PHLDB2|chr3|+	chr3:111693269-111695302	111693536	0.85	0.85	NA	0.84	0.74	0.88	0.87	0.89	0.98	0.77	0.88	0.74	0.91	NA	0.85	0.92	0.83	0.87	0.84	0.86	0.77	0.86	0.90	0.95	0.74	0.86	0.88	0.78	0.71	0.81	0.90	0.88	0.88	0.83	0.94	0.94	0.83	0.96	0.80	0.86	0.85	0.82	0.80
NM_001199185|ATP2C1|chr3|+	chr3:130734995-130735547	130735167	0.51	0.26	0.36	0.45	0.33	0.42	0.41	0.34	0.52	0.39	0.49	0.35	0.40	0.38	0.37	0.55	0.33	0.40	0.42	0.46	0.32	0.44	0.44	0.48	0.35	0.35	0.49	0.31	0.37	0.39	0.33	0.27	0.49	0.36	0.36	0.42	0.40	0.48	0.48	0.37	0.35	0.45	0.49
NM_021937|EEFSEC|chr3|+	chr3:128126911-128127527	128127204	0.83	0.90	1.00	0.85	0.82	0.83	0.80	0.92	0.97	0.87	0.70	0.72	0.95	0.78	0.83	0.94	0.82	0.92	0.90	0.80	0.84	0.84	0.97	0.90	0.99	0.86	0.88	0.85	0.90	0.99	0.93	0.88	0.89	0.93	0.83	0.95	0.73	0.96	0.77	0.77	0.97	0.85	0.72
NR_033361|TMCC1|chr3|-	chr3:129366623-129370638	129369535	0.21	0.25	NA	0.34	0.61	0.51	0.27	0.37	0.36	0.34	0.31	0.30	0.31	0.33	0.23	0.31	0.18	0.43	0.36	0.48	0.31	0.32	0.30	0.37	0.51	0.24	0.40	0.25	0.36	NA	0.45	0.28	0.21	0.29	0.33	0.42	0.33	0.31	0.27	0.24	0.40	0.35	0.23
NM_001256486|GOLGB1|chr3|-	chr3:121382074-121383461	121382994	0.24	0.15	0.12	0.23	0.39	0.33	0.22	0.30	0.31	0.26	0.27	0.27	0.18	0.19	0.26	0.18	0.14	0.25	0.22	0.39	0.23	0.24	0.25	0.23	0.29	0.15	0.33	0.21	0.20	0.19	0.28	0.25	0.27	0.20	0.18	0.26	0.26	0.22	0.19	0.22	0.24	0.27	0.23
NR_046251|FGD5-AS1|chr3|-	chr3:14984271-14987661	14986722	0.93	0.91	NA	0.80	0.83	0.92	1.00	0.88	0.91	0.84	0.98	0.94	0.93	0.92	0.96	0.95	0.94	0.85	0.94	0.96	0.85	0.95	0.96	0.92	0.93	0.98	0.87	0.87	0.75	0.85	0.92	0.98	0.96	0.96	0.87	0.96	0.85	0.96	0.94	0.95	0.86	0.84	0.83
NM_007275|TUSC2|chr3|-	chr3:50362342-50363617	50363462	0.49	0.41	0.22	0.40	0.38	0.60	0.40	0.45	0.56	0.48	0.61	0.34	0.51	0.32	0.42	0.51	0.50	0.41	0.35	0.60	0.65	0.33	0.44	0.48	0.56	0.34	0.38	0.52	0.50	0.31	0.53	0.45	0.53	0.51	0.43	0.47	0.45	0.59	0.33	0.31	0.54	0.58	0.46
NM_006548|IGF2BP2|chr3|-	chr3:185361233-185363411	185362961	0.83	0.74	NA	0.73	0.64	0.79	0.84	0.76	0.94	0.69	0.79	0.72	0.82	NA	0.88	0.90	0.75	0.80	0.87	0.83	0.74	0.86	0.83	0.87	0.79	0.87	0.73	0.76	0.62	0.82	0.82	0.90	0.85	0.75	0.79	0.96	NA	0.96	0.77	0.83	0.56	0.72	0.69
NM_015150|RFTN1|chr3|-	chr3:16357354-16358739	16358589	0.90	NA	1.00	0.93	0.88	0.79	NA	0.90	0.96	0.85	1.00	0.87	0.97	0.91	0.94	0.93	0.90	0.99	0.91	1.00	0.88	0.90	NA	0.77	0.92	0.93	0.89	0.96	0.86	0.79	0.96	1.00	1.00	1.00	0.91	0.94	0.87	1.00	0.96	0.83	0.87	0.89	0.84
NM_018358|ABCF3|chr3|+	chr3:183911327-183912081	183911670	0.11	0.11	0.14	0.11	0.15	0.13	0.08	0.10	0.11	0.12	0.13	0.10	0.09	0.07	0.09	0.11	0.09	0.12	0.10	0.10	0.10	0.09	0.12	0.10	0.11	0.10	0.13	0.14	0.09	0.08	0.12	0.10	0.12	0.09	0.10	0.12	0.10	0.11	0.11	0.14	0.09	0.11	0.12
NM_002662|PLD1|chr3|-	chr3:171318244-171321092	171320652	0.62	NA	0.32	0.69	0.74	0.89	0.71	0.55	0.65	NA	0.62	0.71	0.65	0.73	0.71	0.56	0.68	0.56	0.56	0.68	0.74	0.64	0.71	0.77	0.68	0.63	0.63	0.66	0.58	0.52	0.65	0.61	0.71	0.62	0.54	0.76	0.43	0.58	0.61	0.72	0.65	0.58	0.56
NM_184231|NCKIPSD|chr3|-	chr3:48711272-48712180	48711966	0.94	0.86	1.00	0.90	0.89	0.85	0.89	0.98	1.00	0.92	0.78	0.91	0.91	0.95	0.90	0.96	0.82	0.85	0.97	1.00	NA	0.98	0.93	0.94	0.84	0.94	0.96	0.91	0.92	0.88	0.95	1.00	0.96	0.86	0.91	0.97	0.95	1.00	NA	0.92	0.84	0.84	0.87
NM_012234|RYBP|chr3|-	chr3:72423747-72427788	72427558	0.40	0.49	NA	0.52	0.50	0.60	0.46	0.55	0.75	0.45	0.69	0.60	0.57	0.54	0.59	0.55	0.46	0.49	0.53	0.55	0.53	0.55	0.62	0.60	0.63	0.63	0.51	0.49	0.37	0.37	0.58	0.59	0.52	0.54	0.63	0.58	0.50	0.62	0.59	0.54	0.45	0.47	0.41
NM_020357|PCNP|chr3|+	chr3:101311470-101313296	101311620	0.78	0.79	0.50	0.86	0.80	0.89	0.89	0.84	0.93	0.83	0.92	0.84	0.86	0.90	0.89	0.93	0.82	0.84	0.92	0.91	0.71	0.85	0.91	0.94	0.72	0.91	0.90	0.82	0.75	0.67	0.88	0.84	0.92	0.93	0.79	0.87	0.86	0.94	0.82	0.90	0.86	0.84	0.76
NM_031458|PARP9|chr3|-	chr3:122246774-122247590	122247137	0.71	NA	1.00	0.75	0.64	0.78	0.75	0.73	0.86	0.66	0.75	0.83	0.78	0.79	0.74	0.79	0.77	0.71	0.72	0.78	0.70	0.79	0.91	0.84	0.77	0.74	0.77	0.70	0.67	0.79	0.71	0.90	0.85	0.69	0.85	0.85	0.73	0.79	0.77	0.80	0.72	0.72	0.64
NM_178862|STT3B|chr3|+	chr3:31677475-31679110	31677661	0.84	0.77	0.47	0.81	0.84	0.89	0.90	0.86	0.84	0.78	0.93	0.85	0.85	0.78	0.91	0.93	0.73	0.82	0.81	0.91	0.82	0.81	0.88	0.83	0.80	0.86	0.88	0.79	0.85	0.73	0.88	0.89	0.89	0.86	0.83	0.83	0.83	0.84	0.82	0.80	0.85	0.79	0.82
NM_005688|ABCC5|chr3|-	chr3:183637720-183639189	183638960	0.73	0.72	NA	0.70	0.74	0.73	0.73	0.74	0.77	0.55	NA	0.72	0.77	0.76	0.74	0.79	0.66	0.80	0.72	0.82	0.66	NA	0.80	0.82	0.71	0.75	0.73	0.67	0.69	0.67	0.69	0.79	0.72	0.74	0.69	0.84	0.71	0.82	0.68	0.68	0.75	0.68	0.60
NM_203370|FAM212A|chr3|+	chr3:49841613-49842531	49842147	0.64	NA	1.00	0.81	NA	NA	0.82	0.81	0.89	NA	0.86	0.57	NA	0.88	0.73	0.74	NA	0.88	0.69	NA	NA	0.64	0.99	0.64	0.99	0.72	NA	0.73	0.59	NA	0.74	NA	0.85	0.79	0.85	0.69	NA	0.87	0.88	NA	0.79	0.76	NA
NM_022147|RTP4|chr3|+	chr3:187088575-187089842	187089166	0.36	NA	0.64	0.22	NA	0.35	0.22	0.26	0.33	NA	0.35	NA	0.26	0.29	0.22	0.35	0.33	0.25	NA	0.27	0.23	NA	NA	0.37	0.25	NA	0.30	0.29	0.25	0.25	NA	0.36	0.34	0.28	0.29	0.29	0.24	0.26	NA	0.27	0.23	NA	0.27
NM_001134738|BCL6|chr3|-	chr3:187439165-187440389	187440231	0.64	0.56	NA	0.61	0.44	0.63	0.60	0.56	0.82	0.62	0.66	0.58	0.62	0.69	0.59	0.62	0.54	0.48	0.59	0.60	0.49	0.62	0.64	0.77	0.50	0.61	0.62	0.64	0.51	0.50	0.57	0.61	0.61	0.53	0.61	0.72	0.56	0.71	0.57	0.64	0.53	0.57	0.57
NM_152653|UBE2E2|chr3|+	chr3:23631224-23632250	23631845	0.64	0.60	1.00	0.62	0.67	0.74	0.63	0.67	0.87	0.63	0.65	0.51	0.77	0.70	0.63	0.74	0.63	0.69	0.77	0.68	0.63	0.78	0.76	0.71	0.89	0.72	0.63	NA	0.65	0.92	0.74	0.74	0.76	0.71	0.83	0.86	0.64	0.80	0.76	0.71	0.58	0.67	0.59
