event_id	loci	Proximal_Site	TCGA-DI-A2QU-01A-11R-A18M-07	TCGA-AX-A2HC-01A-11R-A17B-07	TCGA-E6-A1M0-01A-11R-A144-07	TCGA-AX-A2HD-01A-21R-A17B-07	TCGA-AX-A1CK-01A-11R-A137-07	TCGA-AX-A2HA-01A-12R-A18M-07	TCGA-AX-A1CI-01A-11R-A137-07	TCGA-BK-A0CB-01A-32R-A104-07	TCGA-BG-A2AD-01A-21R-A16F-07	TCGA-AX-A0J0-01A-11R-A109-07	TCGA-AJ-A3NH-01A-11R-A22K-07	TCGA-BK-A4ZD-01A-11R-A27V-07	TCGA-AX-A1CF-01A-11R-A137-07	TCGA-DI-A2QY-01A-12R-A19W-07	TCGA-AJ-A3NC-01A-11R-A22K-07	TCGA-BG-A3EW-01A-11R-A22K-07	TCGA-AJ-A3NE-01A-11R-A22K-07	TCGA-BK-A13C-01A-11R-A118-07	TCGA-AX-A2H8-01A-11R-A17B-07	TCGA-AX-A05Y-01A-11R-A00V-07	TCGA-AX-A0IZ-01A-11R-A118-07	TCGA-BG-A3PP-01A-11R-A22K-07	TCGA-AJ-A2QL-01A-11R-A18M-07
NM_001145295|NGLY1|chr3|-	chr3:25760474-25761126	25760804	0.18	0.16	0.16	0.10	0.11	0.33	0.30	0.07	0.10	0.04	0.22	0.23	0.09	0.22	0.21	0.19	0.18	0.19	NA	0.10	0.29	0.12	0.25
NM_005524|HES1|chr3|+	chr3:193855471-193856428	193855621	0.78	NA	0.54	NA	0.69	0.92	0.80	0.63	0.70	0.38	0.86	NA	0.61	0.92	0.85	0.76	0.80	0.77	0.81	0.34	0.80	0.87	0.85
NM_001134422|CDV3|chr3|+	chr3:133306002-133309130	133306152	0.51	0.92	0.69	0.88	NA	0.51	NA	NA	0.91	1.00	0.90	0.81	0.80	0.18	0.75	0.95	0.90	0.97	0.91	NA	0.32	0.63	0.80
NM_014498|GOLIM4|chr3|-	chr3:167726452-167728206	167728009	0.96	0.65	0.76	0.60	0.87	1.00	0.96	0.71	0.80	0.57	0.85	0.86	NA	NA	0.97	0.63	0.80	0.82	NA	0.18	NA	0.96	0.98
NM_003670|BHLHE40|chr3|+	chr3:5024520-5026879	5025660	1.00	NA	1.00	0.98	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.94	0.96	1.00	1.00	0.82	1.00	1.00	1.00
NM_005781|TNK2|chr3|-	chr3:195590236-195591058	195590825	1.00	NA	NA	0.89	0.84	NA	1.00	1.00	NA	0.97	0.98	NA	0.77	1.00	NA	NA	0.96	0.97	1.00	0.77	1.00	0.98	NA
NM_016201|AMOTL2|chr3|-	chr3:134074434-134076605	134075228	NA	0.51	NA	0.50	NA	NA	NA	0.51	0.80	0.67	1.00	0.98	0.43	NA	NA	0.86	0.99	0.75	1.00	NA	NA	NA	0.99
NM_018385|LSG1|chr3|-	chr3:194361507-194362976	194362001	NA	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	0.99	0.97	0.91	1.00	1.00	1.00	0.91	0.90	NA	1.00	NA	NA	1.00	1.00
NM_014049|ACAD9|chr3|+	chr3:128631349-128631947	128631499	1.00	0.94	0.97	0.91	1.00	0.99	0.98	0.98	0.79	0.92	0.88	0.93	0.88	0.95	0.93	0.92	0.88	0.98	0.85	0.94	0.99	0.95	0.97
NM_014445|SERP1|chr3|-	chr3:150259803-150262285	150262044	0.32	0.37	0.33	0.39	0.15	0.34	0.23	0.18	0.41	0.42	0.44	0.46	0.18	0.17	0.40	0.37	0.41	0.30	0.43	0.23	0.20	0.24	0.33
NM_007107|SSR3|chr3|-	chr3:156257915-156261058	156260852	0.27	0.67	0.36	0.42	0.21	0.37	0.27	0.21	0.58	0.53	0.49	0.40	0.43	0.18	0.38	0.55	0.41	0.47	0.41	0.18	0.25	0.28	0.44
NM_014245|RNF7|chr3|+	chr3:141464000-141465026	141464508	0.08	0.13	0.14	0.10	0.09	0.14	0.11	0.07	0.11	0.07	0.08	0.08	0.06	0.09	0.08	0.07	0.08	0.08	0.07	0.03	0.10	0.07	0.10
NM_022899|ACTR8|chr3|-	chr3:53894403-53902889	53902721	NA	0.36	0.21	0.22	0.15	NA	NA	0.09	0.31	0.23	0.25	0.22	0.25	0.08	0.23	0.25	0.20	0.30	NA	0.08	0.12	0.14	0.22
NM_024334|TMEM43|chr3|+	chr3:14183092-14185193	14183851	NA	0.86	1.00	0.76	NA	1.00	NA	0.95	0.92	0.96	1.00	1.00	0.78	NA	1.00	0.97	0.99	1.00	1.00	0.49	1.00	1.00	1.00
NM_001144912|ATG7|chr3|+	chr3:11596284-11597397	11596514	NA	NA	NA	NA	0.02	NA	0.04	0.04	0.14	NA	NA	NA	NA	0.03	0.09	0.14	0.11	0.14	NA	NA	0.04	0.03	0.05
NM_003848|SUCLG2|chr3|-	chr3:67425135-67426283	67426055	NA	0.81	0.97	0.64	NA	1.00	NA	NA	0.89	0.71	1.00	0.98	0.61	NA	1.00	0.94	1.00	0.82	0.94	0.25	NA	1.00	0.99
NM_001777|CD47|chr3|-	chr3:107762202-107766139	107765961	0.10	0.37	0.10	0.14	0.04	0.10	0.07	0.08	0.17	0.15	0.14	0.17	0.11	0.02	0.09	0.13	0.18	0.22	0.12	0.10	0.03	0.04	0.15
NM_016291|IP6K2|chr3|-	chr3:48725429-48726206	48726056	1.00	0.75	0.87	0.86	1.00	NA	1.00	1.00	0.97	0.97	0.96	0.86	0.95	1.00	0.97	0.90	0.89	0.88	0.99	0.56	1.00	0.97	0.97
NM_144638|TMEM42|chr3|+	chr3:44906531-44907154	44906829	1.00	NA	NA	NA	NA	NA	1.00	1.00	1.00	NA	0.98	0.85	0.94	1.00	0.93	0.77	0.94	NA	NA	0.75	1.00	NA	0.88
NM_000551|VHL|chr3|+	chr3:10191470-10195383	10192507	NA	0.91	0.61	0.89	NA	NA	NA	NA	0.96	0.86	0.97	0.87	0.75	NA	0.94	0.86	0.87	0.66	0.93	NA	NA	NA	1.00
NM_001128615|ARHGEF3|chr3|-	chr3:56761431-56763650	56763065	NA	0.91	NA	0.84	NA	1.00	1.00	NA	0.91	0.93	1.00	1.00	0.78	NA	1.00	NA	0.99	NA	NA	0.54	NA	NA	1.00
NM_015720|PODXL2|chr3|+	chr3:127391110-127391641	127391260	0.26	0.28	0.31	0.28	0.81	0.31	0.38	0.36	0.34	0.29	0.20	0.17	0.53	0.17	0.27	0.19	0.21	0.26	0.86	0.20	0.29	0.24	NA
NM_014220|TM4SF1|chr3|-	chr3:149086805-149087667	149087517	NA	NA	0.62	0.98	NA	1.00	NA	0.90	0.80	0.94	0.97	0.93	0.83	0.97	0.97	0.91	0.86	0.95	NA	0.49	0.89	NA	0.90
NM_021105|PLSCR1|chr3|-	chr3:146232973-146233888	146233736	NA	0.09	NA	0.12	NA	0.22	NA	0.15	NA	0.21	0.20	0.28	0.12	0.32	0.49	0.24	0.25	0.25	0.38	0.03	0.46	0.23	0.18
NM_181472|CMTM7|chr3|+	chr3:32495732-32496338	32495882	1.00	0.94	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.88	1.00	0.99	0.84	1.00	1.00	1.00	1.00	0.97	1.00	0.69	1.00	NA	1.00
NM_003778|B4GALT4|chr3|-	chr3:118930584-118931528	118931354	0.94	0.78	NA	0.82	NA	1.00	0.99	0.94	0.86	0.96	0.98	1.00	0.85	NA	1.00	0.96	1.00	0.96	NA	0.61	NA	1.00	0.91
NM_013324|CISH|chr3|-	chr3:50643887-50645573	50644989	1.00	NA	0.97	0.91	1.00	NA	NA	0.99	NA	NA	NA	1.00	NA	NA	NA	0.94	0.94	0.97	1.00	0.45	NA	NA	0.99
NM_001457|FLNB|chr3|+	chr3:58156301-58157982	58156460	0.69	0.95	0.66	0.72	0.19	0.44	0.67	0.49	0.86	0.72	0.75	0.69	0.42	0.24	0.65	0.70	0.72	0.78	0.94	0.25	0.50	0.48	0.79
NM_021627|SENP2|chr3|+	chr3:185347569-185349194	185348555	NA	NA	NA	0.58	NA	NA	NA	NA	0.80	0.66	0.98	0.81	0.63	1.00	NA	0.62	0.76	NA	0.93	NA	NA	0.98	1.00
NM_000925|PDHB|chr3|-	chr3:58413364-58413906	58413756	0.99	0.83	0.91	0.87	1.00	0.97	1.00	0.76	0.78	0.67	0.96	0.79	0.73	0.95	0.94	0.81	0.85	0.80	0.91	0.51	0.94	0.88	1.00
NM_018098|ECT2|chr3|+	chr3:172537937-172539271	172538087	NA	0.70	0.91	0.76	NA	NA	1.00	NA	0.73	0.98	1.00	0.99	0.87	1.00	NA	0.97	0.98	0.84	0.89	0.35	NA	1.00	0.91
NM_007022|CYB561D2|chr3|+	chr3:50390671-50391504	50391137	NA	0.90	NA	0.97	NA	NA	1.00	1.00	0.92	0.93	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	0.60	1.00	NA	1.00
NM_018031|WDR6|chr3|+	chr3:49052257-49054295	49053355	0.14	0.27	0.15	0.16	0.26	0.45	0.21	0.27	0.17	0.14	0.22	0.15	0.23	0.28	0.21	0.13	0.15	0.43	0.17	0.17	0.22	0.14	0.32
NM_017554|PARP14|chr3|+	chr3:122447154-122449702	122447304	NA	NA	0.82	0.72	NA	0.99	NA	NA	0.89	0.81	0.94	0.94	0.75	NA	1.00	0.86	0.94	0.98	1.00	0.46	0.93	NA	0.94
NM_017730|QRICH1|chr3|-	chr3:49066876-49068077	49067318	0.42	0.30	0.35	0.26	0.48	0.54	0.41	0.30	0.27	0.27	0.26	0.20	0.28	0.50	0.29	0.24	0.25	0.24	0.18	0.23	0.71	0.29	0.30
NM_145860|PDCD10|chr3|-	chr3:167401115-167402177	167401845	0.17	0.09	0.16	0.10	NA	0.15	NA	0.12	0.19	0.16	0.14	0.12	0.14	0.22	0.19	0.13	0.12	0.22	0.21	NA	0.19	0.14	0.13
NM_001080517|SETD5|chr3|+	chr3:9517166-9519824	9517740	0.98	0.89	0.99	0.87	0.97	NA	1.00	0.92	0.94	1.00	1.00	0.99	0.85	NA	1.00	0.93	0.97	0.94	0.89	0.76	NA	1.00	0.93
NM_001172567|MYD88|chr3|+	chr3:38182622-38184526	38182893	NA	0.88	0.99	0.87	NA	NA	NA	1.00	0.93	0.84	0.96	0.96	0.90	NA	1.00	0.87	0.91	0.91	0.99	0.79	1.00	NA	0.94
NM_001174100|PCBP4|chr3|-	chr3:51991469-51992365	51992201	0.79	0.57	0.95	0.82	0.94	1.00	1.00	0.96	0.65	0.92	0.93	0.90	0.83	1.00	0.96	0.87	0.99	0.97	0.90	0.36	0.97	1.00	0.85
NM_007208|MRPL3|chr3|-	chr3:131180608-131181719	131181294	0.21	0.16	0.19	0.13	0.30	0.27	0.35	0.17	0.15	0.16	0.17	0.16	0.12	0.43	0.27	0.14	0.17	0.18	0.15	0.18	0.29	0.20	0.18
NM_178335|CCDC50|chr3|+	chr3:191109529-191114912	191109928	0.18	0.46	0.08	0.17	0.12	0.17	0.14	0.13	0.15	0.13	0.18	0.15	NA	0.08	0.13	0.17	0.16	0.20	0.16	NA	0.11	0.05	0.10
NM_001660|ARF4|chr3|-	chr3:57557087-57558025	57557875	0.96	0.95	0.85	0.81	0.97	1.00	1.00	0.92	0.97	0.58	1.00	0.93	0.75	1.00	1.00	0.97	1.00	0.94	1.00	0.30	1.00	0.86	1.00
NM_016331|ZNF639|chr3|+	chr3:179051056-179053315	179052198	NA	0.30	0.50	0.25	NA	NA	NA	NA	0.47	0.29	0.51	0.39	0.20	NA	NA	0.39	0.39	NA	0.45	NA	NA	0.67	0.55
NM_001256486|GOLGB1|chr3|-	chr3:121382045-121383461	121382998	0.35	0.55	0.41	0.24	0.54	0.48	0.64	0.59	0.32	0.33	0.38	0.35	0.19	0.38	0.48	0.26	0.33	0.46	0.42	0.22	0.68	0.17	0.39
NM_015472|WWTR1|chr3|-	chr3:149234995-149238776	149238448	NA	0.53	NA	0.37	NA	0.41	NA	0.37	0.52	0.45	0.63	0.73	0.38	0.32	0.69	NA	0.59	NA	0.68	0.27	0.45	0.63	0.63
NM_003074|SMARCC1|chr3|-	chr3:47626771-47629796	47629411	0.86	0.64	0.95	0.63	NA	0.99	NA	0.82	0.74	0.92	0.93	0.94	0.61	NA	0.98	0.85	0.89	0.76	0.84	0.24	0.96	0.96	0.89
NM_001243879|TRA2B|chr3|-	chr3:185634525-185635513	185635150	1.00	0.78	1.00	0.74	1.00	0.91	1.00	1.00	0.87	0.70	0.85	0.75	0.64	1.00	0.94	0.70	0.75	1.00	0.42	1.00	1.00	0.61	0.97
NM_174907|PPP4R2|chr3|+	chr3:73114547-73118367	73116301	NA	0.43	0.29	0.17	NA	0.41	NA	NA	0.37	0.14	0.34	0.27	0.45	NA	0.42	0.28	0.31	0.56	NA	NA	NA	0.30	0.58
NM_001190796|NCK1|chr3|+	chr3:136667100-136668952	136667887	NA	NA	NA	0.08	NA	0.17	NA	NA	0.15	NA	0.13	0.14	0.12	NA	0.12	0.11	0.12	NA	0.12	NA	0.10	0.14	0.19
NM_001199469|ISY1|chr3|-	chr3:128847940-128849031	128848729	1.00	0.81	0.93	0.83	NA	1.00	NA	1.00	0.89	0.85	0.97	0.88	0.59	1.00	1.00	0.80	0.90	0.78	0.99	0.91	1.00	1.00	1.00
NM_000884|IMPDH2|chr3|-	chr3:49061112-49061837	49061687	0.08	0.09	0.02	0.49	0.04	0.21	0.02	0.08	0.24	0.10	0.07	0.07	0.25	0.04	0.04	0.11	0.14	0.15	0.09	0.10	0.07	0.03	0.20
NM_016094|COMMD2|chr3|-	chr3:149456255-149459505	149458612	NA	0.83	0.38	0.26	NA	NA	NA	NA	0.57	0.25	0.26	0.33	NA	NA	0.47	0.34	0.43	NA	0.28	NA	0.23	0.20	0.35
NM_000373|UMPS|chr3|+	chr3:124462761-124466039	124463088	0.05	0.19	0.04	0.10	0.05	0.07	0.03	0.05	0.07	0.04	0.04	0.04	0.02	0.04	0.05	0.03	0.04	0.04	NA	0.02	0.03	0.03	0.03
NM_004087|DLG1|chr3|-	chr3:196769425-196771600	196770632	0.84	0.66	0.88	0.68	NA	NA	NA	NA	0.75	0.74	0.82	0.79	0.64	1.00	0.89	0.78	0.78	0.70	0.76	NA	NA	0.83	0.83
NM_015268|DNAJC13|chr3|+	chr3:132257019-132257880	132257179	0.94	0.61	0.64	0.55	0.83	NA	0.98	0.68	0.62	NA	0.94	0.90	0.55	1.00	1.00	0.80	0.95	0.83	0.95	0.26	1.00	1.00	0.96
NM_004186|SEMA3F|chr3|+	chr3:50225137-50226511	50225331	0.79	NA	NA	0.63	NA	0.90	0.87	0.71	0.72	0.64	0.82	0.86	0.53	0.94	0.89	0.78	0.80	0.61	0.69	0.39	0.81	0.90	0.73
NM_024665|TBL1XR1|chr3|-	chr3:176737161-176743312	176742297	0.67	1.00	0.82	0.94	NA	0.53	NA	NA	0.94	NA	0.85	0.71	1.00	0.45	0.76	0.82	0.82	0.90	0.93	NA	0.53	0.70	0.94
NM_002213|ITGB5|chr3|-	chr3:124480824-124482565	124481906	0.07	0.27	0.12	0.09	0.09	0.12	0.16	0.11	0.08	0.11	0.10	0.16	0.05	0.08	0.12	0.11	0.11	0.14	0.12	0.10	0.12	0.08	0.13
NM_001166425|GNAI2|chr3|+	chr3:50295799-50296790	50295949	0.99	0.90	0.99	0.82	1.00	1.00	1.00	0.97	0.94	0.85	0.98	0.99	0.85	1.00	1.00	0.91	0.96	0.92	0.99	0.69	1.00	1.00	1.00
NM_001146314|ABHD14B|chr3|-	chr3:52002522-52003621	52003471	NA	1.00	NA	NA	1.00	NA	NA	0.97	1.00	0.96	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	0.92	1.00	1.00	1.00
NM_032288|FYTTD1|chr3|+	chr3:197508681-197511551	197508831	NA	0.77	NA	0.70	NA	NA	NA	NA	0.79	0.76	0.83	0.89	0.68	NA	0.91	0.82	0.86	0.83	0.94	NA	NA	0.89	0.78
NM_001128160|UBP1|chr3|-	chr3:33429772-33431860	33431165	0.98	0.91	0.94	0.94	NA	NA	NA	NA	0.93	0.91	0.99	0.95	0.93	NA	0.96	0.97	0.96	0.94	0.96	NA	NA	0.96	0.95
NM_004844|SH3BP5|chr3|-	chr3:15296142-15297810	15297111	NA	NA	NA	0.60	NA	NA	NA	0.78	0.73	0.81	0.87	0.81	0.53	NA	0.95	NA	0.83	0.66	NA	NA	0.94	0.95	0.78
NM_001042540|NCBP2|chr3|-	chr3:196662239-196663953	196663801	0.87	0.76	0.59	0.64	0.59	0.71	0.84	0.62	0.75	0.55	0.81	0.86	0.41	0.64	0.89	0.69	0.70	0.85	0.91	0.17	0.88	0.49	0.91
NM_198195|UBA3|chr3|-	chr3:69103875-69104676	69104478	1.00	0.79	0.93	0.96	1.00	1.00	1.00	1.00	1.00	0.98	0.99	0.96	0.99	1.00	1.00	0.97	0.98	0.91	0.88	NA	1.00	1.00	1.00
NM_016474|C3orf19|chr3|+	chr3:14712402-14714454	14712638	0.42	0.58	0.56	NA	0.27	0.26	0.42	0.41	NA	0.30	0.51	0.51	NA	0.35	0.67	0.54	NA	0.54	NA	0.58	0.42	NA	0.41
NM_203315|BDH1|chr3|-	chr3:197236520-197239235	197238533	0.06	NA	0.18	0.19	0.16	NA	0.20	0.13	0.09	0.16	0.12	0.12	0.07	0.09	0.19	0.19	0.16	0.06	0.14	0.21	0.09	0.09	NA
NM_018358|ABCF3|chr3|+	chr3:183911327-183912173	183911674	0.15	0.17	0.21	0.17	0.16	0.29	0.21	0.11	0.13	0.12	0.08	0.10	0.12	0.09	0.10	0.05	0.10	0.16	0.18	0.04	0.18	0.10	0.19
NM_184231|NCKIPSD|chr3|-	chr3:48711271-48712180	48712030	0.88	0.79	0.86	0.64	0.92	NA	1.00	0.79	0.68	1.00	1.00	0.98	0.72	1.00	1.00	0.93	0.98	0.82	NA	0.40	0.83	1.00	0.79
NM_012234|RYBP|chr3|-	chr3:72423730-72427788	72427558	NA	0.60	0.64	0.55	NA	NA	NA	NA	0.60	0.56	0.69	0.68	0.43	NA	0.76	0.58	0.62	NA	NA	0.20	NA	0.59	0.90
NM_001178142|TFDP2|chr3|-	chr3:141663291-141671538	141671358	0.12	0.70	0.32	0.30	0.04	0.10	0.09	0.13	0.44	0.37	0.14	0.21	0.18	0.03	0.19	0.24	0.19	0.22	0.22	0.11	0.06	0.06	0.17
NM_015412|C3orf17|chr3|-	chr3:112722835-112724851	112723816	NA	0.35	0.53	0.23	NA	NA	NA	NA	0.13	0.26	0.32	0.30	0.28	NA	0.33	0.29	0.34	0.44	NA	NA	0.78	0.20	0.47
NM_053024|PFN2|chr3|-	chr3:149682676-149684373	149684223	NA	1.00	1.00	1.00	NA	NA	NA	NA	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	1.00	0.99	NA	1.00	1.00
NR_026698|KPNA1|chr3|-	chr3:122140799-122146019	122143801	0.41	0.24	NA	0.18	0.22	NA	NA	0.23	0.26	0.31	0.30	0.29	0.15	NA	0.33	0.21	0.24	0.22	NA	NA	0.44	0.23	0.25
NM_001142646|TPRA1|chr3|-	chr3:127291907-127292631	127292278	1.00	1.00	0.92	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	0.95	1.00	1.00	1.00	0.97	0.98	0.99	1.00	1.00	1.00	1.00	1.00
NM_005778|RBM5|chr3|+	chr3:50155763-50156397	50156070	1.00	0.95	1.00	0.93	1.00	NA	1.00	0.91	0.89	0.83	0.81	0.83	0.99	0.97	0.96	0.75	0.85	0.89	0.85	1.00	1.00	0.94	1.00
NM_018394|ABHD10|chr3|+	chr3:111710223-111712225	111710621	NA	0.32	0.52	NA	NA	NA	NA	NA	NA	0.58	0.60	0.62	0.35	NA	0.82	0.60	0.60	0.52	NA	NA	NA	0.69	0.55
NM_001164674|SUMF1|chr3|-	chr3:4402818-4403938	4403772	0.96	NA	0.89	0.93	1.00	NA	1.00	0.99	0.86	0.84	0.90	0.93	0.87	1.00	0.97	0.76	0.89	0.98	0.95	0.60	1.00	0.97	1.00
NM_013336|SEC61A1|chr3|+	chr3:127788318-127790544	127788480	0.99	0.94	0.93	0.94	0.99	1.00	1.00	0.91	0.95	0.94	0.96	0.96	0.91	0.99	0.98	0.95	0.97	0.96	0.98	0.87	0.98	0.96	0.96
NM_198244|EIF4G1|chr3|+	chr3:184052514-184053144	184052697	0.71	0.51	0.41	0.53	0.70	0.99	0.90	0.58	0.56	0.70	0.62	0.55	0.55	0.93	0.61	0.62	0.61	0.50	0.85	0.37	0.89	0.61	0.89
NM_002740|PRKCI|chr3|+	chr3:170020827-170023788	170021170	NA	NA	NA	0.77	NA	NA	NA	NA	0.83	NA	0.89	NA	0.76	0.31	0.83	0.91	0.84	NA	0.65	NA	0.41	0.52	0.73
NM_199512|CCDC80|chr3|-	chr3:112324101-112324610	112324403	NA	1.00	1.00	0.70	NA	NA	1.00	1.00	NA	0.97	0.93	0.86	NA	1.00	NA	NA	0.84	NA	NA	1.00	1.00	0.93	1.00
NM_016598|ZDHHC3|chr3|-	chr3:44966635-44968339	44968094	1.00	0.88	NA	0.80	0.36	NA	0.41	0.54	0.88	0.64	0.97	0.96	0.76	0.67	0.86	0.94	0.84	0.69	0.93	0.82	0.52	0.75	0.74
NM_001204834|ANO10|chr3|-	chr3:43407818-43408466	43408316	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.83	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00
NM_017836|SLC41A3|chr3|-	chr3:125725178-125726068	125725918	0.88	0.86	0.88	0.83	0.83	0.95	1.00	0.89	0.74	0.93	1.00	1.00	0.75	1.00	1.00	0.92	0.94	1.00	0.77	0.69	0.99	1.00	0.82
NM_015303|VPS8|chr3|+	chr3:184769663-184770421	184769813	0.98	0.96	NA	0.93	1.00	NA	0.99	1.00	0.80	0.81	0.96	0.93	0.96	1.00	1.00	0.94	0.97	0.97	0.74	NA	1.00	1.00	1.00
NM_002078|GOLGA4|chr3|+	chr3:37407570-37408243	37407732	1.00	0.52	0.60	0.62	0.78	0.99	1.00	0.52	0.66	0.56	0.80	0.69	0.52	1.00	0.97	0.63	0.79	0.72	0.91	0.08	1.00	0.95	0.94
NM_016006|ABHD5|chr3|+	chr3:43759934-43764225	43761332	0.19	NA	0.38	0.23	NA	0.23	NA	NA	0.20	NA	0.33	0.31	NA	NA	0.29	0.21	0.27	0.28	NA	NA	0.24	NA	0.23
NM_024818|UBA5|chr3|+	chr3:132395286-132397514	132396471	NA	0.30	0.18	NA	0.27	NA	0.37	NA	NA	0.22	0.30	0.25	NA	0.43	0.47	0.29	0.31	NA	NA	NA	0.61	NA	0.39
NM_032492|JAGN1|chr3|+	chr3:9934598-9936010	9935491	0.17	0.10	0.15	0.07	NA	0.24	NA	0.17	0.13	0.06	0.11	0.12	0.07	0.28	0.20	0.08	0.10	0.14	0.09	0.04	0.21	0.16	0.17
NM_183381|RNF13|chr3|+	chr3:149678526-149679928	149678808	NA	0.90	NA	0.75	NA	NA	NA	NA	0.88	0.74	0.90	0.79	0.82	NA	0.92	0.82	0.79	0.83	NA	NA	NA	0.95	0.95
NM_001690|ATP6V1A|chr3|+	chr3:113528181-113530921	113528412	NA	0.77	0.88	0.81	NA	NA	NA	NA	0.91	0.87	0.89	0.90	0.78	NA	0.90	0.88	0.86	0.85	NA	NA	NA	0.86	0.91
NM_001135095|FNDC3B|chr3|+	chr3:172114953-172118511	172116561	NA	0.70	NA	0.53	NA	NA	NA	NA	0.96	0.77	1.00	0.77	NA	NA	0.93	0.75	0.86	0.72	0.76	0.23	NA	0.88	0.88
NM_178862|STT3B|chr3|+	chr3:31677475-31679119	31677655	0.91	0.89	0.85	0.87	0.75	0.87	0.84	0.82	0.86	0.80	0.90	0.88	0.88	0.82	0.91	0.89	0.92	0.93	0.86	0.41	0.85	0.79	0.92
NM_004526|MCM2|chr3|+	chr3:127340505-127341283	127340655	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00
NM_006309|LRRFIP2|chr3|-	chr3:37094405-37095452	37095264	0.77	0.63	0.47	0.55	0.65	0.99	0.84	0.49	0.63	0.40	0.64	0.61	0.39	0.88	0.89	0.48	0.52	0.61	NA	0.19	0.91	0.56	0.90
NM_002375|MAP4|chr3|-	chr3:47892167-47894529	47894379	0.87	0.76	0.87	0.72	1.00	1.00	1.00	0.92	0.75	0.88	0.95	0.84	0.71	1.00	0.92	0.79	0.83	0.83	0.74	0.38	0.95	1.00	0.81
NM_001164000|MECOM|chr3|-	chr3:168801280-168802831	168802657	1.00	0.78	0.78	0.72	0.92	1.00	0.97	0.84	0.88	0.96	0.97	0.95	0.67	NA	0.99	0.92	0.94	0.88	0.96	0.31	0.99	0.99	0.97
NM_007027|TOPBP1|chr3|-	chr3:133318718-133320237	133319531	NA	0.13	0.07	0.07	NA	NA	0.22	NA	0.13	0.08	0.08	0.12	NA	0.16	0.12	0.12	0.13	NA	0.18	NA	NA	0.12	0.08
NM_000581|GPX1|chr3|-	chr3:49394604-49395180	49394919	1.00	0.93	1.00	0.92	1.00	1.00	1.00	0.98	0.96	0.85	0.86	0.85	0.90	0.94	0.90	0.83	0.85	0.92	1.00	0.74	1.00	0.89	1.00
NM_000158|GBE1|chr3|-	chr3:81538858-81539614	81539326	NA	0.37	0.80	0.41	1.00	0.92	NA	0.71	0.57	0.87	0.95	0.72	0.46	NA	1.00	0.72	0.71	0.65	0.65	0.28	1.00	0.98	0.56
NM_024923|NUP210|chr3|-	chr3:13357720-13359281	13359131	0.92	0.71	0.73	0.65	0.95	0.93	0.99	0.87	0.80	0.91	0.97	0.96	0.61	1.00	0.99	0.87	0.91	0.80	0.78	0.40	1.00	0.99	0.87
NM_018462|BRK1|chr3|+	chr3:10167952-10168875	10168490	0.42	0.35	0.56	0.39	0.60	0.57	0.64	0.49	0.40	0.26	0.44	0.39	0.36	0.55	0.49	0.40	0.36	0.44	0.32	0.23	0.54	0.42	0.45
NM_016275|SELT|chr3|+	chr3:150345445-150348220	150346116	0.13	0.23	0.12	0.10	0.10	0.21	0.23	0.19	0.20	0.19	0.11	0.21	0.10	0.09	0.21	0.18	0.15	0.31	0.13	0.09	0.12	0.16	0.19
NM_014667|VGLL4|chr3|-	chr3:11597408-11600301	11600013	0.96	NA	0.96	0.83	NA	NA	NA	0.89	0.90	0.98	1.00	0.99	0.75	0.85	1.00	0.97	0.98	0.95	0.88	0.62	NA	1.00	0.97
NM_001128148|TFRC|chr3|-	chr3:195771640-195779055	195776177	NA	0.00	0.01	0.00	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	NA	0.01	0.00	0.00	0.00	0.02	0.00	NA	0.00	0.00
NM_021237|SELK|chr3|-	chr3:53918525-53919588	53919386	0.14	0.16	0.12	0.13	0.11	0.25	0.20	0.06	0.17	0.16	0.14	0.12	0.06	0.16	0.16	0.15	0.15	0.20	0.10	0.05	0.14	0.13	0.20
NM_015926|TEX264|chr3|+	chr3:51737739-51738340	51737889	1.00	1.00	0.66	0.95	1.00	1.00	1.00	0.92	0.99	0.75	0.73	0.64	0.94	1.00	0.91	0.67	0.78	0.94	1.00	0.30	1.00	0.85	1.00
NM_016305|SS18L2|chr3|+	chr3:42635913-42636491	42636063	0.99	0.91	1.00	1.00	0.99	1.00	1.00	0.85	0.97	1.00	0.93	0.92	0.88	1.00	0.99	0.84	0.95	0.95	0.91	0.62	1.00	0.98	1.00
