event_id	loci	Proximal_Site	TCGA-CZ-5458-01A-01R-1503-07	TCGA-B2-5636-01A-02R-1541-07	TCGA-CZ-5462-01A-01R-1503-07	TCGA-B0-5696-01A-11R-1541-07	TCGA-CJ-6030-01A-11R-1672-07	TCGA-CJ-5679-01A-11R-1541-07	TCGA-B0-5709-01A-11R-1541-07	TCGA-B0-5705-01A-11R-1541-07	TCGA-CZ-5985-01A-11R-1672-07	TCGA-CZ-5452-01A-01R-1503-07	TCGA-B0-5706-01A-11R-1541-07	TCGA-B0-5701-01A-11R-1541-07	TCGA-CW-5580-01A-01R-1672-07	TCGA-CJ-5680-01A-11R-1541-07	TCGA-B0-5697-01A-11R-1541-07	TCGA-B0-4700-01A-02R-1541-07	TCGA-B8-5552-01B-11R-1672-07	TCGA-CZ-5984-01A-11R-1672-07	TCGA-CZ-5461-01A-01R-1503-07	TCGA-CZ-4865-01A-02R-1503-07	TCGA-B0-4712-01A-01R-1503-07	TCGA-CZ-5463-01A-01R-1503-07	TCGA-CW-5581-01A-02R-1541-07	TCGA-CZ-5456-01A-01R-1503-07	TCGA-CW-6090-01A-11R-1672-07	TCGA-CZ-5987-01A-11R-1672-07	TCGA-CZ-5455-01A-01R-1503-07	TCGA-CZ-5989-01A-11R-1672-07	TCGA-CZ-5453-01A-01R-1503-07	TCGA-CJ-5676-01A-11R-1541-07	TCGA-CW-5585-01A-01R-1541-07	TCGA-CZ-5466-01A-01R-1503-07	TCGA-CZ-5470-01A-01R-1503-07	TCGA-B0-5694-01A-11R-1541-07	TCGA-A3-3387-01A-01R-1541-07	TCGA-CW-6087-01A-11R-1672-07	TCGA-CZ-5451-01A-01R-1503-07	TCGA-A3-3358-01A-01R-1541-07	TCGA-CJ-5678-01A-11R-1541-07	TCGA-B0-5690-01A-11R-1541-07	TCGA-B0-5691-01A-11R-1541-07	TCGA-CJ-5672-01A-11R-1541-07	TCGA-CW-5584-01A-01R-1541-07	TCGA-B8-4620-01A-02R-1325-07	TCGA-B0-5699-01A-11R-1541-07	TCGA-B8-4622-01A-02R-1277-07	TCGA-B0-5402-01A-01R-1503-07	TCGA-CZ-5457-01A-01R-1503-07	TCGA-CZ-5986-01A-11R-1672-07	TCGA-CW-5587-01A-01R-1541-07	TCGA-CZ-4864-01A-01R-1503-07	TCGA-CZ-5988-01A-11R-1672-07	TCGA-B0-5711-01A-11R-1672-07	TCGA-CJ-5689-01A-11R-1541-07	TCGA-B0-5703-01A-11R-1541-07	TCGA-B0-5712-01A-11R-1672-07	TCGA-CZ-5469-01A-01R-1503-07	TCGA-CZ-4863-01A-01R-1503-07	TCGA-B2-5641-01A-01R-1541-07	TCGA-CZ-5465-01A-01R-1503-07	TCGA-CJ-5677-01A-11R-1541-07	TCGA-CZ-5982-01A-11R-1672-07	TCGA-CW-6088-01A-11R-1672-07	TCGA-CZ-5468-01A-01R-1503-07	TCGA-CZ-5467-01A-01R-1503-07	TCGA-CZ-5454-01A-01R-1503-07	TCGA-CJ-5681-01A-11R-1541-07	TCGA-CW-5591-01A-01R-1541-07	TCGA-B8-5549-01A-01R-1541-07	TCGA-B8-4619-01A-02R-1325-07	TCGA-CW-5589-01A-01R-1541-07	TCGA-CJ-6033-01A-11R-1672-07
NM_020357|PCNP|chr3|+	chr3:101311470-101313288	101311620	0.93	0.84	0.89	0.89	0.90	0.91	0.78	0.87	0.74	0.92	0.91	0.90	0.85	0.91	0.85	0.90	0.84	0.88	0.84	0.90	0.92	0.81	0.78	0.81	0.92	0.90	0.78	1.00	0.92	0.88	0.90	0.77	0.84	0.95	0.80	0.79	0.78	0.78	0.95	0.88	0.83	0.91	0.88	0.74	0.82	0.74	0.80	0.91	0.72	0.77	0.79	0.79	0.83	0.84	0.91	0.90	0.96	0.78	0.78	0.90	0.89	0.85	0.73	0.90	0.86	0.82	0.84	0.90	0.70	0.72	0.90	0.96
NM_001850|COL8A1|chr3|+	chr3:99513073-99518075	99513430	0.91	0.85	NA	0.98	0.95	0.94	0.85	0.93	0.92	0.89	0.94	0.90	0.93	0.93	0.88	0.99	0.93	0.92	0.87	0.96	0.98	0.89	0.86	0.91	0.96	0.98	0.86	NA	0.91	1.00	0.92	0.89	0.89	0.96	0.98	0.90	0.87	0.96	NA	0.95	0.91	0.93	0.88	0.96	0.96	0.95	0.90	0.95	0.83	0.88	0.95	0.89	0.92	0.87	0.92	0.96	0.98	0.93	0.82	0.96	0.96	0.94	0.91	0.95	0.96	NA	NA	0.90	0.87	0.90	0.97	1.00
NM_001136041|HDAC11|chr3|+	chr3:13545967-13547915	13546807	0.65	0.73	0.84	0.76	NA	0.90	0.62	0.71	NA	0.72	NA	NA	NA	0.78	0.80	NA	0.47	0.41	0.79	0.77	NA	0.81	0.69	0.66	NA	0.86	NA	NA	0.64	0.76	0.71	0.69	NA	0.77	NA	NA	0.70	NA	0.79	0.71	0.64	0.69	0.71	NA	0.66	NA	0.50	0.79	0.48	0.62	0.75	NA	0.43	0.86	0.68	0.77	NA	0.76	0.68	NA	NA	NA	0.37	0.79	0.74	0.82	0.57	0.64	0.74	0.76	0.78	NA
NM_007284|TWF2|chr3|-	chr3:52262646-52263217	52263061	0.90	0.84	0.92	0.90	0.90	0.99	0.85	0.89	0.70	0.96	0.88	0.89	0.76	0.88	0.85	0.99	0.86	0.80	0.84	0.91	0.98	0.65	0.76	0.79	0.81	0.93	0.72	NA	0.92	0.95	0.90	0.95	0.98	1.00	0.79	0.71	0.97	0.88	0.99	0.91	0.80	0.92	0.84	0.73	0.85	0.88	0.86	0.84	0.60	0.82	0.85	0.60	0.74	0.90	0.91	0.95	0.97	0.82	0.83	0.74	0.95	0.88	0.77	0.96	0.80	0.87	0.97	0.80	0.77	0.72	0.76	0.99
NM_018031|WDR6|chr3|+	chr3:49052257-49054299	49053353	0.30	0.20	0.32	0.44	0.43	0.42	0.31	0.38	0.43	0.31	0.21	0.47	0.48	0.35	0.43	0.38	0.28	0.48	0.53	0.45	0.60	0.51	0.26	0.54	0.59	0.50	0.45	NA	0.20	0.45	0.23	0.37	0.59	0.47	0.38	0.30	0.24	0.53	0.53	0.32	0.29	0.43	0.31	0.40	0.33	0.44	0.31	0.50	0.31	0.39	0.33	0.40	0.28	0.35	0.34	0.52	0.52	0.33	0.35	0.59	0.35	0.23	0.32	0.57	0.19	0.24	0.19	0.34	0.26	0.34	0.24	0.48
NM_006241|PPP1R2|chr3|-	chr3:195241222-195243740	195243248	0.51	0.58	0.39	0.44	0.44	0.58	0.51	0.45	0.53	0.44	0.44	0.48	0.50	0.48	0.54	0.54	0.51	0.47	0.42	0.45	0.36	0.47	0.43	0.62	0.53	0.59	0.44	0.57	0.39	0.40	0.49	0.46	0.36	0.49	0.47	0.50	0.52	0.45	0.30	0.48	0.51	0.38	0.49	0.51	0.44	0.54	0.41	0.46	0.52	0.39	0.48	0.53	0.55	0.51	0.52	0.50	0.41	0.37	0.43	0.43	0.37	0.42	0.52	0.45	0.52	0.36	0.46	0.50	0.50	0.42	0.55	0.40
NM_024818|UBA5|chr3|+	chr3:132395286-132397520	132396465	0.31	0.27	0.29	0.27	0.21	0.42	0.27	0.29	0.29	0.34	0.31	0.32	0.29	0.32	0.31	0.35	0.28	0.33	0.29	0.30	0.37	0.25	0.21	0.32	0.29	0.37	0.24	0.40	0.25	0.42	0.33	0.21	0.29	0.36	0.30	0.32	0.23	0.30	0.47	0.34	0.31	0.32	0.27	0.18	0.26	0.24	0.23	0.24	0.23	0.26	0.23	0.25	0.24	0.26	0.32	0.34	0.41	0.24	0.26	0.29	0.37	0.29	0.26	0.32	0.26	0.31	0.22	0.31	0.20	0.20	0.26	0.42
NM_177939|P4HTM|chr3|+	chr3:49044119-49044635	49044322	0.41	0.52	0.57	0.52	0.59	0.59	0.49	0.51	0.47	0.47	0.52	0.70	0.55	0.52	0.45	0.60	0.44	0.54	0.52	0.46	0.54	0.40	0.55	0.47	0.55	0.47	0.44	NA	0.50	0.66	0.52	0.48	0.60	0.66	0.47	0.53	0.56	0.48	0.79	0.57	0.41	0.62	0.54	0.47	0.50	0.43	0.45	0.54	0.35	0.66	0.51	0.24	0.58	0.58	0.72	0.49	0.60	0.52	0.52	0.48	0.54	0.48	0.45	0.60	0.44	0.53	0.51	0.56	0.47	0.40	0.50	0.57
NM_006219|PIK3CB|chr3|-	chr3:138372841-138374368	138373803	0.72	0.66	0.79	0.82	0.83	0.80	0.58	0.69	0.68	0.78	0.74	0.72	0.70	0.73	0.74	0.89	0.64	0.77	0.63	0.78	0.90	0.75	0.61	0.66	1.00	0.96	0.67	1.00	0.74	0.89	0.69	0.71	0.82	0.89	0.62	0.71	0.64	0.65	0.97	0.71	0.62	0.81	0.59	0.76	0.67	0.71	0.63	0.87	0.62	0.60	0.58	0.83	0.70	0.71	0.80	0.81	0.99	0.62	0.58	0.73	0.85	0.68	0.65	0.86	0.77	0.83	0.66	0.77	0.61	0.66	0.70	0.96
NM_021038|MBNL1|chr3|+	chr3:152180173-152183581	152180404	0.68	0.64	0.72	0.81	0.83	0.82	0.61	0.69	0.70	0.75	0.70	0.75	0.72	0.73	0.66	0.82	0.70	0.74	0.62	0.83	0.84	0.69	0.64	0.66	0.87	0.76	0.69	1.00	0.73	0.84	0.71	0.69	0.78	0.82	0.65	0.70	0.68	0.70	0.87	0.75	0.69	0.75	0.67	0.65	0.74	0.72	0.69	0.77	0.70	0.66	0.71	0.75	0.73	0.73	0.73	0.84	0.91	0.66	0.61	0.83	0.82	0.76	0.70	0.84	0.81	0.79	0.74	0.73	0.65	0.64	0.74	0.87
NM_016094|COMMD2|chr3|-	chr3:149456156-149459505	149458941	0.53	0.60	0.64	0.59	0.52	0.57	0.55	0.53	0.60	0.44	0.56	0.57	0.65	0.62	0.53	0.59	0.63	0.56	0.52	0.53	0.41	0.51	0.49	0.63	0.78	0.73	0.54	1.00	0.43	0.43	0.51	0.44	0.43	0.64	0.46	0.52	0.48	0.49	0.47	0.51	0.53	0.70	0.60	0.47	0.53	0.67	0.51	0.62	0.56	0.50	0.52	0.52	0.60	0.57	0.44	0.45	0.53	0.58	0.53	0.53	0.54	0.55	0.58	0.48	0.52	0.48	0.44	0.54	0.53	0.44	0.60	0.71
NM_000581|GPX1|chr3|-	chr3:49394610-49395180	49394924	0.86	0.88	0.90	0.92	0.93	0.94	0.84	0.88	0.92	0.86	0.93	0.91	0.95	0.90	0.89	0.99	0.92	0.95	0.82	0.85	0.95	0.78	0.85	0.83	0.96	0.96	0.82	NA	0.81	0.97	0.90	0.87	0.97	0.95	0.89	0.90	0.89	0.91	0.96	0.91	0.88	0.93	0.87	0.84	0.89	0.88	0.86	0.86	1.00	0.87	0.82	1.00	0.90	0.95	0.95	0.94	0.93	0.88	0.88	0.86	0.98	0.86	0.85	0.91	0.81	0.83	0.89	0.77	0.88	0.79	0.89	0.94
NM_033167|B3GALNT1|chr3|-	chr3:160801621-160804576	160803249	0.84	NA	0.73	0.86	0.78	NA	0.58	0.71	0.60	0.81	0.84	0.74	0.66	0.86	0.87	NA	0.59	0.70	0.58	0.97	1.00	0.66	0.53	0.68	0.95	0.84	0.69	1.00	0.92	NA	0.86	0.56	0.93	0.96	0.66	0.68	0.66	0.74	1.00	0.85	0.73	0.99	0.60	0.64	0.87	0.64	0.70	0.89	0.56	0.62	0.66	0.71	0.73	0.80	0.89	0.97	NA	0.65	0.53	0.83	1.00	0.76	0.61	0.96	0.79	0.77	0.65	0.71	0.48	0.52	0.86	1.00
NM_003670|BHLHE40|chr3|+	chr3:5024520-5026867	5025948	1.00	0.90	1.00	1.00	1.00	1.00	0.90	0.96	0.87	1.00	1.00	1.00	0.97	0.99	1.00	1.00	0.98	0.98	1.00	1.00	1.00	0.90	0.87	0.90	1.00	1.00	0.91	1.00	1.00	1.00	0.98	1.00	1.00	1.00	0.93	0.90	0.98	0.95	1.00	1.00	1.00	1.00	0.92	1.00	0.98	0.96	0.88	1.00	0.84	0.94	0.93	0.94	0.96	1.00	1.00	1.00	1.00	0.98	0.86	1.00	1.00	0.92	0.86	1.00	0.97	0.98	0.95	0.97	0.87	0.97	1.00	1.00
NM_153281|HYAL1|chr3|-	chr3:50337326-50338231	50338080	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.97	1.00	1.00	0.98	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.97	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	0.98	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	0.98	0.99	1.00	1.00	1.00	1.00	0.98	1.00	0.99	1.00	1.00	1.00	1.00	1.00
NM_004087|DLG1|chr3|-	chr3:196769450-196771600	196771365	0.81	0.68	0.78	0.81	0.81	0.84	0.64	0.62	0.65	0.84	0.68	0.72	0.70	0.73	0.79	0.87	0.69	0.69	0.76	0.86	0.90	0.71	0.61	0.68	0.88	0.81	0.67	0.96	0.86	0.86	0.78	0.68	0.90	0.88	0.70	0.63	0.65	0.65	0.93	0.78	0.62	0.82	0.66	0.74	0.66	0.74	0.67	0.79	0.65	0.63	0.65	0.70	0.71	0.74	0.72	0.85	0.98	0.66	0.67	0.78	0.88	0.67	0.63	0.84	0.79	0.78	0.67	0.74	0.55	0.66	0.73	0.94
NM_006321|ARIH2|chr3|+	chr3:49020631-49023037	49020827	0.78	0.74	0.79	0.77	0.71	0.62	0.67	0.62	0.64	0.66	0.53	0.54	0.78	0.71	0.84	0.57	0.86	0.79	0.69	0.76	0.55	0.86	0.69	0.63	0.88	0.79	0.71	NA	0.67	0.61	0.69	0.63	0.52	0.60	0.74	0.79	0.63	0.73	0.52	0.76	0.63	0.69	0.85	0.76	0.74	0.76	0.71	0.58	0.66	0.66	0.78	0.69	0.81	0.78	0.66	0.76	0.53	0.76	0.58	0.78	0.71	0.68	0.79	0.70	0.86	0.66	0.76	0.72	0.64	0.82	0.76	0.74
NM_005778|RBM5|chr3|+	chr3:50155763-50156395	50156069	0.93	0.75	0.88	0.77	0.88	0.84	0.81	0.77	0.80	0.87	1.00	0.86	0.87	0.84	0.78	0.98	0.82	0.74	0.83	0.89	0.96	0.77	0.74	0.68	0.86	0.84	0.77	NA	0.93	0.93	0.90	0.80	0.92	0.92	0.78	0.77	0.74	0.85	0.93	0.81	0.89	0.78	0.74	0.76	0.82	0.81	0.74	0.84	0.72	0.89	0.74	0.79	0.75	0.88	1.00	0.81	0.82	0.76	0.69	0.90	1.00	0.76	0.77	0.88	0.85	0.74	0.82	0.79	0.65	0.73	0.82	0.97
NM_002222|ITPR1|chr3|+	chr3:4887822-4889191	4887972	0.94	0.80	0.87	0.93	0.98	1.00	0.78	0.80	0.87	0.99	0.94	0.67	0.90	1.00	0.81	1.00	0.92	0.96	0.81	0.98	1.00	0.84	0.77	0.75	1.00	0.95	0.86	1.00	0.98	0.99	0.85	0.97	1.00	1.00	0.73	0.90	0.93	0.91	1.00	0.84	0.78	0.84	0.76	0.90	0.93	0.89	0.78	1.00	0.90	0.70	0.74	0.95	0.87	0.91	0.98	NA	1.00	0.83	0.82	0.90	0.92	0.86	0.81	0.95	0.90	0.92	0.87	0.92	0.65	0.84	0.93	1.00
NM_033158|HYAL2|chr3|-	chr3:50355246-50355970	50355665	0.67	0.88	0.93	0.99	0.98	1.00	0.87	0.91	0.89	0.74	0.99	0.94	0.94	0.97	0.99	1.00	0.94	0.91	0.79	0.96	1.00	0.89	0.90	0.86	0.98	0.99	0.88	NA	0.67	1.00	0.97	0.98	1.00	0.97	0.93	0.91	0.89	0.96	1.00	0.97	0.93	0.99	0.91	0.92	0.94	0.86	0.85	0.93	0.93	0.96	0.80	0.92	0.93	1.00	1.00	0.97	0.99	0.90	0.91	0.94	1.00	0.89	0.83	0.98	0.83	0.90	0.93	0.76	0.92	0.73	0.94	0.99
NM_001199162|USP19|chr3|-	chr3:49144220-49145961	49145596	0.02	0.03	0.03	0.02	0.03	0.02	0.01	0.02	0.03	0.02	NA	0.03	0.04	0.01	0.02	0.02	0.03	0.03	0.02	0.02	0.03	0.03	0.02	0.02	0.03	0.04	0.03	NA	0.02	0.02	0.02	0.02	0.03	0.03	0.04	0.03	0.02	0.05	0.03	0.03	0.04	0.03	0.02	0.03	0.02	0.03	0.02	0.03	NA	0.03	0.02	NA	0.03	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.04	0.02	0.03	0.02	0.03	0.03	0.02	0.03	0.02	0.02	0.02	0.03
NM_001195433|MLF1|chr3|+	chr3:158322885-158324167	158323139	0.22	0.31	0.30	0.23	0.28	0.29	NA	0.33	0.21	0.26	0.27	0.32	0.28	0.24	0.26	0.24	0.29	0.28	0.27	0.37	0.19	NA	NA	0.36	0.27	0.23	0.34	0.75	0.34	0.40	NA	0.19	0.28	0.36	NA	0.26	NA	0.35	0.27	0.37	0.25	0.23	0.24	0.24	NA	0.26	NA	NA	0.30	0.32	0.37	0.27	0.38	NA	0.40	0.28	0.36	0.29	0.30	0.44	0.26	0.35	0.27	NA	0.36	0.32	0.16	0.32	0.25	0.23	0.41	0.22
NM_004634|BRPF1|chr3|+	chr3:9788849-9789672	9789304	NA	0.81	NA	0.92	0.95	1.00	0.80	0.83	NA	0.94	NA	NA	NA	0.82	0.95	1.00	0.75	NA	NA	0.99	NA	NA	NA	NA	0.84	1.00	NA	NA	0.98	0.99	0.95	0.81	1.00	1.00	NA	0.76	0.61	NA	1.00	1.00	0.95	1.00	0.75	NA	0.97	NA	NA	1.00	0.85	NA	0.82	NA	0.78	1.00	0.95	0.97	1.00	0.81	NA	NA	0.99	NA	0.58	1.00	0.75	NA	0.97	0.70	NA	0.77	0.80	1.00
NM_198244|EIF4G1|chr3|+	chr3:184052514-184053132	184052730	0.47	0.47	0.41	0.46	0.50	0.49	0.41	0.44	0.35	0.53	0.47	0.49	0.36	0.48	0.37	0.52	0.36	0.37	0.49	0.40	0.51	0.34	0.40	0.49	0.46	0.48	0.38	0.28	0.49	0.55	0.44	0.54	0.50	0.47	0.40	0.33	0.59	0.42	0.68	0.46	0.50	0.47	0.44	0.43	0.45	0.42	0.41	0.48	0.19	0.34	0.43	0.17	0.43	0.42	0.56	0.43	0.57	0.46	0.40	0.38	0.48	0.39	0.37	0.51	0.45	0.43	0.43	0.55	0.40	0.36	0.43	0.52
NM_001161562|TNIK|chr3|-	chr3:170779093-170781753	170781353	NA	0.95	NA	NA	0.98	NA	0.87	0.86	0.95	NA	NA	0.93	0.94	0.96	0.92	NA	NA	0.92	0.89	NA	NA	NA	0.89	0.86	NA	0.94	0.91	NA	0.93	NA	NA	0.94	0.99	NA	0.89	0.91	NA	NA	NA	NA	0.77	NA	NA	0.97	NA	0.95	0.95	NA	0.86	0.87	NA	0.97	0.93	NA	0.90	0.99	NA	0.94	0.86	0.96	NA	0.95	0.86	NA	NA	NA	NA	0.95	0.80	NA	0.91	NA
NM_001134651|EIF4E3|chr3|-	chr3:71728261-71733879	71731063	0.28	0.33	0.33	0.37	0.29	0.51	0.31	0.30	0.28	0.34	0.31	NA	0.29	0.35	0.37	0.50	0.34	0.33	0.29	0.25	0.32	0.25	0.25	0.28	0.46	0.37	0.24	0.39	0.30	NA	0.29	0.37	0.39	0.41	0.29	0.27	0.29	0.19	NA	0.33	0.23	0.37	0.29	0.23	0.26	0.30	0.19	0.28	0.24	0.26	0.27	0.28	0.30	0.38	0.29	NA	NA	0.32	0.34	0.24	NA	0.26	0.28	0.42	0.30	0.26	0.24	0.28	0.25	0.35	0.32	NA
NM_001146314|ABHD14B|chr3|-	chr3:52002530-52003621	52003471	0.98	0.99	1.00	0.99	0.99	0.98	0.95	1.00	1.00	0.97	0.99	1.00	0.99	0.99	1.00	0.99	0.98	1.00	0.97	1.00	1.00	1.00	1.00	0.98	1.00	0.98	0.99	NA	0.97	0.98	1.00	0.97	1.00	0.98	0.98	1.00	0.96	1.00	0.99	1.00	0.98	1.00	0.96	0.99	1.00	1.00	0.98	0.99	0.99	1.00	1.00	0.99	1.00	0.99	1.00	1.00	1.00	1.00	0.98	1.00	1.00	0.99	1.00	0.99	0.99	1.00	0.97	0.96	0.98	1.00	1.00	0.99
NM_007184|NISCH|chr3|+	chr3:52525887-52527086	52526037	0.94	0.84	0.78	0.87	0.87	0.96	0.84	0.85	0.76	0.89	0.96	0.70	0.78	0.92	0.73	0.87	0.91	0.80	0.88	0.83	1.00	0.71	0.74	0.72	0.84	1.00	0.79	NA	1.00	0.89	0.97	0.95	0.89	0.92	0.90	0.85	0.99	0.88	0.95	0.84	0.88	0.93	0.86	0.81	0.83	0.89	0.86	0.88	0.78	0.76	0.85	0.75	0.80	0.89	0.93	0.84	0.96	0.87	0.82	0.79	0.83	0.81	0.81	0.87	0.87	0.77	0.84	0.87	0.81	0.78	0.81	0.89
NM_018010|IFT57|chr3|-	chr3:107880682-107881502	107881321	0.15	0.17	0.15	0.10	0.11	0.13	0.17	0.16	0.16	0.10	0.20	0.16	0.13	0.14	0.14	0.10	0.14	0.13	0.15	0.11	0.10	0.13	0.12	0.15	0.14	0.13	0.13	0.28	0.13	0.12	0.14	0.13	0.10	0.16	0.16	0.12	0.12	0.13	0.14	0.15	0.15	0.17	0.14	0.09	0.16	0.11	0.11	0.12	0.10	0.16	0.14	0.12	0.13	0.13	0.19	0.12	0.12	0.14	0.11	0.12	0.14	0.15	0.14	0.14	0.13	0.14	0.17	0.18	0.11	0.14	0.14	0.14
NM_014616|ATP11B|chr3|+	chr3:182635810-182640793	182639292	0.11	0.15	0.18	0.22	0.12	0.34	0.09	0.15	0.11	0.16	0.16	0.12	0.18	0.28	0.20	0.23	0.14	0.14	0.13	0.17	0.22	0.10	0.08	0.14	0.21	0.25	0.08	0.23	0.14	0.27	0.14	0.13	0.19	0.29	0.15	0.16	0.15	0.13	0.27	0.18	0.13	0.19	0.12	0.17	0.10	0.21	0.09	0.08	0.06	0.09	0.12	0.10	0.14	0.17	0.21	0.19	0.32	0.13	0.14	0.17	0.38	0.12	0.12	0.21	0.13	0.16	0.16	0.09	0.12	0.11	0.15	0.30
NM_004844|SH3BP5|chr3|-	chr3:15296141-15297810	15296971	0.74	0.57	0.69	0.80	0.82	0.80	0.55	0.59	0.66	0.80	0.75	0.73	0.68	0.68	0.63	0.83	0.62	0.71	0.62	0.82	0.84	0.65	0.49	0.56	0.86	0.83	0.61	0.95	0.66	0.86	0.71	0.71	0.80	0.71	0.59	NA	0.54	0.64	0.91	0.61	0.61	0.76	0.54	0.57	0.65	0.63	0.60	0.81	0.66	0.60	0.57	0.65	0.59	0.66	0.77	0.84	0.89	0.58	0.51	0.79	0.80	0.66	0.60	0.85	0.68	0.80	0.62	0.65	0.53	0.52	0.72	0.86
NM_001199958|NDUFB5|chr3|+	chr3:179341707-179342268	179341857	0.80	0.92	0.96	1.00	1.00	1.00	0.89	0.91	0.97	0.90	0.88	1.00	1.00	0.97	1.00	1.00	1.00	0.99	0.89	0.96	1.00	0.76	0.83	0.82	1.00	1.00	0.85	1.00	0.84	1.00	0.99	0.92	1.00	1.00	0.87	0.93	0.92	0.86	1.00	1.00	0.84	1.00	0.87	0.98	0.97	0.91	0.88	0.96	0.89	0.92	0.83	0.88	0.91	1.00	1.00	0.94	1.00	0.89	0.82	0.92	1.00	0.94	0.79	1.00	0.86	0.82	0.99	0.93	0.88	0.88	1.00	1.00
NM_005126|NR1D2|chr3|+	chr3:24018713-24022123	24018900	0.91	0.72	0.78	0.82	0.81	NA	0.69	0.77	0.60	NA	0.72	NA	0.76	0.73	0.79	NA	0.73	NA	0.81	0.88	NA	0.75	0.63	0.76	NA	NA	0.78	1.00	0.90	NA	0.77	0.66	NA	0.71	0.64	0.74	0.69	0.75	NA	0.75	0.76	0.86	0.69	0.71	0.75	0.75	0.77	0.81	0.69	0.68	0.75	NA	0.82	0.74	0.79	NA	NA	0.76	0.60	NA	NA	NA	0.72	NA	0.84	0.80	0.69	0.79	0.60	0.67	0.79	NA
NM_020640|DCUN1D1|chr3|-	chr3:182655989-182662961	182660172	0.26	0.22	0.16	0.28	0.22	0.28	0.15	0.21	0.17	0.21	0.19	0.17	0.17	0.20	0.26	0.30	0.20	0.22	0.17	0.28	0.29	0.16	0.17	0.21	NA	0.24	0.16	0.27	0.22	0.30	0.28	NA	0.19	0.29	0.18	0.18	0.20	0.16	0.36	0.21	0.20	0.22	0.19	0.24	0.21	0.24	0.17	0.21	0.19	0.17	0.16	0.25	0.18	0.25	0.29	0.22	0.24	0.16	0.18	0.22	0.27	0.19	0.17	0.30	0.23	NA	0.23	0.17	0.20	0.16	0.25	0.33
NM_016331|ZNF639|chr3|+	chr3:179051056-179053514	179052197	0.36	0.24	0.28	0.38	0.39	0.45	0.28	0.28	0.31	0.39	0.28	0.35	0.33	0.33	0.38	0.43	0.27	0.31	0.31	0.36	0.58	0.29	0.22	0.25	0.57	0.59	0.26	0.73	0.27	0.64	0.33	0.30	0.59	0.47	0.29	0.25	0.34	0.29	0.77	0.37	0.25	0.48	0.27	0.30	0.29	0.29	0.33	0.31	0.27	0.29	0.23	0.31	0.28	0.33	0.38	0.41	0.78	0.27	0.27	0.28	0.67	0.27	0.27	0.48	0.33	0.30	0.28	0.31	0.22	0.23	0.35	0.56
NM_001077203|SENP7|chr3|-	chr3:101043129-101044924	101044594	NA	0.66	NA	0.72	0.80	NA	0.54	0.73	0.55	0.83	0.67	NA	0.66	0.64	NA	NA	0.59	0.77	NA	0.81	NA	0.59	0.54	0.73	0.84	0.75	0.64	0.92	NA	NA	0.75	0.50	NA	0.90	0.75	NA	NA	0.71	NA	0.72	0.75	NA	0.71	0.50	0.66	0.67	0.58	NA	0.62	NA	0.72	0.71	0.74	NA	0.82	0.89	NA	0.72	NA	0.77	NA	0.66	0.60	NA	0.78	0.82	NA	NA	NA	0.37	NA	NA
NM_001204834|ANO10|chr3|-	chr3:43407824-43408466	43408316	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.88	0.95	0.93	0.96	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	0.96	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.95	1.00	1.00	1.00	1.00	1.00	0.90	1.00	1.00	1.00	0.90	1.00	1.00
NR_027299|XPC|chr3|-	chr3:14186652-14187659	14187495	1.00	1.00	0.99	1.00	1.00	1.00	0.99	0.99	0.97	1.00	1.00	1.00	0.99	0.99	1.00	1.00	0.99	0.99	1.00	1.00	1.00	1.00	0.97	0.99	1.00	0.98	0.99	NA	1.00	1.00	0.99	1.00	1.00	0.99	1.00	0.99	0.99	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	0.98	1.00	0.88	0.98	0.98	0.90	0.99	1.00	1.00	1.00	1.00	0.99	0.96	0.97	1.00	0.98	0.98	1.00	1.00	0.99	1.00	1.00	1.00	0.98	0.99	1.00
