event_id	loci	Proximal_Site	TCGA-GC-A3BM-01A-11R-A22U-07	TCGA-CU-A0YN-01A-21R-A10U-07	TCGA-K4-A3WV-01A-11R-A22U-07	TCGA-GC-A6I3-01A-11R-A31N-07	TCGA-BT-A20R-01A-12R-A16R-07	TCGA-BT-A20W-01A-21R-A14Y-07	TCGA-BL-A13J-01A-11R-A277-07	TCGA-BL-A13J-01A-11R-A10U-07	TCGA-BL-A13J-01B-04R-A277-07	TCGA-K4-A54R-01A-11R-A26T-07	TCGA-BT-A20Q-01A-11R-A14Y-07	TCGA-BT-A2LA-01A-11R-A18C-07	TCGA-K4-A5RI-01A-11R-A28M-07	TCGA-BT-A20U-01A-11R-A14Y-07	TCGA-GD-A3OP-01A-21R-A220-07	TCGA-GD-A3OQ-01A-32R-A220-07	TCGA-CU-A0YR-01A-12R-A10U-07	TCGA-GD-A2C5-01A-12R-A180-07	TCGA-GC-A3WC-01A-31R-A22U-07	TCGA-BT-A20N-01A-11R-A14Y-07	TCGA-BT-A2LB-01A-11R-A18C-07
NR_037636|GJA9-MYCBP|chr1|-	chr1:39327922-39330386	39329213	0.20	0.15	0.26	0.17	0.19	0.17	0.16	0.14	0.30	0.14	0.13	0.23	0.15	0.16	0.21	0.16	0.13	0.19	0.29	0.11	0.15
NM_014856|DENND4B|chr1|-	chr1:153901972-153902918	153902461	1.00	1.00	1.00	1.00	NA	1.00	NA	0.98	NA	1.00	0.96	1.00	1.00	1.00	0.92	0.94	0.94	1.00	0.99	1.00	1.00
NM_014663|KDM4A|chr1|+	chr1:44169900-44171318	44170834	0.24	0.28	0.27	0.84	0.41	0.40	NA	0.30	NA	0.23	0.37	0.31	0.29	0.30	0.22	0.26	0.31	0.44	0.23	0.27	0.39
NM_004578|RAB4A|chr1|+	chr1:229439552-229440127	229439724	0.62	0.52	0.57	0.32	0.56	0.52	0.46	0.57	0.92	0.43	0.59	0.67	0.60	0.67	0.64	0.58	0.51	0.60	0.58	0.56	0.64
NM_007375|TARDBP|chr1|+	chr1:11082180-11085563	11084043	0.20	0.09	0.17	0.45	0.13	0.15	0.13	0.07	NA	0.14	0.08	0.10	0.17	0.07	0.15	0.09	0.13	0.15	0.14	0.07	0.12
NM_002228|JUN|chr1|-	chr1:59245948-59249785	59247422	0.38	0.54	0.51	NA	0.75	0.48	0.37	0.49	1.00	0.46	0.54	0.82	0.56	0.52	0.41	0.59	0.63	0.62	0.51	0.52	0.63
NM_024102|WDR77|chr1|-	chr1:111981072-111984011	111982988	0.05	0.04	0.03	0.06	0.03	0.04	NA	0.04	NA	0.05	0.04	0.03	0.04	0.04	0.05	0.04	0.05	0.05	0.04	0.04	0.04
NM_016274|PLEKHO1|chr1|+	chr1:150131013-150132029	150131626	0.60	0.70	0.74	0.84	0.77	0.64	0.56	0.65	NA	0.68	0.71	0.74	0.71	0.81	0.65	0.66	0.74	0.79	0.65	0.67	0.75
NM_001206652|SH3GLB1|chr1|+	chr1:87208810-87213881	87209211	0.40	0.18	0.09	0.02	0.16	0.22	0.42	0.24	0.61	0.11	0.29	0.19	0.21	0.35	0.42	0.30	0.27	0.11	0.30	0.18	0.13
NM_178454|DRAM2|chr1|-	chr1:111659937-111660889	111660576	0.22	0.21	0.17	0.25	0.27	0.33	0.30	0.27	0.38	0.21	0.25	0.26	0.25	0.31	0.33	0.32	0.36	0.27	0.20	0.25	0.22
NM_007158|CSDE1|chr1|-	chr1:115259533-115260837	115260670	0.59	0.50	0.42	0.64	0.74	0.63	0.41	0.52	0.62	0.69	0.71	0.78	0.87	0.68	0.66	0.60	0.60	0.69	0.58	0.53	0.73
NM_001039802|CDC42|chr1|+	chr1:22417920-22420102	22419363	0.06	0.07	0.08	0.27	0.16	0.09	0.11	0.07	0.37	0.09	0.08	0.08	0.11	0.06	0.06	0.06	0.08	0.21	0.06	0.06	0.12
NM_152298|NASP|chr1|+	chr1:46083732-46084462	46083882	0.14	0.06	0.04	0.08	0.11	0.06	0.11	0.07	NA	0.07	0.11	0.18	0.16	0.21	0.15	0.12	0.07	0.09	0.09	0.06	0.07
NM_003748|ALDH4A1|chr1|-	chr1:19197929-19199451	19199207	1.00	NA	NA	1.00	0.98	0.98	NA	0.99	NA	1.00	1.00	NA	0.99	0.99	0.99	0.99	1.00	1.00	0.99	0.96	1.00
NM_022051|EGLN1|chr1|-	chr1:231499276-231502221	231502019	0.82	0.76	0.74	0.39	0.92	0.82	0.69	0.87	0.60	0.82	0.87	0.87	0.73	0.86	0.79	0.79	0.83	0.87	0.81	0.82	NA
NM_001099772|CYP4B1|chr1|+	chr1:47284302-47289522	47284988	0.00	NA	NA	0.00	0.00	0.00	0.04	0.00	0.31	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00
NM_024009|GJB3|chr1|+	chr1:35250338-35251970	35250582	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_012396|PHLDA3|chr1|-	chr1:201433564-201435306	201434678	0.13	0.16	0.09	0.09	0.07	0.08	0.11	0.09	NA	0.09	0.11	0.19	0.11	0.08	0.10	0.08	0.08	0.11	0.10	0.09	0.09
NM_001198681|LEPROT|chr1|+	chr1:65897485-65902058	65899345	0.77	0.32	0.64	NA	0.69	0.51	0.24	0.48	0.49	0.63	0.53	0.51	0.59	0.54	0.69	0.52	0.48	0.78	0.48	0.31	0.58
NM_006763|BTG2|chr1|+	chr1:203276231-203278822	203276381	0.86	0.85	0.86	1.00	0.87	0.86	0.74	0.90	0.83	0.89	0.89	0.89	0.86	0.88	0.86	0.85	0.88	0.89	0.87	0.91	0.90
NM_024587|TMEM53|chr1|-	chr1:45118992-45120881	45120000	NA	NA	0.12	0.17	0.14	NA	NA	NA	NA	0.11	0.14	0.17	0.14	NA	0.17	0.18	NA	0.20	NA	NA	0.14
NM_003629|PIK3R3|chr1|-	chr1:46505802-46509543	46509348	0.74	NA	0.68	NA	0.75	0.77	NA	NA	NA	0.82	0.86	0.95	NA	NA	0.87	NA	0.71	0.82	0.81	NA	NA
NM_001618|PARP1|chr1|-	chr1:226548400-226549242	226548793	0.25	0.30	0.21	0.40	0.29	0.22	0.24	0.27	0.33	0.21	0.25	0.21	0.32	0.25	0.30	0.27	0.26	0.29	0.23	0.23	0.20
NM_005341|ZBTB48|chr1|+	chr1:6648975-6649707	6649302	0.04	0.03	0.02	0.04	0.01	0.03	NA	NA	NA	0.04	0.03	0.03	0.03	0.03	0.02	NA	NA	0.04	0.04	0.03	0.04
NM_198076|COX20|chr1|+	chr1:245006342-245013028	245006553	0.18	0.12	0.06	0.04	0.11	0.13	0.20	0.11	0.74	0.10	0.09	0.09	0.10	0.08	0.17	0.12	0.09	0.09	0.20	0.08	0.14
NM_004753|DHRS3|chr1|-	chr1:12627942-12628453	12628290	0.75	0.76	0.87	1.00	0.89	0.80	0.81	0.75	1.00	0.84	0.78	0.84	0.91	0.76	0.77	0.78	0.79	0.98	0.80	0.78	0.86
NM_018994|FBXO42|chr1|-	chr1:16573332-16578280	16577149	0.23	0.22	0.17	0.15	0.17	0.14	0.18	0.11	NA	0.10	0.17	0.23	0.18	0.21	0.20	0.17	0.21	0.17	0.16	0.14	0.14
NM_024874|KIAA0319L|chr1|-	chr1:35899077-35900682	35900181	0.87	0.96	0.92	1.00	0.92	1.00	NA	0.91	NA	0.96	0.94	0.95	0.97	0.91	0.89	0.84	0.99	0.91	0.92	0.93	0.96
NM_001170670|ZNHIT6|chr1|-	chr1:86116539-86119781	86118526	0.27	0.20	0.21	NA	0.22	0.17	NA	0.20	NA	0.13	0.20	0.21	0.20	0.25	0.23	0.24	0.18	0.18	0.19	0.17	0.21
NM_001205228|SORT1|chr1|-	chr1:109852169-109856679	109856517	0.81	0.72	0.51	0.17	0.52	0.65	0.87	0.78	NA	0.55	0.72	0.67	0.61	0.73	0.79	0.73	0.75	0.56	NA	0.66	0.67
NM_002631|PGD|chr1|+	chr1:10479686-10480569	10480069	0.43	0.49	0.43	0.81	0.56	0.52	0.45	0.44	0.68	0.52	0.51	0.50	0.45	0.47	0.45	0.40	0.51	0.56	0.40	0.46	0.54
NM_014655|SLC25A44|chr1|+	chr1:156180030-156182777	156180212	0.91	0.97	0.97	NA	0.89	0.94	NA	0.87	NA	NA	0.93	0.96	1.00	0.91	0.94	0.94	0.98	0.87	0.94	0.91	0.90
NM_016308|CMPK1|chr1|+	chr1:47842375-47844520	47843217	0.62	0.69	0.75	0.95	0.84	0.75	0.45	0.66	0.64	0.92	0.80	0.76	0.68	0.76	0.69	0.75	0.81	0.77	0.64	0.61	0.91
NM_016037|UTP11L|chr1|+	chr1:38489216-38490491	38489385	0.38	0.24	0.27	0.11	0.27	0.31	0.31	0.27	NA	0.34	0.28	0.36	0.28	0.29	0.33	0.24	0.25	0.27	0.26	0.30	0.34
NM_001384|DPH2|chr1|+	chr1:44438086-44439039	44438648	0.83	0.87	0.91	0.99	0.99	0.93	NA	0.86	NA	0.89	0.88	0.91	0.94	0.87	0.88	0.83	0.89	0.97	0.85	0.91	0.93
NM_004433|ELF3|chr1|+	chr1:201984336-201986298	201984916	0.15	0.15	0.14	0.25	0.22	0.17	0.11	0.11	0.18	0.16	0.17	NA	0.17	0.18	0.20	0.15	0.11	0.20	0.17	0.18	0.16
NM_001033082|MYCL1|chr1|-	chr1:40360651-40363642	40362389	0.96	NA	NA	1.00	1.00	1.00	0.75	0.99	0.86	1.00	1.00	NA	1.00	0.99	0.97	0.96	1.00	1.00	NA	0.98	1.00
NM_014774|KIAA0494|chr1|-	chr1:47140814-47144308	47144158	0.79	0.86	0.77	0.52	0.88	0.74	0.62	0.84	1.00	0.83	0.88	0.70	0.82	0.87	0.85	0.80	0.85	0.82	0.84	0.81	0.89
NM_003921|BCL10|chr1|-	chr1:85731385-85733665	85732041	0.20	0.24	0.27	NA	0.35	NA	0.13	0.18	0.23	0.45	0.27	0.27	0.33	0.20	0.19	0.25	0.33	NA	0.23	0.22	0.38
NM_018022|TMEM51|chr1|+	chr1:15545821-15547010	15546345	0.93	0.95	0.97	1.00	0.98	0.98	0.86	0.99	NA	0.98	0.97	0.99	0.96	0.93	0.88	0.91	0.99	0.98	NA	0.98	0.98
NM_014704|CEP104|chr1|-	chr1:3728807-3732081	3731380	0.45	0.29	0.15	0.06	0.16	0.35	NA	0.37	NA	0.13	0.40	0.34	0.26	0.35	0.47	0.36	0.39	0.13	0.37	0.29	0.18
NM_016066|GLRX2|chr1|-	chr1:193065114-193065889	193065628	0.07	0.03	0.04	0.02	0.03	0.07	0.14	0.04	0.24	0.03	0.05	0.04	0.03	0.10	0.09	0.04	0.06	0.04	0.06	0.07	0.04
NM_001242701|CAMTA1|chr1|+	chr1:6947713-6948304	6947863	0.97	0.96	1.00	NA	1.00	1.00	NA	NA	NA	0.93	0.81	0.90	0.99	0.78	0.88	0.91	0.76	0.82	1.00	0.84	1.00
NM_019032|ADAMTSL4|chr1|+	chr1:150532535-150537909	150533278	NA	0.02	NA	NA	0.01	0.10	NA	0.05	0.63	0.02	NA	0.02	NA	0.01	NA	NA	0.01	NA	0.03	NA	0.05
NR_037640|HEATR8-TTC4|chr1|+	chr1:55207083-55208316	55207848	0.30	0.37	0.42	0.71	0.41	0.32	NA	0.36	NA	NA	0.33	0.50	0.41	0.40	0.36	0.25	0.43	0.50	0.38	0.31	0.35
NM_001166417|SSX2IP|chr1|-	chr1:85109595-85113290	85113113	0.57	0.38	0.50	NA	0.70	NA	NA	NA	NA	0.36	0.55	0.66	0.56	0.60	0.50	0.62	NA	0.44	NA	0.57	NA
NM_001229|CASP9|chr1|-	chr1:15816243-15819530	15818864	0.15	NA	0.06	0.13	0.13	0.19	NA	0.06	NA	0.07	0.11	0.10	0.12	0.07	0.12	0.11	0.15	0.11	0.08	0.10	0.07
NM_001089591|UQCRHL|chr1|-	chr1:16133665-16134194	16133994	0.73	0.65	0.78	0.72	0.62	0.63	0.48	0.62	0.60	0.81	0.67	0.68	0.75	0.65	0.76	0.67	0.65	0.68	0.75	0.66	0.66
NM_005482|PIGK|chr1|-	chr1:77554691-77558175	77557497	0.47	0.33	0.36	NA	0.45	0.42	NA	0.46	NA	NA	0.50	0.42	0.56	0.55	NA	0.58	0.46	0.42	0.56	0.38	0.39
NM_006516|SLC2A1|chr1|-	chr1:43391553-43392912	43392025	0.51	0.47	0.63	0.96	0.69	0.58	0.48	0.47	0.78	0.49	0.52	0.59	0.60	0.45	0.41	0.48	0.59	0.73	0.50	0.47	0.58
NM_012474|UCK2|chr1|+	chr1:165876920-165880829	165877285	0.15	0.18	0.03	0.02	0.04	0.11	0.13	0.07	0.33	0.03	0.06	0.24	0.08	0.29	0.14	0.19	0.13	0.06	0.32	0.18	0.06
NM_016040|TMED5|chr1|-	chr1:93615325-93620445	93617452	0.29	0.21	0.22	NA	0.21	0.43	0.14	0.13	0.18	0.24	0.32	0.26	0.24	0.36	0.26	0.29	0.21	0.37	0.22	0.13	0.23
NM_014864|FAM20B|chr1|+	chr1:179041047-179045716	179042302	0.94	0.96	0.97	NA	NA	0.96	0.65	0.93	0.81	NA	0.98	1.00	0.99	0.92	0.96	0.93	0.94	NA	0.90	0.96	NA
NM_004073|PLK3|chr1|+	chr1:45271158-45271745	45271416	0.47	0.44	0.64	0.92	0.74	0.64	NA	0.67	NA	0.64	0.65	0.50	0.56	0.55	0.48	0.44	0.60	0.70	0.45	NA	0.60
NM_007348|ATF6|chr1|+	chr1:161928235-161933844	161928787	0.33	0.13	0.14	0.05	0.13	0.25	0.29	0.22	0.51	0.13	0.24	0.13	0.12	0.34	0.30	0.22	0.27	0.14	0.23	0.19	0.12
NM_015001|SPEN|chr1|+	chr1:16265790-16267028	16266576	0.47	0.44	0.67	0.98	0.96	0.57	NA	0.44	NA	0.73	0.57	0.62	0.75	0.56	0.54	0.52	0.52	0.92	0.63	0.49	0.82
NM_002508|NID1|chr1|-	chr1:236139117-236141288	236141127	0.97	0.98	0.99	NA	1.00	0.99	0.76	0.95	0.81	1.00	0.96	0.99	1.00	0.97	0.94	0.97	0.99	0.98	NA	0.98	0.99
NM_000299|PKP1|chr1|+	chr1:201299201-201302119	201299354	0.71	0.70	NA	NA	NA	NA	0.68	0.71	0.75	0.68	0.72	NA	0.69	0.69	NA	0.71	NA	NA	0.70	0.68	0.71
NM_001025109|CD34|chr1|-	chr1:208059875-208061268	208060731	0.98	NA	NA	NA	1.00	1.00	NA	NA	NA	NA	1.00	1.00	NA	0.99	1.00	NA	1.00	1.00	1.00	NA	1.00
NM_002633|PGM1|chr1|+	chr1:64125256-64125914	64125582	0.76	0.99	0.97	1.00	1.00	1.00	0.74	0.93	NA	0.92	0.93	0.98	0.98	0.95	0.98	0.85	0.96	1.00	1.00	0.97	0.96
NR_026598|NENF|chr1|+	chr1:212619171-212619679	212619377	0.41	0.35	0.38	0.43	0.33	0.39	0.37	0.31	0.44	0.38	0.35	0.45	0.38	0.32	0.36	0.33	0.36	0.36	0.32	0.35	0.35
NM_024097|C1orf50|chr1|+	chr1:43240879-43242820	43241180	0.16	0.12	0.05	0.06	0.12	0.13	NA	0.08	NA	0.08	0.10	0.18	0.07	0.09	0.15	0.08	NA	0.10	0.13	0.10	0.11
NM_006513|SARS|chr1|+	chr1:109780352-109780870	109780566	0.57	0.61	0.64	0.76	0.68	0.59	0.60	0.58	0.81	0.61	0.59	0.64	0.59	0.62	0.64	0.58	0.66	0.71	0.65	0.67	0.65
NR_030725|RCC1|chr1|+	chr1:28864343-28865701	28865229	0.22	0.30	0.28	0.77	0.36	0.32	0.20	0.28	NA	0.21	0.31	0.33	0.26	0.30	0.23	0.22	0.34	0.38	0.25	0.26	0.33
NM_003689|AKR7A2|chr1|-	chr1:19629131-19630880	19630524	0.06	0.03	0.03	0.02	0.03	0.05	0.08	0.04	0.21	0.02	0.04	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.04	0.04	0.02
NM_153826|CD46|chr1|+	chr1:207966863-207968864	207967013	0.87	0.92	0.90	0.96	0.95	0.93	0.76	0.91	1.00	0.92	0.92	0.97	0.94	0.90	0.87	0.89	0.92	0.95	0.87	0.91	0.94
NM_001101663|NBPF24|chr1|-	chr1:146032485-146034408	146034246	0.99	0.98	0.99	NA	NA	1.00	NA	0.99	NA	0.99	NA	1.00	0.99	NA	0.99	NA	NA	0.99	0.99	NA	0.99
NM_016233|PADI3|chr1|+	chr1:17609340-17610721	17609490	0.98	1.00	0.99	NA	NA	0.99	0.95	0.97	NA	0.97	0.99	NA	NA	0.98	0.99	1.00	NA	1.00	NA	NA	0.99
NM_014812|CEP170|chr1|-	chr1:243287719-243290040	243289880	0.80	0.80	NA	NA	0.88	0.83	NA	0.69	NA	0.91	0.81	0.91	NA	0.87	0.76	0.84	0.77	0.87	0.87	0.81	NA
NM_054016|SRSF10|chr1|-	chr1:24294214-24297929	24295598	0.15	0.11	0.08	0.10	0.14	0.11	0.14	0.07	0.54	0.11	0.10	0.11	0.08	0.08	0.12	0.09	0.09	0.14	0.13	0.11	0.11
NM_030916|PVRL4|chr1|-	chr1:161039761-161042675	161040867	0.01	0.01	0.02	NA	0.03	0.02	0.02	0.02	0.37	0.02	0.01	NA	0.04	0.01	0.01	0.01	0.02	0.05	0.01	0.02	0.03
NM_145214|TRIM11|chr1|-	chr1:228581367-228582953	228582803	1.00	1.00	1.00	0.99	1.00	1.00	NA	0.99	NA	1.00	1.00	1.00	1.00	0.98	1.00	1.00	1.00	0.99	1.00	1.00	1.00
NM_006147|IRF6|chr1|-	chr1:209958178-209961989	209961775	0.74	0.61	0.58	0.50	0.68	0.66	0.69	0.77	0.85	0.62	0.66	NA	0.69	0.73	0.70	0.71	0.80	0.62	0.75	0.70	0.65
NM_000560|CD53|chr1|+	chr1:111441745-111442538	111441904	NA	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	0.99	NA	1.00	1.00	1.00	NA	0.98	NA	1.00	NA	1.00
NM_020248|CTNNBIP1|chr1|-	chr1:9908327-9910834	9910178	1.00	0.30	0.51	0.61	0.52	0.95	0.61	0.61	NA	0.67	0.57	0.95	0.94	0.77	1.00	0.63	0.88	0.48	0.66	0.35	0.48
NM_007324|ZFYVE9|chr1|+	chr1:52811731-52812760	52811986	0.14	NA	0.17	0.34	0.24	0.23	NA	0.22	NA	NA	0.23	0.21	0.14	0.25	0.14	0.19	0.27	0.37	0.17	0.24	0.28
NR_030775|SHISA4|chr1|+	chr1:201860927-201861781	201861147	0.24	NA	0.18	0.36	0.24	0.28	NA	0.26	NA	0.14	0.25	0.21	0.21	0.21	0.14	NA	0.21	0.32	0.19	0.20	0.23
NM_001164391|MTF2|chr1|+	chr1:93602226-93605889	93602954	0.38	0.29	0.33	0.34	0.47	0.31	0.38	0.41	NA	0.40	0.36	0.45	0.47	0.34	0.41	0.41	0.37	0.38	0.37	0.28	0.51
NM_017638|MED18|chr1|+	chr1:28660927-28662486	28661486	0.89	0.82	NA	NA	NA	0.96	NA	0.75	NA	0.87	0.77	0.93	0.96	0.75	0.85	0.71	NA	0.87	0.72	0.66	0.80
NM_016491|MRPL37|chr1|+	chr1:54683844-54684409	54684025	0.04	0.04	0.03	0.03	0.03	0.05	0.05	0.03	NA	0.04	0.04	0.03	0.02	0.03	0.03	0.02	0.03	0.03	0.03	0.03	0.03
NM_001243878|FHL3|chr1|-	chr1:38462388-38463231	38462757	0.78	0.88	0.87	1.00	0.98	0.88	NA	0.96	NA	0.94	0.87	0.95	0.91	0.90	0.84	0.89	0.67	NA	0.93	0.88	0.98
NM_020141|TMEM167B|chr1|+	chr1:109637038-109639565	109637423	0.73	0.70	0.60	0.54	0.86	0.73	0.60	0.80	0.90	0.73	0.78	0.83	0.75	0.78	0.71	0.70	0.64	0.82	0.65	0.66	0.83
NM_004421|DVL1|chr1|-	chr1:1268763-1271895	1270698	0.01	0.07	0.01	0.10	0.04	0.03	0.10	0.05	NA	0.03	0.06	0.11	0.03	0.02	0.01	0.05	0.05	0.04	0.03	0.04	0.03
NM_016243|CYB5R1|chr1|-	chr1:202930871-202931827	202931262	0.68	0.65	0.82	1.00	0.92	0.75	0.70	0.68	0.97	0.76	0.71	0.73	0.84	0.69	0.67	0.69	0.72	1.00	0.72	0.69	0.78
NR_037185|PRPF38B|chr1|+	chr1:109241783-109245393	109242756	0.26	0.23	0.31	0.81	0.54	0.22	0.40	0.28	NA	0.33	0.29	0.37	0.49	0.24	0.30	0.33	0.29	0.40	0.33	0.23	0.46
NM_032960|MAPKAPK2|chr1|+	chr1:206905919-206908819	206907594	0.00	0.00	0.00	0.04	0.01	0.00	0.01	0.00	NA	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
NM_000646|AGL|chr1|+	chr1:100387089-100389592	100387274	0.76	0.80	0.72	NA	NA	NA	0.56	0.71	NA	NA	0.75	NA	0.68	0.85	0.62	0.77	NA	0.80	0.62	0.82	NA
NM_138300|PYGO2|chr1|-	chr1:154929486-154932322	154932157	0.97	1.00	0.99	NA	0.96	1.00	0.80	0.99	0.78	0.97	1.00	0.97	1.00	1.00	0.99	0.99	1.00	1.00	0.96	1.00	0.96
NM_001145278|NECAP2|chr1|+	chr1:16785336-16786848	16786346	0.70	0.78	0.89	0.97	0.96	0.90	0.89	0.80	NA	0.80	0.90	0.87	0.84	0.76	0.72	0.79	0.87	0.95	0.78	0.80	0.92
NM_013319|UBIAD1|chr1|+	chr1:11345700-11348473	11346275	0.54	0.38	0.38	0.21	0.41	0.39	NA	0.42	NA	0.42	0.50	0.57	0.53	0.72	0.60	0.49	0.41	0.32	0.42	0.40	0.61
NM_001029885|GLTPD1|chr1|+	chr1:1262620-1265440	1264232	0.02	0.01	0.01	0.06	0.02	0.03	NA	0.03	NA	0.03	0.01	0.05	0.02	0.02	0.01	0.04	0.02	0.03	0.02	0.03	0.02
NM_030634|ZNF436|chr1|-	chr1:23679861-23689714	23686005	0.10	NA	NA	NA	NA	0.10	0.03	0.10	0.07	0.17	0.15	NA	NA	0.05	0.09	0.08	0.14	0.30	0.09	0.08	0.19
NM_004436|ENSA|chr1|-	chr1:150589913-150595335	150594625	0.02	0.01	0.01	0.01	0.01	0.02	0.04	0.02	0.49	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01
NM_022164|TINAGL1|chr1|+	chr1:32052439-32053284	32052589	0.73	0.72	0.78	0.77	0.72	0.72	0.32	0.66	0.50	0.71	0.71	NA	0.73	0.69	0.66	0.61	0.71	0.70	0.71	0.71	0.70
NM_006469|IVNS1ABP|chr1|-	chr1:185265303-185267420	185267109	0.33	0.27	0.24	0.40	0.39	0.31	0.27	0.27	0.70	0.29	0.33	0.27	0.33	0.37	0.37	0.34	0.30	0.29	0.35	0.28	0.37
NM_002857|PEX19|chr1|-	chr1:160245938-160249424	160248309	0.54	0.55	0.61	0.86	0.65	0.73	0.47	0.58	0.85	0.54	0.47	0.79	0.62	0.50	0.49	0.53	0.77	0.69	0.61	0.53	0.52
NM_001136224|RCOR3|chr1|+	chr1:211486765-211489709	211487149	0.52	0.51	0.67	NA	NA	0.65	NA	0.67	NA	0.60	0.79	0.83	0.77	0.60	0.57	0.68	0.57	0.73	0.49	0.61	0.91
NM_003820|TNFRSF14|chr1|+	chr1:2494586-2495268	2494808	0.90	1.00	0.97	1.00	1.00	1.00	NA	1.00	NA	0.99	0.95	0.92	1.00	0.92	0.92	0.86	1.00	1.00	0.94	1.00	1.00
NM_017768|LRRC40|chr1|-	chr1:70610498-70611588	70611310	0.77	0.76	0.79	NA	0.85	0.83	NA	NA	NA	NA	0.81	0.69	0.72	0.71	0.56	0.90	NA	0.94	0.65	0.71	0.92
NM_001198862|TMEM206|chr1|-	chr1:212537465-212538718	212537946	0.17	0.17	0.18	NA	0.23	0.23	NA	NA	NA	0.15	0.25	0.23	0.23	0.23	NA	NA	0.15	0.26	0.19	0.18	0.19
NM_006699|MAN1A2|chr1|+	chr1:118065446-118071507	118068977	0.77	0.71	0.75	NA	0.60	0.65	0.36	NA	NA	NA	0.76	NA	NA	0.74	0.82	0.69	0.66	NA	0.75	0.69	NA
NM_022746|MARC1|chr1|+	chr1:220986633-220987732	220986783	NA	NA	NA	NA	NA	0.94	NA	0.87	NA	0.95	NA	0.97	0.97	0.95	0.98	NA	0.99	1.00	0.98	0.98	NA
NM_012316|KPNA6|chr1|+	chr1:32636307-32642243	32636820	0.89	0.79	0.72	0.23	0.57	0.87	0.61	0.84	0.86	0.83	0.80	0.60	0.87	0.93	0.85	0.91	0.91	0.75	0.90	0.91	0.71
NM_001136219|FCGR2A|chr1|+	chr1:161487764-161489392	161487914	0.92	0.96	NA	NA	0.96	0.89	0.66	0.96	0.90	0.98	0.92	NA	0.99	0.96	0.94	0.91	0.91	0.96	0.95	NA	0.95
NM_016946|F11R|chr1|-	chr1:160965026-160968696	160966053	0.10	0.13	0.14	0.40	0.18	0.18	0.08	0.11	0.35	0.09	0.15	0.15	0.14	0.10	0.11	0.12	0.14	0.21	0.09	0.09	0.09
NM_001174061|SMG7|chr1|+	chr1:183520952-183523346	183521104	0.89	0.93	0.92	NA	0.94	0.84	0.82	0.91	0.75	0.91	0.94	0.90	0.96	0.88	0.88	0.88	0.93	0.97	0.90	0.84	0.94
NR_045790|NSUN4|chr1|+	chr1:46827241-46831988	46827821	0.60	0.42	0.30	0.28	0.26	0.45	NA	0.42	NA	0.37	0.46	0.63	0.30	0.53	0.58	0.53	NA	0.39	0.44	0.42	0.43
NM_016371|HSD17B7|chr1|+	chr1:162782087-162782611	162782267	0.64	0.62	0.80	0.99	0.80	0.82	0.74	0.78	0.43	0.76	0.74	NA	0.84	0.65	0.78	0.81	0.83	0.84	NA	0.60	0.82
NM_020832|ZNF687|chr1|+	chr1:151263190-151264151	151263662	0.95	0.99	1.00	1.00	1.00	0.97	0.78	0.94	NA	0.95	0.99	1.00	1.00	0.98	0.94	1.00	1.00	0.96	0.93	1.00	0.99
NM_030806|C1orf21|chr1|+	chr1:184588651-184591126	184589310	0.17	0.13	0.09	0.12	0.11	0.12	0.09	0.09	0.15	0.12	0.15	0.14	0.12	0.16	0.19	0.15	0.16	0.11	0.13	0.10	0.12
NM_144729|DUSP10|chr1|-	chr1:221874815-221876019	221875660	0.80	0.87	0.82	NA	0.90	NA	0.49	0.57	NA	0.70	0.74	0.91	NA	0.72	0.74	0.69	NA	NA	NA	0.67	0.77
NM_014437|SLC39A1|chr1|-	chr1:153931573-153933230	153933080	0.90	0.91	0.90	0.99	0.92	0.95	0.77	0.90	0.78	0.96	0.91	0.91	0.96	0.93	0.90	0.89	0.93	0.94	0.93	0.92	0.90
NM_022371|TOR3A|chr1|+	chr1:179064102-179065129	179064724	0.84	0.90	0.99	1.00	1.00	0.96	0.81	0.93	0.74	0.93	1.00	0.93	0.93	0.90	0.85	0.91	0.95	1.00	0.84	0.90	0.96
NM_001199261|UCHL5|chr1|-	chr1:192981391-192985525	192984653	0.23	0.16	0.24	0.25	0.24	0.20	0.29	0.21	0.42	0.12	0.22	0.21	0.22	0.27	0.28	0.31	0.30	0.15	0.36	0.24	0.21
NM_018216|PANK4|chr1|-	chr1:2439970-2440499	2440276	0.85	0.86	0.86	0.94	0.97	0.93	NA	0.99	NA	0.89	0.91	0.90	0.87	0.90	0.81	0.91	0.95	0.96	0.90	0.92	0.91
NM_032236|USP48|chr1|-	chr1:22005105-22005932	22005719	0.18	0.20	0.14	0.33	0.28	0.20	NA	0.18	NA	0.21	0.19	0.24	0.24	0.29	0.19	0.21	0.20	0.33	0.18	0.19	0.21
